#Code	Version	Default	Labels	Char	Names
U+1F34E	V6.0	emoji	nature	🍎	RED APPLE
U+1F34F	V6.0	emoji	nature	🍏	GREEN APPLE
U+1F350	V6.0	emoji	nature	🍐	PEAR
U+1F351	V6.0	emoji	nature	🍑	PEACH
U+1F352	V6.0	emoji	nature	🍒	CHERRIES
U+1F353	V6.0	emoji	nature	🍓	STRAWBERRY
U+1F354	V6.0	emoji	food	🍔	HAMBURGER
U+1F355	V6.0	emoji	food	🍕	SLICE OF PIZZA
U+1F356	V6.0	emoji	food	🍖	MEAT ON BONE
U+1F357	V6.0	emoji	food	🍗	POULTRY LEG
U+1F358	V6.0	emoji	food	🍘	RICE CRACKER
U+1F359	V6.0	emoji	food	🍙	RICE BALL
U+1F35A	V6.0	emoji	food	🍚	COOKED RICE
U+1F35B	V6.0	emoji	food	🍛	CURRY AND RICE
U+1F35C	V6.0	emoji	food	🍜	STEAMING BOWL
U+1F35D	V6.0	emoji	food	🍝	SPAGHETTI
U+1F35E	V6.0	emoji	food	🍞	BREAD
U+1F35F	V6.0	emoji	food	🍟	FRENCH FRIES
U+1F360	V6.0	emoji	food	🍠	ROASTED SWEET POTATO
U+1F361	V6.0	emoji	food	🍡	DANGO
U+1F362	V6.0	emoji	food	🍢	ODEN
U+1F363	V6.0	emoji	food	🍣	SUSHI
U+1F364	V6.0	emoji	food	🍤	FRIED SHRIMP
U+1F365	V6.0	emoji	food	🍥	FISH CAKE WITH SWIRL DESIGN
U+1F366	V6.0	emoji	food	🍦	SOFT ICE CREAM
U+1F367	V6.0	emoji	food	🍧	SHAVED ICE
U+1F368	V6.0	emoji	food	🍨	ICE CREAM
U+1F369	V6.0	emoji	food	🍩	DOUGHNUT
U+1F36A	V6.0	emoji	food	🍪	COOKIE
U+1F36B	V6.0	emoji	food	🍫	CHOCOLATE BAR
U+1F36C	V6.0	emoji	food	🍬	CANDY
U+1F36D	V6.0	emoji	food	🍭	LOLLIPOP
U+1F36E	V6.0	emoji	food	🍮	CUSTARD
U+1F36F	V6.0	emoji	food	🍯	HONEY POT
U+1F370	V6.0	emoji	food	🍰	SHORTCAKE
U+1F371	V6.0	emoji	food	🍱	BENTO BOX
U+1F372	V6.0	emoji	food	🍲	POT OF FOOD
U+1F373	V6.0	emoji	food	🍳	COOKING
U+1F374	V6.0	emoji	food	🍴	FORK AND KNIFE
U+1F375	V6.0	emoji	food	🍵	TEACUP WITHOUT HANDLE
U+1F376	V6.0	emoji	food	🍶	SAKE BOTTLE AND CUP
U+1F377	V6.0	emoji	food	🍷	WINE GLASS
U+1F378	V6.0	emoji	food	🍸	COCKTAIL GLASS
U+1F379	V6.0	emoji	food	🍹	TROPICAL DRINK
U+1F37A	V6.0	emoji	food	🍺	BEER MUG
U+1F37B	V6.0	emoji	food	🍻	CLINKING BEER MUGS
U+1F37C	V6.0	emoji	food	🍼	BABY BOTTLE
U+1F380	V6.0	emoji		🎀	RIBBON
U+1F381	V6.0	emoji		🎁	WRAPPED PRESENT
U+1F382	V6.0	emoji	food	🎂	BIRTHDAY CAKE
U+1F383	V6.0	emoji		🎃	JACK-O-LANTERN
U+1F384	V6.0	emoji		🎄	CHRISTMAS TREE
U+1F385	V6.0	emoji		🎅	FATHER CHRISTMAS
U+1F386	V6.0	emoji		🎆	FIREWORKS
U+1F387	V6.0	emoji		🎇	FIREWORK SPARKLER
U+1F388	V6.0	emoji		🎈	BALLOON
U+1F389	V6.0	emoji		🎉	PARTY POPPER
U+1F38A	V6.0	emoji		🎊	CONFETTI BALL
U+1F38B	V6.0	emoji		🎋	TANABATA TREE
U+1F38C	V6.0	emoji	flags	🎌	CROSSED FLAGS
U+1F38D	V6.0	emoji		🎍	PINE DECORATION
U+1F38E	V6.0	emoji		🎎	JAPANESE DOLLS
U+1F38F	V6.0	emoji		🎏	CARP STREAMER
U+1F390	V6.0	emoji		🎐	WIND CHIME
U+1F391	V6.0	emoji		🎑	MOON VIEWING CEREMONY
U+1F392	V6.0	emoji		🎒	SCHOOL SATCHEL
U+1F393	V6.0	emoji		🎓	GRADUATION CAP
U+1F3A0	V6.0	emoji		🎠	CAROUSEL HORSE
U+1F3A1	V6.0	emoji		🎡	FERRIS WHEEL
U+1F3A2	V6.0	emoji		🎢	ROLLER COASTER
U+1F3A3	V6.0	emoji	sports	🎣	FISHING POLE AND FISH
U+1F3A4	V6.0	emoji		🎤	MICROPHONE
U+1F3A5	V6.0	emoji		🎥	MOVIE CAMERA
U+1F3A6	V6.0	emoji		🎦	CINEMA
U+1F3A7	V6.0	emoji		🎧	HEADPHONE
U+1F3A8	V6.0	emoji		🎨	ARTIST PALETTE
U+1F3A9	V6.0	emoji		🎩	TOP HAT
U+1F3AA	V6.0	emoji		🎪	CIRCUS TENT
U+1F3AB	V6.0	emoji		🎫	TICKET
U+1F3AC	V6.0	emoji		🎬	CLAPPER BOARD
U+1F3AD	V6.0	emoji		🎭	PERFORMING ARTS
U+1F3AE	V6.0	emoji	games	🎮	VIDEO GAME
U+1F3AF	V6.0	emoji		🎯	DIRECT HIT
U+1F3B0	V6.0	emoji		🎰	SLOT MACHINE
U+1F3B1	V6.0	emoji	games	🎱	BILLIARDS
U+1F3B2	V6.0	emoji	games	🎲	GAME DIE
U+1F3B3	V6.0	emoji	games	🎳	BOWLING
U+1F3B4	V6.0	emoji		🎴	FLOWER PLAYING CARDS
U+1F3B5	V6.0	emoji		🎵	MUSICAL NOTE
U+1F3B6	V6.0	emoji	music	🎶	MULTIPLE MUSICAL NOTES
U+1F3B7	V6.0	emoji	music	🎷	SAXOPHONE
U+1F3B8	V6.0	emoji	music	🎸	GUITAR
U+1F3B9	V6.0	emoji	music	🎹	MUSICAL KEYBOARD
U+1F3BA	V6.0	emoji	music	🎺	TRUMPET
U+1F3BB	V6.0	emoji	music	🎻	VIOLIN
U+1F3BC	V6.0	emoji	music	🎼	MUSICAL SCORE
U+1F3BD	V6.0	emoji	sports	🎽	RUNNING SHIRT WITH SASH
U+1F3BE	V6.0	emoji	sports	🎾	TENNIS RACQUET AND BALL
U+1F3BF	V6.0	emoji	sports	🎿	SKI AND SKI BOOT
U+1F3C0	V6.0	emoji	sports	🏀	BASKETBALL AND HOOP
U+1F3C1	V6.0	emoji	sports flags	🏁	CHEQUERED FLAG
U+1F3C2	V6.0	emoji	sports	🏂	SNOWBOARDER
U+1F3C3	V6.0	emoji	sports	🏃	RUNNER
U+1F3C4	V6.0	emoji	sports	🏄	SURFER
U+1F3C6	V6.0	emoji	sports	🏆	TROPHY
U+1F3C7	V6.0	emoji	sports	🏇	HORSE RACING
U+1F3C8	V6.0	emoji	sports	🏈	AMERICAN FOOTBALL
U+1F3C9	V6.0	emoji	sports	🏉	RUGBY FOOTBALL
U+1F3CA	V6.0	emoji	sports	🏊	SWIMMER
U+1F3E0	V6.0	emoji		🏠	HOUSE BUILDING
U+1F3E1	V6.0	emoji		🏡	HOUSE WITH GARDEN
U+1F3E2	V6.0	emoji		🏢	OFFICE BUILDING
U+1F3E3	V6.0	emoji		🏣	JAPANESE POST OFFICE
U+1F3E4	V6.0	emoji		🏤	EUROPEAN POST OFFICE
U+1F3E5	V6.0	emoji		🏥	HOSPITAL
U+1F3E6	V6.0	emoji		🏦	BANK
U+1F3E7	V6.0	emoji		🏧	AUTOMATED TELLER MACHINE
U+1F3E8	V6.0	emoji		🏨	HOTEL
U+1F3E9	V6.0	emoji		🏩	LOVE HOTEL
U+1F3EA	V6.0	emoji		🏪	CONVENIENCE STORE
U+1F3EB	V6.0	emoji		🏫	SCHOOL
U+1F3EC	V6.0	emoji		🏬	DEPARTMENT STORE
U+1F3ED	V6.0	emoji		🏭	FACTORY
U+1F3EE	V6.0	emoji		🏮	IZAKAYA LANTERN
U+1F3EF	V6.0	emoji		🏯	JAPANESE CASTLE
U+1F3F0	V6.0	emoji		🏰	EUROPEAN CASTLE
U+1F400	V6.0	emoji	nature	🐀	RAT
U+1F401	V6.0	emoji	nature	🐁	MOUSE
U+1F402	V6.0	emoji	nature	🐂	OX
U+1F403	V6.0	emoji	nature	🐃	WATER BUFFALO
U+1F404	V6.0	emoji	nature	🐄	COW
U+1F405	V6.0	emoji	nature	🐅	TIGER
U+1F406	V6.0	emoji	nature	🐆	LEOPARD
U+1F407	V6.0	emoji	nature	🐇	RABBIT
U+1F408	V6.0	emoji	cats faces	🐈	CAT
U+1F409	V6.0	emoji	nature	🐉	DRAGON
U+1F40A	V6.0	emoji	nature	🐊	CROCODILE
U+1F40B	V6.0	emoji	nature	🐋	WHALE
U+1F40C	V6.0	emoji	nature	🐌	SNAIL
U+1F40D	V6.0	emoji	nature	🐍	SNAKE
U+1F40E	V6.0	emoji	nature	🐎	HORSE
U+1F40F	V6.0	emoji	nature	🐏	RAM
U+1F410	V6.0	emoji	nature	🐐	GOAT
U+1F411	V6.0	emoji	nature	🐑	SHEEP
U+1F412	V6.0	emoji	nature	🐒	MONKEY
U+1F413	V6.0	emoji	nature	🐓	ROOSTER
U+1F414	V6.0	emoji	nature	🐔	CHICKEN
U+1F415	V6.0	emoji	nature	🐕	DOG
U+1F416	V6.0	emoji	nature	🐖	PIG
U+1F417	V6.0	emoji	nature	🐗	BOAR
U+1F418	V6.0	emoji	nature	🐘	ELEPHANT
U+1F419	V6.0	emoji	nature	🐙	OCTOPUS
U+1F41A	V6.0	emoji	nature	🐚	SPIRAL SHELL
U+1F41B	V6.0	emoji	nature	🐛	BUG
U+1F41C	V6.0	emoji	nature	🐜	ANT
U+1F41D	V6.0	emoji	nature	🐝	HONEYBEE
U+1F41E	V6.0	emoji	nature	🐞	LADY BEETLE
U+1F41F	V6.0	emoji	nature	🐟	FISH
U+1F420	V6.0	emoji	nature	🐠	TROPICAL FISH
U+1F421	V6.0	emoji	nature	🐡	BLOWFISH
U+1F422	V6.0	emoji	nature	🐢	TURTLE
U+1F423	V6.0	emoji	nature	🐣	HATCHING CHICK
U+1F424	V6.0	emoji	nature	🐤	BABY CHICK
U+1F425	V6.0	emoji	nature	🐥	FRONT-FACING BABY CHICK
U+1F426	V6.0	emoji	nature	🐦	BIRD
U+1F427	V6.0	emoji	nature	🐧	PENGUIN
U+1F428	V6.0	emoji	nature	🐨	KOALA
U+1F429	V6.0	emoji	nature	🐩	POODLE
U+1F42A	V6.0	emoji	nature	🐪	DROMEDARY CAMEL
U+1F42B	V6.0	emoji	nature	🐫	BACTRIAN CAMEL
U+1F42C	V6.0	emoji	nature	🐬	DOLPHIN
U+1F42D	V6.0	emoji	nature	🐭	MOUSE FACE
U+1F42E	V6.0	emoji	nature	🐮	COW FACE
U+1F42F	V6.0	emoji	nature	🐯	TIGER FACE
U+1F430	V6.0	emoji	nature	🐰	RABBIT FACE
U+1F431	V6.0	emoji	cats faces	🐱	CAT FACE
U+1F432	V6.0	emoji	nature	🐲	DRAGON FACE
U+1F433	V6.0	emoji	nature	🐳	SPOUTING WHALE
U+1F434	V6.0	emoji	nature	🐴	HORSE FACE
U+1F435	V6.0	emoji	nature	🐵	MONKEY FACE
U+1F436	V6.0	emoji	nature	🐶	DOG FACE
U+1F437	V6.0	emoji	nature	🐷	PIG FACE
U+1F438	V6.0	emoji	nature	🐸	FROG FACE
U+1F439	V6.0	emoji	nature	🐹	HAMSTER FACE
U+1F43A	V6.0	emoji	nature	🐺	WOLF FACE
U+1F43B	V6.0	emoji	nature	🐻	BEAR FACE
U+1F43C	V6.0	emoji	nature	🐼	PANDA FACE
U+1F43D	V6.0	emoji	nature	🐽	PIG NOSE
U+1F43E	V6.0	emoji	nature	🐾	PAW PRINTS
U+1F440	V6.0	emoji	people faces	👀	EYES
U+1F442	V6.0	emoji	people faces	👂	EAR
U+1F443	V6.0	emoji	people faces	👃	NOSE
U+1F444	V6.0	emoji	people faces	👄	MOUTH
U+1F445	V6.0	emoji	people faces	👅	TONGUE
U+1F446	V6.0	emoji	people hands	👆	WHITE UP POINTING BACKHAND INDEX
U+1F447	V6.0	emoji	people hands	👇	WHITE DOWN POINTING BACKHAND INDEX
U+1F448	V6.0	emoji	people hands	👈	WHITE LEFT POINTING BACKHAND INDEX
U+1F449	V6.0	emoji	people hands	👉	WHITE RIGHT POINTING BACKHAND INDEX
U+1F44A	V6.0	emoji	hand	👊	FISTED HAND SIGN
U+1F44B	V6.0	emoji	people hands	👋	WAVING HAND SIGN
U+1F44C	V6.0	emoji	people hands	👌	OK HAND SIGN
U+1F44D	V6.0	emoji	people hands	👍	THUMBS UP SIGN
U+1F44E	V6.0	emoji	people hands	👎	THUMBS DOWN SIGN
U+1F44F	V6.0	emoji	hand	👏	CLAPPING HANDS SIGN
U+1F450	V6.0	emoji	people hands	👐	OPEN HANDS SIGN
U+1F451	V6.0	emoji	clothing	👑	CROWN
U+1F452	V6.0	emoji	clothing	👒	WOMANS HAT
U+1F453	V6.0	emoji	clothing	👓	EYEGLASSES
U+1F454	V6.0	emoji	clothing	👔	NECKTIE
U+1F455	V6.0	emoji	clothing	👕	T-SHIRT
U+1F456	V6.0	emoji	clothing	👖	JEANS
U+1F457	V6.0	emoji	clothing	👗	DRESS
U+1F458	V6.0	emoji	clothing	👘	KIMONO
U+1F459	V6.0	emoji	clothing	👙	BIKINI
U+1F45A	V6.0	emoji	clothing	👚	WOMANS CLOTHES
U+1F45B	V6.0	emoji	clothing	👛	PURSE
U+1F45C	V6.0	emoji	clothing	👜	HANDBAG
U+1F45D	V6.0	emoji	clothing	👝	POUCH
U+1F45E	V6.0	emoji	clothing	👞	MANS SHOE
U+1F45F	V6.0	emoji	clothing	👟	ATHLETIC SHOE
U+1F460	V6.0	emoji	clothing	👠	HIGH-HEELED SHOE
U+1F461	V6.0	emoji	clothing	👡	WOMANS SANDAL
U+1F462	V6.0	emoji	clothing	👢	WOMANS BOOTS
U+1F463	V6.0	emoji	clothing	👣	FOOTPRINTS
U+1F464	V6.0	emoji		👤	BUST IN SILHOUETTE
U+1F465	V6.0	emoji		👥	BUSTS IN SILHOUETTE
U+1F466	V6.0	emoji	people	👦	BOY
U+1F467	V6.0	emoji	people	👧	GIRL
U+1F468	V6.0	emoji	people	👨	MAN
U+1F469	V6.0	emoji	people	👩	WOMAN
U+1F46A	V6.0	emoji	people	👪	FAMILY
U+1F46B	V6.0	emoji	people	👫	MAN AND WOMAN HOLDING HANDS
U+1F46C	V6.0	emoji	people	👬	TWO MEN HOLDING HANDS
U+1F46D	V6.0	emoji	people	👭	TWO WOMEN HOLDING HANDS
U+1F46E	V6.0	emoji	people	👮	POLICE OFFICER
U+1F46F	V6.0	emoji	people	👯	WOMAN WITH BUNNY EARS
U+1F470	V6.0	emoji	people	👰	BRIDE WITH VEIL
U+1F471	V6.0	emoji	people	👱	PERSON WITH BLOND HAIR
U+1F472	V6.0	emoji	people	👲	MAN WITH GUA PI MAO
U+1F473	V6.0	emoji	people	👳	MAN WITH TURBAN
U+1F474	V6.0	emoji	people	👴	OLDER MAN
U+1F475	V6.0	emoji	people	👵	OLDER WOMAN
U+1F476	V6.0	emoji	people	👶	BABY
U+1F477	V6.0	emoji	people	👷	CONSTRUCTION WORKER
U+1F478	V6.0	emoji	people	👸	PRINCESS
U+1F479	V6.0	emoji		👹	JAPANESE OGRE
U+1F47A	V6.0	emoji		👺	JAPANESE GOBLIN
U+1F47B	V6.0	emoji		👻	GHOST
U+1F47C	V6.0	emoji		👼	BABY ANGEL
U+1F47D	V6.0	emoji		👽	EXTRATERRESTRIAL ALIEN
U+1F47E	V6.0	emoji		👾	ALIEN MONSTER
U+1F47F	V6.0	emoji		👿	IMP
U+1F480	V6.0	emoji	people	💀	SKULL
U+1F481	V6.0	emoji	people	💁	INFORMATION DESK PERSON
U+1F482	V6.0	emoji	people	💂	GUARDSMAN
U+1F483	V6.0	emoji	people	💃	DANCER
U+1F484	V6.0	emoji		💄	LIPSTICK
U+1F485	V6.0	emoji		💅	NAIL POLISH
U+1F486	V6.0	emoji		💆	FACE MASSAGE
U+1F487	V6.0	emoji		💇	HAIRCUT
U+1F488	V6.0	emoji		💈	BARBER POLE
U+1F489	V6.0	emoji		💉	SYRINGE
U+1F48A	V6.0	emoji		💊	PILL
U+1F48B	V6.0	emoji		💋	KISS MARK
U+1F48C	V6.0	emoji		💌	LOVE LETTER
U+1F48D	V6.0	emoji		💍	RING
U+1F48E	V6.0	emoji		💎	GEM STONE
U+1F48F	V6.0	emoji		💏	KISS
U+1F490	V6.0	emoji		💐	BOUQUET
U+1F491	V6.0	emoji	people	💑	COUPLE WITH HEART
U+1F492	V6.0	emoji		💒	WEDDING
U+1F493	V6.0	emoji	heart	💓	BEATING HEART
U+1F494	V6.0	emoji	heart	💔	BROKEN HEART
U+1F495	V6.0	emoji	heart	💕	TWO HEARTS
U+1F496	V6.0	emoji	heart	💖	SPARKLING HEART
U+1F497	V6.0	emoji	heart	💗	GROWING HEART
U+1F498	V6.0	emoji	heart	💘	HEART WITH ARROW
U+1F499	V6.0	emoji	heart	💙	BLUE HEART
U+1F49A	V6.0	emoji	heart	💚	GREEN HEART
U+1F49B	V6.0	emoji	heart	💛	YELLOW HEART
U+1F49C	V6.0	emoji	heart	💜	PURPLE HEART
U+1F49D	V6.0	emoji	heart	💝	HEART WITH RIBBON
U+1F49E	V6.0	emoji	heart	💞	REVOLVING HEARTS
U+1F49F	V6.0	emoji	heart	💟	HEART DECORATION
U+1F4A0	V6.0	emoji		💠	DIAMOND SHAPE WITH A DOT INSIDE
U+1F4A1	V6.0	emoji		💡	ELECTRIC LIGHT BULB
U+1F4A2	V6.0	emoji		💢	ANGER SYMBOL
U+1F4A3	V6.0	emoji		💣	BOMB
U+1F4A4	V6.0	emoji		💤	SLEEPING SYMBOL
U+1F4A5	V6.0	emoji		💥	COLLISION SYMBOL
U+1F4A6	V6.0	emoji		💦	SPLASHING SWEAT SYMBOL
U+1F4A7	V6.0	emoji		💧	DROPLET
U+1F4A8	V6.0	emoji		💨	DASH SYMBOL
U+1F4A9	V6.0	emoji		💩	PILE OF POO
U+1F4AA	V6.0	emoji		💪	FLEXED BICEPS
U+1F4AB	V6.0	emoji		💫	DIZZY SYMBOL
U+1F4AC	V6.0	emoji		💬	SPEECH BALLOON
U+1F4AD	V6.0	emoji		💭	THOUGHT BALLOON
U+1F4AE	V6.0	emoji		💮	WHITE FLOWER
U+1F4AF	V6.0	emoji		💯	HUNDRED POINTS SYMBOL
U+1F4B0	V6.0	emoji		💰	MONEY BAG
U+1F4B1	V6.0	emoji		💱	CURRENCY EXCHANGE
U+1F4B2	V6.0	emoji		💲	HEAVY DOLLAR SIGN
U+1F4B3	V6.0	emoji		💳	CREDIT CARD
U+1F4B4	V6.0	emoji		💴	BANKNOTE WITH YEN SIGN
U+1F4B5	V6.0	emoji		💵	BANKNOTE WITH DOLLAR SIGN
U+1F4B6	V6.0	emoji		💶	BANKNOTE WITH EURO SIGN
U+1F4B7	V6.0	emoji		💷	BANKNOTE WITH POUND SIGN
U+1F4B8	V6.0	emoji		💸	MONEY WITH WINGS
U+1F4B9	V6.0	emoji		💹	CHART WITH UPWARDS TREND AND YEN SIGN
U+1F4BA	V6.0	emoji		💺	SEAT
U+1F4BB	V6.0	emoji		💻	PERSONAL COMPUTER
U+1F4BC	V6.0	emoji		💼	BRIEFCASE
U+1F4BD	V6.0	emoji		💽	MINIDISC
U+1F4BE	V6.0	emoji		💾	FLOPPY DISK
U+1F4BF	V6.0	emoji		💿	OPTICAL DISC
U+1F4C0	V6.0	emoji		📀	DVD
U+1F4C1	V6.0	emoji		📁	FILE FOLDER
U+1F4C2	V6.0	emoji		📂	OPEN FILE FOLDER
U+1F4C3	V6.0	emoji		📃	PAGE WITH CURL
U+1F4C4	V6.0	emoji		📄	PAGE FACING UP
U+1F4C5	V6.0	emoji		📅	CALENDAR
U+1F4C6	V6.0	emoji		📆	TEAR-OFF CALENDAR
U+1F4C7	V6.0	emoji		📇	CARD INDEX
U+1F4C8	V6.0	emoji		📈	CHART WITH UPWARDS TREND
U+1F4C9	V6.0	emoji		📉	CHART WITH DOWNWARDS TREND
U+1F4CA	V6.0	emoji		📊	BAR CHART
U+1F4CB	V6.0	emoji		📋	CLIPBOARD
U+1F4CC	V6.0	emoji		📌	PUSHPIN
U+1F4CD	V6.0	emoji		📍	ROUND PUSHPIN
U+1F4CE	V6.0	emoji		📎	PAPERCLIP
U+1F4CF	V6.0	emoji		📏	STRAIGHT RULER
U+1F4D0	V6.0	emoji		📐	TRIANGULAR RULER
U+1F4D1	V6.0	emoji		📑	BOOKMARK TABS
U+1F4D2	V6.0	emoji		📒	LEDGER
U+1F4D3	V6.0	emoji		📓	NOTEBOOK
U+1F4D4	V6.0	emoji		📔	NOTEBOOK WITH DECORATIVE COVER
U+1F4D5	V6.0	emoji		📕	CLOSED BOOK
U+1F4D6	V6.0	emoji		📖	OPEN BOOK
U+1F4D7	V6.0	emoji		📗	GREEN BOOK
U+1F4D8	V6.0	emoji		📘	BLUE BOOK
U+1F4D9	V6.0	emoji		📙	ORANGE BOOK
U+1F4DA	V6.0	emoji		📚	BOOKS
U+1F4DB	V6.0	emoji		📛	NAME BADGE
U+1F4DC	V6.0	emoji		📜	SCROLL
U+1F4DD	V6.0	emoji		📝	MEMO
U+1F4DE	V6.0	emoji		📞	TELEPHONE RECEIVER
U+1F4DF	V6.0	emoji		📟	PAGER
U+1F4E0	V6.0	emoji		📠	FAX MACHINE
U+1F4E1	V6.0	emoji		📡	SATELLITE ANTENNA
U+1F4E2	V6.0	emoji		📢	PUBLIC ADDRESS LOUDSPEAKER
U+1F4E3	V6.0	emoji		📣	CHEERING MEGAPHONE
U+1F4E4	V6.0	emoji		📤	OUTBOX TRAY
U+1F4E5	V6.0	emoji		📥	INBOX TRAY
U+1F4E6	V6.0	emoji		📦	PACKAGE
U+1F4E7	V6.0	emoji		📧	E-MAIL SYMBOL
U+1F4E8	V6.0	emoji		📨	INCOMING ENVELOPE
U+1F4E9	V6.0	emoji		📩	ENVELOPE WITH DOWNWARDS ARROW ABOVE
U+1F4EA	V6.0	emoji		📪	CLOSED MAILBOX WITH LOWERED FLAG
U+1F4EB	V6.0	emoji		📫	CLOSED MAILBOX WITH RAISED FLAG
U+1F4EC	V6.0	emoji		📬	OPEN MAILBOX WITH RAISED FLAG
U+1F4ED	V6.0	emoji		📭	OPEN MAILBOX WITH LOWERED FLAG
U+1F4EE	V6.0	emoji		📮	POSTBOX
U+1F4EF	V6.0	emoji		📯	POSTAL HORN
U+1F4F0	V6.0	emoji		📰	NEWSPAPER
U+1F4F1	V6.0	emoji		📱	MOBILE PHONE
U+1F4F2	V6.0	emoji		📲	MOBILE PHONE WITH RIGHTWARDS ARROW AT LEFT
U+1F4F3	V6.0	emoji		📳	VIBRATION MODE
U+1F4F4	V6.0	emoji		📴	MOBILE PHONE OFF
U+1F4F5	V6.0	emoji		📵	NO MOBILE PHONES
U+1F4F6	V6.0	emoji		📶	ANTENNA WITH BARS
U+1F4F7	V6.0	emoji		📷	CAMERA
U+1F4F9	V6.0	emoji		📹	VIDEO CAMERA
U+1F4FA	V6.0	emoji		📺	TELEVISION
U+1F4FB	V6.0	emoji		📻	RADIO
U+1F4FC	V6.0	emoji		📼	VIDEOCASSETTE
U+1F500	V6.0	emoji		🔀	TWISTED RIGHTWARDS ARROWS
U+1F501	V6.0	emoji		🔁	CLOCKWISE RIGHTWARDS AND LEFTWARDS OPEN CIRCLE ARROWS
U+1F502	V6.0	emoji		🔂	CLOCKWISE RIGHTWARDS AND LEFTWARDS OPEN CIRCLE ARROWS WITH CIRCLED ONE OVERLAY
U+1F503	V6.0	emoji		🔃	CLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS
U+1F504	V6.0	emoji		🔄	ANTICLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS
U+1F505	V6.0	emoji		🔅	LOW BRIGHTNESS SYMBOL
U+1F506	V6.0	emoji		🔆	HIGH BRIGHTNESS SYMBOL
U+1F507	V6.0	emoji		🔇	SPEAKER WITH CANCELLATION STROKE
U+1F508	V6.0	emoji		🔈	SPEAKER
U+1F509	V6.0	emoji		🔉	SPEAKER WITH ONE SOUND WAVE
U+1F50A	V6.0	emoji		🔊	SPEAKER WITH THREE SOUND WAVES
U+1F50B	V6.0	emoji		🔋	BATTERY
U+1F50C	V6.0	emoji		🔌	ELECTRIC PLUG
U+1F50D	V6.0	emoji		🔍	LEFT-POINTING MAGNIFYING GLASS
U+1F50E	V6.0	emoji		🔎	RIGHT-POINTING MAGNIFYING GLASS
U+1F50F	V6.0	emoji		🔏	LOCK WITH INK PEN
U+1F510	V6.0	emoji		🔐	CLOSED LOCK WITH KEY
U+1F511	V6.0	emoji		🔑	KEY
U+1F512	V6.0	emoji		🔒	LOCK
U+1F513	V6.0	emoji		🔓	OPEN LOCK
U+1F514	V6.0	emoji		🔔	BELL
U+1F515	V6.0	emoji		🔕	BELL WITH CANCELLATION STROKE
U+1F516	V6.0	emoji		🔖	BOOKMARK
U+1F517	V6.0	emoji		🔗	LINK SYMBOL
U+1F518	V6.0	emoji		🔘	RADIO BUTTON
U+1F51D	V6.0	text		🔝	TOP WITH UPWARDS ARROW ABOVE
U+1F51E	V6.0	emoji		🔞	NO ONE UNDER EIGHTEEN SYMBOL
U+1F51F	V6.0	emoji		🔟	KEYCAP TEN
U+1F520	V6.0	emoji		🔠	INPUT SYMBOL FOR LATIN CAPITAL LETTERS
U+1F521	V6.0	emoji		🔡	INPUT SYMBOL FOR LATIN SMALL LETTERS
U+1F522	V6.0	emoji		🔢	INPUT SYMBOL FOR NUMBERS
U+1F523	V6.0	emoji		🔣	INPUT SYMBOL FOR SYMBOLS
U+1F524	V6.0	emoji		🔤	INPUT SYMBOL FOR LATIN LETTERS
U+1F525	V6.0	emoji		🔥	FIRE
U+1F526	V6.0	emoji		🔦	ELECTRIC TORCH
U+1F527	V6.0	emoji		🔧	WRENCH
U+1F528	V6.0	emoji		🔨	HAMMER
U+1F529	V6.0	emoji		🔩	NUT AND BOLT
U+1F52A	V6.0	emoji		🔪	HOCHO
U+1F52B	V6.0	emoji		🔫	PISTOL
U+1F52C	V6.0	emoji		🔬	MICROSCOPE
U+1F52D	V6.0	emoji		🔭	TELESCOPE
U+1F52E	V6.0	emoji		🔮	CRYSTAL BALL
U+1F52F	V6.0	emoji		🔯	SIX POINTED STAR WITH MIDDLE DOT
U+1F530	V6.0	emoji		🔰	JAPANESE SYMBOL FOR BEGINNER
U+1F531	V6.0	emoji		🔱	TRIDENT EMBLEM
U+1F532	V6.0	emoji		🔲	BLACK SQUARE BUTTON
U+1F533	V6.0	emoji		🔳	WHITE SQUARE BUTTON
U+1F534	V6.0	emoji		🔴	LARGE RED CIRCLE
U+1F535	V6.0	emoji		🔵	LARGE BLUE CIRCLE
U+1F536	V6.0	emoji		🔶	LARGE ORANGE DIAMOND
U+1F537	V6.0	emoji		🔷	LARGE BLUE DIAMOND
U+1F538	V6.0	emoji		🔸	SMALL ORANGE DIAMOND
U+1F539	V6.0	emoji		🔹	SMALL BLUE DIAMOND
U+1F53A	V6.0	emoji		🔺	UP-POINTING RED TRIANGLE
U+1F53B	V6.0	emoji		🔻	DOWN-POINTING RED TRIANGLE
U+1F53C	V6.0	emoji		🔼	UP-POINTING SMALL RED TRIANGLE
U+1F53D	V6.0	emoji		🔽	DOWN-POINTING SMALL RED TRIANGLE
U+1F550	V6.0	emoji		🕐	CLOCK FACE ONE OCLOCK
U+1F551	V6.0	emoji		🕑	CLOCK FACE TWO OCLOCK
U+1F552	V6.0	emoji		🕒	CLOCK FACE THREE OCLOCK
U+1F553	V6.0	emoji		🕓	CLOCK FACE FOUR OCLOCK
U+1F554	V6.0	emoji		🕔	CLOCK FACE FIVE OCLOCK
