#Code	Version	Default	Labels	Char	Names
U+1F555	V6.0	emoji		🕕	CLOCK FACE SIX OCLOCK
U+1F556	V6.0	emoji		🕖	CLOCK FACE SEVEN OCLOCK
U+1F557	V6.0	emoji		🕗	CLOCK FACE EIGHT OCLOCK
U+1F558	V6.0	emoji		🕘	CLOCK FACE NINE OCLOCK
U+1F559	V6.0	emoji		🕙	CLOCK FACE TEN OCLOCK
U+1F55A	V6.0	emoji		🕚	CLOCK FACE ELEVEN OCLOCK
U+1F55B	V6.0	emoji		🕛	CLOCK FACE TWELVE OCLOCK
U+1F55C	V6.0	emoji		🕜	CLOCK FACE ONE-THIRTY
U+1F55D	V6.0	emoji		🕝	CLOCK FACE TWO-THIRTY
U+1F55E	V6.0	emoji		🕞	CLOCK FACE THREE-THIRTY
U+1F55F	V6.0	emoji		🕟	CLOCK FACE FOUR-THIRTY
U+1F560	V6.0	emoji		🕠	CLOCK FACE FIVE-THIRTY
U+1F561	V6.0	emoji		🕡	CLOCK FACE SIX-THIRTY
U+1F562	V6.0	emoji		🕢	CLOCK FACE SEVEN-THIRTY
U+1F563	V6.0	emoji		🕣	CLOCK FACE EIGHT-THIRTY
U+1F564	V6.0	emoji		🕤	CLOCK FACE NINE-THIRTY
U+1F565	V6.0	emoji		🕥	CLOCK FACE TEN-THIRTY
U+1F566	V6.0	emoji		🕦	CLOCK FACE ELEVEN-THIRTY
U+1F567	V6.0	emoji		🕧	CLOCK FACE TWELVE-THIRTY
U+1F5FB	V6.0	emoji		🗻	MOUNT FUJI
U+1F5FC	V6.0	emoji		🗼	TOKYO TOWER
U+1F5FD	V6.0	emoji		🗽	STATUE OF LIBERTY
U+1F5FE	V6.0	emoji		🗾	SILHOUETTE OF JAPAN
U+1F5FF	V6.0	emoji		🗿	MOYAI
U+1F601	V6.0	emoji		😁	GRINNING FACE WITH SMILING EYES
U+1F602	V6.0	emoji		😂	FACE WITH TEARS OF JOY
U+1F603	V6.0	emoji		😃	SMILING FACE WITH OPEN MOUTH
U+1F604	V6.0	emoji		😄	SMILING FACE WITH OPEN MOUTH AND SMILING EYES
U+1F605	V6.0	emoji		😅	SMILING FACE WITH OPEN MOUTH AND COLD SWEAT
U+1F606	V6.0	emoji		😆	SMILING FACE WITH OPEN MOUTH AND TIGHTLY-CLOSED EYES
U+1F607	V6.0	emoji		😇	SMILING FACE WITH HALO
U+1F608	V6.0	emoji		😈	SMILING FACE WITH HORNS
U+1F609	V6.0	emoji		😉	WINKING FACE
U+1F60A	V6.0	emoji		😊	SMILING FACE WITH SMILING EYES
U+1F60B	V6.0	emoji		😋	FACE SAVOURING DELICIOUS FOOD
U+1F60C	V6.0	emoji		😌	RELIEVED FACE
U+1F60D	V6.0	emoji		😍	SMILING FACE WITH HEART-SHAPED EYES
U+1F60E	V6.0	emoji		😎	SMILING FACE WITH SUNGLASSES
U+1F60F	V6.0	emoji		😏	SMIRKING FACE
U+1F610	V6.0	emoji		😐	NEUTRAL FACE
U+1F612	V6.0	emoji		😒	UNAMUSED FACE
U+1F613	V6.0	emoji	people faces	😓	FACE WITH COLD SWEAT
U+1F614	V6.0	emoji	people faces	😔	PENSIVE FACE
U+1F616	V6.0	emoji	people faces	😖	CONFOUNDED FACE
U+1F618	V6.0	emoji	people faces	😘	FACE THROWING A KISS
U+1F61A	V6.0	emoji	people faces	😚	KISSING FACE WITH CLOSED EYES
U+1F61C	V6.0	emoji	people faces	😜	FACE WITH STUCK-OUT TONGUE AND WINKING EYE
U+1F61D	V6.0	emoji	people faces	😝	FACE WITH STUCK-OUT TONGUE AND TIGHTLY-CLOSED EYES
U+1F61E	V6.0	emoji	people faces	😞	DISAPPOINTED FACE
U+1F620	V6.0	emoji	people faces	😠	ANGRY FACE
U+1F621	V6.0	emoji	people faces	😡	POUTING FACE
U+1F622	V6.0	emoji	people faces	😢	CRYING FACE
U+1F623	V6.0	emoji	people faces	😣	PERSEVERING FACE
U+1F624	V6.0	emoji	people faces	😤	FACE WITH LOOK OF TRIUMPH
U+1F625	V6.0	emoji	people faces	😥	DISAPPOINTED BUT RELIEVED FACE
U+1F628	V6.0	emoji	people faces	😨	FEARFUL FACE
U+1F629	V6.0	emoji	people faces	😩	WEARY FACE
U+1F62A	V6.0	emoji	people faces	😪	SLEEPY FACE
U+1F62B	V6.0	emoji	people faces	😫	TIRED FACE
U+1F62D	V6.0	emoji	people faces	😭	LOUDLY CRYING FACE
U+1F630	V6.0	emoji	people faces	😰	FACE WITH OPEN MOUTH AND COLD SWEAT
U+1F631	V6.0	emoji	people faces	😱	FACE SCREAMING IN FEAR
U+1F632	V6.0	emoji	people faces	😲	ASTONISHED FACE
U+1F633	V6.0	emoji	people faces	😳	FLUSHED FACE
U+1F635	V6.0	emoji	people faces	😵	DIZZY FACE
U+1F636	V6.0	emoji	people faces	😶	FACE WITHOUT MOUTH
U+1F637	V6.0	emoji	people faces	😷	FACE WITH MEDICAL MASK
U+1F638	V6.0	emoji	cats faces	😸	GRINNING CAT FACE WITH SMILING EYES
U+1F639	V6.0	emoji	cats faces	😹	CAT FACE WITH TEARS OF JOY
U+1F63A	V6.0	emoji	cats faces	😺	SMILING CAT FACE WITH OPEN MOUTH
U+1F63B	V6.0	emoji	cats faces	😻	SMILING CAT FACE WITH HEART-SHAPED EYES
U+1F63C	V6.0	emoji	cats faces	😼	CAT FACE WITH WRY SMILE
U+1F63D	V6.0	emoji	cats faces	😽	KISSING CAT FACE WITH CLOSED EYES
U+1F63E	V6.0	emoji	cats faces	😾	POUTING CAT FACE
U+1F63F	V6.0	emoji	cats faces	😿	CRYING CAT FACE
U+1F640	V6.0	emoji	cats faces	🙀	WEARY CAT FACE
U+1F645	V6.0	emoji	people faces	🙅	FACE WITH NO GOOD GESTURE
U+1F646	V6.0	emoji	people faces	🙆	FACE WITH OK GESTURE
U+1F647	V6.0	emoji		🙇	PERSON BOWING DEEPLY
U+1F648	V6.0	emoji		🙈	SEE-NO-EVIL MONKEY
U+1F649	V6.0	emoji		🙉	HEAR-NO-EVIL MONKEY
U+1F64A	V6.0	emoji		🙊	SPEAK-NO-EVIL MONKEY
U+1F64B	V6.0	emoji	hand	🙋	HAPPY PERSON RAISING ONE HAND
U+1F64C	V6.0	emoji		🙌	PERSON RAISING BOTH HANDS IN CELEBRATION
U+1F64D	V6.0	emoji		🙍	PERSON FROWNING
U+1F64E	V6.0	emoji	people faces	🙎	PERSON WITH POUTING FACE
U+1F64F	V6.0	emoji		🙏	PERSON WITH FOLDED HANDS
U+1F680	V6.0	emoji		🚀	ROCKET
U+1F681	V6.0	emoji		🚁	HELICOPTER
U+1F682	V6.0	emoji		🚂	STEAM LOCOMOTIVE
U+1F683	V6.0	emoji		🚃	RAILWAY CAR
U+1F684	V6.0	emoji		🚄	HIGH-SPEED TRAIN
U+1F685	V6.0	emoji		🚅	HIGH-SPEED TRAIN WITH BULLET NOSE
U+1F686	V6.0	emoji		🚆	TRAIN
U+1F687	V6.0	emoji		🚇	METRO
U+1F688	V6.0	emoji		🚈	LIGHT RAIL
U+1F689	V6.0	emoji		🚉	STATION
U+1F68A	V6.0	emoji		🚊	TRAM
U+1F68B	V6.0	emoji		🚋	TRAM CAR
U+1F68C	V6.0	emoji		🚌	BUS
U+1F68D	V6.0	emoji		🚍	ONCOMING BUS
U+1F68E	V6.0	emoji		🚎	TROLLEYBUS
U+1F68F	V6.0	emoji		🚏	BUS STOP
U+1F690	V6.0	emoji		🚐	MINIBUS
U+1F691	V6.0	emoji		🚑	AMBULANCE
U+1F692	V6.0	emoji		🚒	FIRE ENGINE
U+1F693	V6.0	emoji		🚓	POLICE CAR
U+1F694	V6.0	emoji		🚔	ONCOMING POLICE CAR
U+1F695	V6.0	emoji		🚕	TAXI
U+1F696	V6.0	emoji		🚖	ONCOMING TAXI
U+1F697	V6.0	emoji		🚗	AUTOMOBILE
U+1F698	V6.0	emoji		🚘	ONCOMING AUTOMOBILE
U+1F699	V6.0	emoji		🚙	RECREATIONAL VEHICLE
U+1F69A	V6.0	emoji		🚚	DELIVERY TRUCK
U+1F69B	V6.0	emoji		🚛	ARTICULATED LORRY
U+1F69C	V6.0	emoji		🚜	TRACTOR
U+1F69D	V6.0	emoji		🚝	MONORAIL
U+1F69E	V6.0	emoji		🚞	MOUNTAIN RAILWAY
U+1F69F	V6.0	emoji		🚟	SUSPENSION RAILWAY
U+1F6A0	V6.0	emoji		🚠	MOUNTAIN CABLEWAY
U+1F6A1	V6.0	emoji		🚡	AERIAL TRAMWAY
U+1F6A2	V6.0	emoji		🚢	SHIP
U+1F6A3	V6.0	emoji		🚣	ROWBOAT
U+1F6A4	V6.0	emoji		🚤	SPEEDBOAT
U+1F6A5	V6.0	emoji		🚥	HORIZONTAL TRAFFIC LIGHT
U+1F6A6	V6.0	emoji		🚦	VERTICAL TRAFFIC LIGHT
U+1F6A7	V6.0	emoji		🚧	CONSTRUCTION SIGN
U+1F6A8	V6.0	emoji		🚨	POLICE CARS REVOLVING LIGHT
U+1F6A9	V6.0	emoji	flags	🚩	TRIANGULAR FLAG ON POST
U+1F6AA	V6.0	emoji		🚪	DOOR
U+1F6AB	V6.0	emoji		🚫	NO ENTRY SIGN
U+1F6AC	V6.0	emoji		🚬	SMOKING SYMBOL
U+1F6AD	V6.0	emoji		🚭	NO SMOKING SYMBOL
U+1F6AE	V6.0	emoji		🚮	PUT LITTER IN ITS PLACE SYMBOL
U+1F6AF	V6.0	emoji		🚯	DO NOT LITTER SYMBOL
U+1F6B0	V6.0	emoji		🚰	POTABLE WATER SYMBOL
U+1F6B1	V6.0	emoji		🚱	NON-POTABLE WATER SYMBOL
U+1F6B2	V6.0	emoji	sports	🚲	BICYCLE
U+1F6B3	V6.0	emoji	sports	🚳	NO BICYCLES
U+1F6B4	V6.0	emoji	sports	🚴	BICYCLIST
U+1F6B5	V6.0	emoji	sports	🚵	MOUNTAIN BICYCLIST
U+1F6B6	V6.0	emoji	people	🚶	PEDESTRIAN
U+1F6B7	V6.0	emoji	people	🚷	NO PEDESTRIANS
U+1F6B8	V6.0	emoji	people	🚸	CHILDREN CROSSING
U+1F6B9	V6.0	emoji	people	🚹	MENS SYMBOL
U+1F6BA	V6.0	emoji	people	🚺	WOMENS SYMBOL
U+1F6BB	V6.0	emoji		🚻	RESTROOM
U+1F6BC	V6.0	emoji	people	🚼	BABY SYMBOL
U+1F6BD	V6.0	emoji		🚽	TOILET
U+1F6BE	V6.0	emoji		🚾	WATER CLOSET
U+1F6BF	V6.0	emoji		🚿	SHOWER
U+1F6C0	V6.0	emoji		🛀	BATH
U+1F6C1	V6.0	emoji		🛁	BATHTUB
U+1F6C2	V6.0	emoji		🛂	PASSPORT CONTROL
U+1F6C3	V6.0	emoji		🛃	CUSTOMS
U+1F6C4	V6.0	emoji		🛄	BAGGAGE CLAIM
U+1F6C5	V6.0	emoji		🛅	LEFT LUGGAGE
U+1F1E6 U+1F1E9	V6.0	emoji	flags	🇦🇩	flag Andorra
U+1F1E6 U+1F1EA	V6.0	emoji	flags	🇦🇪	flag United Arab Emirates
U+1F1E6 U+1F1EB	V6.0	emoji	flags	🇦🇫	flag Afghanistan
U+1F1E6 U+1F1EC	V6.0	emoji	flags	🇦🇬	flag Antigua and Barbuda
U+1F1E6 U+1F1EE	V6.0	emoji	flags	🇦🇮	flag Anguilla
U+1F1E6 U+1F1F1	V6.0	emoji	flags	🇦🇱	flag Albania
U+1F1E6 U+1F1F2	V6.0	emoji	flags	🇦🇲	flag Armenia
U+1F1E6 U+1F1F4	V6.0	emoji	flags	🇦🇴	flag Angola
U+1F1E6 U+1F1F6	V6.0	emoji	flags	🇦🇶	flag Antarctica
U+1F1E6 U+1F1F7	V6.0	emoji	flags	🇦🇷	flag Argentina
U+1F1E6 U+1F1F8	V6.0	emoji	flags	🇦🇸	flag American Samoa
U+1F1E6 U+1F1F9	V6.0	emoji	flags	🇦🇹	flag Austria
U+1F1E6 U+1F1FA	V6.0	emoji	flags	🇦🇺	flag Australia
U+1F1E6 U+1F1FC	V6.0	emoji	flags	🇦🇼	flag Aruba
U+1F1E6 U+1F1FD	V6.0	emoji	flags	🇦🇽	flag Åland Islands
U+1F1E6 U+1F1FF	V6.0	emoji	flags	🇦🇿	flag Azerbaijan
U+1F1E7 U+1F1E6	V6.0	emoji	flags	🇧🇦	flag Bosnia and Herzegovina
U+1F1E7 U+1F1E7	V6.0	emoji	flags	🇧🇧	flag Barbados
U+1F1E7 U+1F1E9	V6.0	emoji	flags	🇧🇩	flag Bangladesh
U+1F1E7 U+1F1EA	V6.0	emoji	flags	🇧🇪	flag Belgium
U+1F1E7 U+1F1EB	V6.0	emoji	flags	🇧🇫	flag Burkina Faso
U+1F1E7 U+1F1EC	V6.0	emoji	flags	🇧🇬	flag Bulgaria
U+1F1E7 U+1F1ED	V6.0	emoji	flags	🇧🇭	flag Bahrain
U+1F1E7 U+1F1EE	V6.0	emoji	flags	🇧🇮	flag Burundi
U+1F1E7 U+1F1EF	V6.0	emoji	flags	🇧🇯	flag Benin
U+1F1E7 U+1F1F1	V6.0	emoji	flags	🇧🇱	flag Saint Barthélemy
U+1F1E7 U+1F1F2	V6.0	emoji	flags	🇧🇲	flag Bermuda
U+1F1E7 U+1F1F3	V6.0	emoji	flags	🇧🇳	flag Brunei
U+1F1E7 U+1F1F4	V6.0	emoji	flags	🇧🇴	flag Bolivia
U+1F1E7 U+1F1F6	V6.0	emoji	flags	🇧🇶	flag Caribbean Netherlands
U+1F1E7 U+1F1F7	V6.0	emoji	flags	🇧🇷	flag Brazil
U+1F1E7 U+1F1F8	V6.0	emoji	flags	🇧🇸	flag Bahamas
U+1F1E7 U+1F1F9	V6.0	emoji	flags	🇧🇹	flag Bhutan
U+1F1E7 U+1F1FB	V6.0	emoji	flags	🇧🇻	flag Bouvet Island
U+1F1E7 U+1F1FC	V6.0	emoji	flags	🇧🇼	flag Botswana
U+1F1E7 U+1F1FE	V6.0	emoji	flags	🇧🇾	flag Belarus
U+1F1E7 U+1F1FF	V6.0	emoji	flags	🇧🇿	flag Belize
U+1F1E8 U+1F1E6	V6.0	emoji	flags	🇨🇦	flag Canada
U+1F1E8 U+1F1E8	V6.0	emoji	flags	🇨🇨	flag Cocos (Keeling) Islands
U+1F1E8 U+1F1E9	V6.0	emoji	flags	🇨🇩	flag Congo - Kinshasa
U+1F1E8 U+1F1EB	V6.0	emoji	flags	🇨🇫	flag Central African Republic
U+1F1E8 U+1F1EC	V6.0	emoji	flags	🇨🇬	flag Congo - Brazzaville
U+1F1E8 U+1F1ED	V6.0	emoji	flags	🇨🇭	flag Switzerland
U+1F1E8 U+1F1EE	V6.0	emoji	flags	🇨🇮	flag Côte d’Ivoire
U+1F1E8 U+1F1F0	V6.0	emoji	flags	🇨🇰	flag Cook Islands
U+1F1E8 U+1F1F1	V6.0	emoji	flags	🇨🇱	flag Chile
U+1F1E8 U+1F1F2	V6.0	emoji	flags	🇨🇲	flag Cameroon
U+1F1E8 U+1F1F3	V6.0	emoji	flags	🇨🇳	flag China
U+1F1E8 U+1F1F4	V6.0	emoji	flags	🇨🇴	flag Colombia
U+1F1E8 U+1F1F7	V6.0	emoji	flags	🇨🇷	flag Costa Rica
U+1F1E8 U+1F1FA	V6.0	emoji	flags	🇨🇺	flag Cuba
U+1F1E8 U+1F1FB	V6.0	emoji	flags	🇨🇻	flag Cape Verde
U+1F1E8 U+1F1FC	V6.0	emoji	flags	🇨🇼	flag Curaçao
U+1F1E8 U+1F1FD	V6.0	emoji	flags	🇨🇽	flag Christmas Island
U+1F1E8 U+1F1FE	V6.0	emoji	flags	🇨🇾	flag Cyprus
U+1F1E8 U+1F1FF	V6.0	emoji	flags	🇨🇿	flag Czech Republic
U+1F1E9 U+1F1EA	V6.0	emoji	flags	🇩🇪	flag Germany
U+1F1E9 U+1F1EF	V6.0	emoji	flags	🇩🇯	flag Djibouti
U+1F1E9 U+1F1F0	V6.0	emoji	flags	🇩🇰	flag Denmark
U+1F1E9 U+1F1F2	V6.0	emoji	flags	🇩🇲	flag Dominica
U+1F1E9 U+1F1F4	V6.0	emoji	flags	🇩🇴	flag Dominican Republic
U+1F1E9 U+1F1FF	V6.0	emoji	flags	🇩🇿	flag Algeria
U+1F1EA U+1F1E8	V6.0	emoji	flags	🇪🇨	flag Ecuador
U+1F1EA U+1F1EA	V6.0	emoji	flags	🇪🇪	flag Estonia
U+1F1EA U+1F1EC	V6.0	emoji	flags	🇪🇬	flag Egypt
U+1F1EA U+1F1ED	V6.0	emoji	flags	🇪🇭	flag Western Sahara
U+1F1EA U+1F1F7	V6.0	emoji	flags	🇪🇷	flag Eritrea
U+1F1EA U+1F1F8	V6.0	emoji	flags	🇪🇸	flag Spain
U+1F1EA U+1F1F9	V6.0	emoji	flags	🇪🇹	flag Ethiopia
U+1F1EB U+1F1EE	V6.0	emoji	flags	🇫🇮	flag Finland
U+1F1EB U+1F1EF	V6.0	emoji	flags	🇫🇯	flag Fiji
U+1F1EB U+1F1F0	V6.0	emoji	flags	🇫🇰	flag Falkland Islands
U+1F1EB U+1F1F2	V6.0	emoji	flags	🇫🇲	flag Micronesia
U+1F1EB U+1F1F4	V6.0	emoji	flags	🇫🇴	flag Faroe Islands
U+1F1EB U+1F1F7	V6.0	emoji	flags	🇫🇷	flag France
U+1F1EC U+1F1E6	V6.0	emoji	flags	🇬🇦	flag Gabon
U+1F1EC U+1F1E7	V6.0	emoji	flags	🇬🇧	flag United Kingdom
U+1F1EC U+1F1E9	V6.0	emoji	flags	🇬🇩	flag Grenada
U+1F1EC U+1F1EA	V6.0	emoji	flags	🇬🇪	flag Georgia
U+1F1EC U+1F1EB	V6.0	emoji	flags	🇬🇫	flag French Guiana
U+1F1EC U+1F1EC	V6.0	emoji	flags	🇬🇬	flag Guernsey
U+1F1EC U+1F1ED	V6.0	emoji	flags	🇬🇭	flag Ghana
U+1F1EC U+1F1EE	V6.0	emoji	flags	🇬🇮	flag Gibraltar
U+1F1EC U+1F1F1	V6.0	emoji	flags	🇬🇱	flag Greenland
U+1F1EC U+1F1F2	V6.0	emoji	flags	🇬🇲	flag Gambia
U+1F1EC U+1F1F3	V6.0	emoji	flags	🇬🇳	flag Guinea
U+1F1EC U+1F1F5	V6.0	emoji	flags	🇬🇵	flag Guadeloupe
U+1F1EC U+1F1F6	V6.0	emoji	flags	🇬🇶	flag Equatorial Guinea
U+1F1EC U+1F1F7	V6.0	emoji	flags	🇬🇷	flag Greece
U+1F1EC U+1F1F8	V6.0	emoji	flags	🇬🇸	flag South Georgia & South Sandwich Islands
U+1F1EC U+1F1F9	V6.0	emoji	flags	🇬🇹	flag Guatemala
U+1F1EC U+1F1FA	V6.0	emoji	flags	🇬🇺	flag Guam
U+1F1EC U+1F1FC	V6.0	emoji	flags	🇬🇼	flag Guinea-Bissau
U+1F1EC U+1F1FE	V6.0	emoji	flags	🇬🇾	flag Guyana
U+1F1ED U+1F1F0	V6.0	emoji	flags	🇭🇰	flag Hong Kong SAR China
U+1F1ED U+1F1F2	V6.0	emoji	flags	🇭🇲	flag Heard & McDonald Islands
U+1F1ED U+1F1F3	V6.0	emoji	flags	🇭🇳	flag Honduras
U+1F1ED U+1F1F7	V6.0	emoji	flags	🇭🇷	flag Croatia
U+1F1ED U+1F1F9	V6.0	emoji	flags	🇭🇹	flag Haiti
U+1F1ED U+1F1FA	V6.0	emoji	flags	🇭🇺	flag Hungary
U+1F1EE U+1F1E9	V6.0	emoji	flags	🇮🇩	flag Indonesia
U+1F1EE U+1F1EA	V6.0	emoji	flags	🇮🇪	flag Ireland
U+1F1EE U+1F1F1	V6.0	emoji	flags	🇮🇱	flag Israel
U+1F1EE U+1F1F2	V6.0	emoji	flags	🇮🇲	flag Isle of Man
U+1F1EE U+1F1F3	V6.0	emoji	flags	🇮🇳	flag India
U+1F1EE U+1F1F4	V6.0	emoji	flags	🇮🇴	flag British Indian Ocean Territory
U+1F1EE U+1F1F6	V6.0	emoji	flags	🇮🇶	flag Iraq
U+1F1EE U+1F1F7	V6.0	emoji	flags	🇮🇷	flag Iran
U+1F1EE U+1F1F8	V6.0	emoji	flags	🇮🇸	flag Iceland
U+1F1EE U+1F1F9	V6.0	emoji	flags	🇮🇹	flag Italy
U+1F1EF U+1F1EA	V6.0	emoji	flags	🇯🇪	flag Jersey
U+1F1EF U+1F1F2	V6.0	emoji	flags	🇯🇲	flag Jamaica
U+1F1EF U+1F1F4	V6.0	emoji	flags	🇯🇴	flag Jordan
U+1F1EF U+1F1F5	V6.0	emoji	flags	🇯🇵	flag Japan
U+1F1F0 U+1F1EA	V6.0	emoji	flags	🇰🇪	flag Kenya
U+1F1F0 U+1F1EC	V6.0	emoji	flags	🇰🇬	flag Kyrgyzstan
U+1F1F0 U+1F1ED	V6.0	emoji	flags	🇰🇭	flag Cambodia
U+1F1F0 U+1F1EE	V6.0	emoji	flags	🇰🇮	flag Kiribati
U+1F1F0 U+1F1F2	V6.0	emoji	flags	🇰🇲	flag Comoros
U+1F1F0 U+1F1F3	V6.0	emoji	flags	🇰🇳	flag Saint Kitts and Nevis
U+1F1F0 U+1F1F5	V6.0	emoji	flags	🇰🇵	flag North Korea
U+1F1F0 U+1F1F7	V6.0	emoji	flags	🇰🇷	flag South Korea
U+1F1F0 U+1F1FC	V6.0	emoji	flags	🇰🇼	flag Kuwait
U+1F1F0 U+1F1FE	V6.0	emoji	flags	🇰🇾	flag Cayman Islands
U+1F1F0 U+1F1FF	V6.0	emoji	flags	🇰🇿	flag Kazakhstan
U+1F1F1 U+1F1E6	V6.0	emoji	flags	🇱🇦	flag Laos
U+1F1F1 U+1F1E7	V6.0	emoji	flags	🇱🇧	flag Lebanon
U+1F1F1 U+1F1E8	V6.0	emoji	flags	🇱🇨	flag Saint Lucia
U+1F1F1 U+1F1EE	V6.0	emoji	flags	🇱🇮	flag Liechtenstein
U+1F1F1 U+1F1F0	V6.0	emoji	flags	🇱🇰	flag Sri Lanka
U+1F1F1 U+1F1F7	V6.0	emoji	flags	🇱🇷	flag Liberia
U+1F1F1 U+1F1F8	V6.0	emoji	flags	🇱🇸	flag Lesotho
U+1F1F1 U+1F1F9	V6.0	emoji	flags	🇱🇹	flag Lithuania
U+1F1F1 U+1F1FA	V6.0	emoji	flags	🇱🇺	flag Luxembourg
U+1F1F1 U+1F1FB	V6.0	emoji	flags	🇱🇻	flag Latvia
U+1F1F1 U+1F1FE	V6.0	emoji	flags	🇱🇾	flag Libya
U+1F1F2 U+1F1E6	V6.0	emoji	flags	🇲🇦	flag Morocco
U+1F1F2 U+1F1E8	V6.0	emoji	flags	🇲🇨	flag Monaco
U+1F1F2 U+1F1E9	V6.0	emoji	flags	🇲🇩	flag Moldova
U+1F1F2 U+1F1EA	V6.0	emoji	flags	🇲🇪	flag Montenegro
U+1F1F2 U+1F1EB	V6.0	emoji	flags	🇲🇫	flag Saint Martin
U+1F1F2 U+1F1EC	V6.0	emoji	flags	🇲🇬	flag Madagascar
U+1F1F2 U+1F1ED	V6.0	emoji	flags	🇲🇭	flag Marshall Islands
U+1F1F2 U+1F1F0	V6.0	emoji	flags	🇲🇰	flag Macedonia
U+1F1F2 U+1F1F1	V6.0	emoji	flags	🇲🇱	flag Mali
U+1F1F2 U+1F1F2	V6.0	emoji	flags	🇲🇲	flag Myanmar (Burma)
U+1F1F2 U+1F1F3	V6.0	emoji	flags	🇲🇳	flag Mongolia
U+1F1F2 U+1F1F4	V6.0	emoji	flags	🇲🇴	flag Macau SAR China
U+1F1F2 U+1F1F5	V6.0	emoji	flags	🇲🇵	flag Northern Mariana Islands
U+1F1F2 U+1F1F6	V6.0	emoji	flags	🇲🇶	flag Martinique
U+1F1F2 U+1F1F7	V6.0	emoji	flags	🇲🇷	flag Mauritania
U+1F1F2 U+1F1F8	V6.0	emoji	flags	🇲🇸	flag Montserrat
U+1F1F2 U+1F1F9	V6.0	emoji	flags	🇲🇹	flag Malta
U+1F1F2 U+1F1FA	V6.0	emoji	flags	🇲🇺	flag Mauritius
U+1F1F2 U+1F1FB	V6.0	emoji	flags	🇲🇻	flag Maldives
U+1F1F2 U+1F1FC	V6.0	emoji	flags	🇲🇼	flag Malawi
U+1F1F2 U+1F1FD	V6.0	emoji	flags	🇲🇽	flag Mexico
U+1F1F2 U+1F1FE	V6.0	emoji	flags	🇲🇾	flag Malaysia
U+1F1F2 U+1F1FF	V6.0	emoji	flags	🇲🇿	flag Mozambique
U+1F1F3 U+1F1E6	V6.0	emoji	flags	🇳🇦	flag Namibia
U+1F1F3 U+1F1E8	V6.0	emoji	flags	🇳🇨	flag New Caledonia
U+1F1F3 U+1F1EA	V6.0	emoji	flags	🇳🇪	flag Niger
U+1F1F3 U+1F1EB	V6.0	emoji	flags	🇳🇫	flag Norfolk Island
U+1F1F3 U+1F1EC	V6.0	emoji	flags	🇳🇬	flag Nigeria
U+1F1F3 U+1F1EE	V6.0	emoji	flags	🇳🇮	flag Nicaragua
U+1F1F3 U+1F1F1	V6.0	emoji	flags	🇳🇱	flag Netherlands
U+1F1F3 U+1F1F4	V6.0	emoji	flags	🇳🇴	flag Norway
U+1F1F3 U+1F1F5	V6.0	emoji	flags	🇳🇵	flag Nepal
U+1F1F3 U+1F1F7	V6.0	emoji	flags	🇳🇷	flag Nauru
U+1F1F3 U+1F1FA	V6.0	emoji	flags	🇳🇺	flag Niue
U+1F1F3 U+1F1FF	V6.0	emoji	flags	🇳🇿	flag New Zealand
U+1F1F4 U+1F1F2	V6.0	emoji	flags	🇴🇲	flag Oman
U+1F1F5 U+1F1E6	V6.0	emoji	flags	🇵🇦	flag Panama
U+1F1F5 U+1F1EA	V6.0	emoji	flags	🇵🇪	flag Peru
U+1F1F5 U+1F1EB	V6.0	emoji	flags	🇵🇫	flag French Polynesia
U+1F1F5 U+1F1EC	V6.0	emoji	flags	🇵🇬	flag Papua New Guinea
U+1F1F5 U+1F1ED	V6.0	emoji	flags	🇵🇭	flag Philippines
U+1F1F5 U+1F1F0	V6.0	emoji	flags	🇵🇰	flag Pakistan
U+1F1F5 U+1F1F1	V6.0	emoji	flags	🇵🇱	flag Poland
U+1F1F5 U+1F1F2	V6.0	emoji	flags	🇵🇲	flag Saint Pierre and Miquelon
U+1F1F5 U+1F1F3	V6.0	emoji	flags	🇵🇳	flag Pitcairn Islands
U+1F1F5 U+1F1F7	V6.0	emoji	flags	🇵🇷	flag Puerto Rico
U+1F1F5 U+1F1F8	V6.0	emoji	flags	🇵🇸	flag Palestinian Territories
U+1F1F5 U+1F1F9	V6.0	emoji	flags	🇵🇹	flag Portugal
U+1F1F5 U+1F1FC	V6.0	emoji	flags	🇵🇼	flag Palau
U+1F1F5 U+1F1FE	V6.0	emoji	flags	🇵🇾	flag Paraguay
U+1F1F6 U+1F1E6	V6.0	emoji	flags	🇶🇦	flag Qatar
U+1F1F7 U+1F1EA	V6.0	emoji	flags	🇷🇪	flag Réunion
U+1F1F7 U+1F1F4	V6.0	emoji	flags	🇷🇴	flag Romania
U+1F1F7 U+1F1F8	V6.0	emoji	flags	🇷🇸	flag Serbia
U+1F1F7 U+1F1FA	V6.0	emoji	flags	🇷🇺	flag Russia
U+1F1F7 U+1F1FC	V6.0	emoji	flags	🇷🇼	flag Rwanda
U+1F1F8 U+1F1E6	V6.0	emoji	flags	🇸🇦	flag Saudi Arabia
U+1F1F8 U+1F1E7	V6.0	emoji	flags	🇸🇧	flag Solomon Islands
U+1F1F8 U+1F1E8	V6.0	emoji	flags	🇸🇨	flag Seychelles
U+1F1F8 U+1F1E9	V6.0	emoji	flags	🇸🇩	flag Sudan
U+1F1F8 U+1F1EA	V6.0	emoji	flags	🇸🇪	flag Sweden
