# DRAFT emoji-data.txt
# For details about the format and other information, see /../../../reports/tr51/index.html#Data_Files.
#
# Format
# Code ;	Default Style ;	Ordering ;	Annotations ;	Sources	# Version Char Name
#
1F502 ;	emoji ;	637 ;	arrow, clockwise, once, symbols-android, symbols-apple ;	x 	# V6.0 (🔂) clockwise rightwards and leftwards open circle arrows with circled one overlay
25B6 ;	text ;	638 ;	arrow, play, right, sound, symbols-android, symbols-apple, triangle ;	a j w 	# V1.1 (▶) black right-pointing triangle
23E9 ;	emoji ;	639 ;	arrow, double, fast, forward, sound, symbols-android, symbols-apple ;	j w 	# V6.0 (⏩) black right-pointing double triangle
23ED ;	text ;	640 ;	arrow, next scene, next track, sound, triangle ;	w 	# V6.0 (⏭) black right-pointing double triangle with vertical bar
23EF ;	text ;	641 ;	arrow, pause, play, right, sound, triangle ;	x 	# V6.0 (⏯) black right-pointing triangle with double vertical bar
25C0 ;	text ;	642 ;	arrow, left, reverse, sound, symbols-android, symbols-apple, triangle ;	a j w 	# V1.1 (◀) black left-pointing triangle
23EA ;	emoji ;	643 ;	arrow, double, rewind, sound, symbols-android, symbols-apple ;	j w 	# V6.0 (⏪) black left-pointing double triangle
23EE ;	text ;	644 ;	arrow, previous scene, previous track, sound, triangle ;	w 	# V6.0 (⏮) black left-pointing double triangle with vertical bar
1F53C ;	emoji ;	645 ;	arrow, button, red, symbols-android, symbols-apple ;	j 	# V6.0 (🔼) up-pointing small red triangle
23EB ;	emoji ;	646 ;	arrow, double, sound, symbols-android, symbols-apple ;	j 	# V6.0 (⏫) black up-pointing double triangle
1F53D ;	emoji ;	647 ;	arrow, button, down, red, symbols-android, symbols-apple ;	j 	# V6.0 (🔽) down-pointing small red triangle
23EC ;	emoji ;	648 ;	arrow, double, down, sound, symbols-android, symbols-apple ;	j 	# V6.0 (⏬) black down-pointing double triangle
23F8 ;	text ;	649 ;	bar, double, pause, sound, vertical ;	w 	# V7.0 (⏸) double vertical bar
23F9 ;	text ;	650 ;	sound, square, stop ;	w 	# V7.0 (⏹) black square for stop
23FA ;	text ;	651 ;	circle, record, sound ;	w 	# V7.0 (⏺) black circle for record
23CF ;	text ;	652 ;	eject, sound ;	x 	# V4.0 (⏏) eject symbol
1F3BC ;	emoji ;	653 ;	activity, music, objects-android, objects-apple, score, sound ;	j 	# V6.0 (🎼) musical score
1F3B5 ;	emoji ;	654 ;	activity, music, note, objects-android, objects-apple, sound ;	j 	# V6.0 (🎵) musical note
1F3B6 ;	emoji ;	655 ;	activity, music, note, notes, objects-android, objects-apple, sound ;	j 	# V6.0 (🎶) multiple musical notes
1F399 ;	text ;	656 ;	mic, microphone, music, object, sound, studio ;	w 	# V7.0 (🎙) studio microphone
1F39A ;	text ;	657 ;	level, music, object, slider, sound ;	w 	# V7.0 (🎚) level slider
1F39B ;	text ;	658 ;	control, knobs, music, object, sound ;	w 	# V7.0 (🎛) control knobs
1F3A4 ;	emoji ;	659 ;	activity, entertainment, karaoke, mic, microphone, objects-android, objects-apple, sound ;	j 	# V6.0 (🎤) microphone
1F3A7 ;	emoji ;	660 ;	activity, entertainment, headphone, headphones, objects-android, objects-apple, sound ;	j w 	# V6.0 (🎧) headphone
1F3B7 ;	emoji ;	661 ;	activity, instrument, music, objects-android, objects-apple, sax, saxophone, sound ;	j 	# V6.0 (🎷) saxophone
1F3B8 ;	emoji ;	662 ;	activity, guitar, instrument, music, objects-android, objects-apple, sound ;	j 	# V6.0 (🎸) guitar
1F3B9 ;	emoji ;	663 ;	activity, instrument, keyboard, music, objects-android, objects-apple, piano, sound ;	j 	# V6.0 (🎹) musical keyboard
1F3BA ;	emoji ;	664 ;	activity, instrument, music, objects-android, objects-apple, sound, trumpet ;	j 	# V6.0 (🎺) trumpet
1F3BB ;	emoji ;	665 ;	activity, instrument, music, objects-android, objects-apple, sound, violin ;	j 	# V6.0 (🎻) violin
1F4FB ;	emoji ;	666 ;	object, objects-android, objects-apple, radio, video ;	j w 	# V6.0 (📻) radio
1F4F1 ;	emoji ;	667 ;	cell, communication, iphone, mobile, object, objects-android, objects-apple, phone ;	j 	# V6.0 (📱) mobile phone
1F4F3 ;	emoji ;	668 ;	cell, communication, mobile, mode, object, phone, symbols-android, symbols-apple, vibration ;	j 	# V6.0 (📳) vibration mode
1F4F4 ;	emoji ;	669 ;	cell, communication, mobile, object, off, phone, symbols-android, symbols-apple ;	j 	# V6.0 (📴) mobile phone off
1F4F2 ;	emoji ;	670 ;	arrow, call, calling, cell, communication, finish, mobile, object, objects-android, objects-apple, phone, receive ;	j 	# V6.0 (📲) mobile phone with rightwards arrow at left
1F4F5 ;	emoji ;	671 ;	cell, communication, forbidden, mobile, no, not, object, phone, prohibited, symbols-android, symbols-apple ;	x 	# V6.0 (📵) no mobile phones
260E ;	text ;	672 ;	objects-android, objects-apple, office, phone, sound, telephone ;	z a j 	# V1.1 (☎) black telephone
1F4DE ;	emoji ;	673 ;	communication, objects-android, objects-apple, phone, receiver, sound, telephone ;	j 	# V6.0 (📞) telephone receiver
0023 20E3 ;	text ;	674 ;	hash, keycap, other-android, pound, symbols-apple, word ;	j 	# V3.0 (#⃣) keycap number sign
002A 20E3 ;	text ;	675 ;	asterisk, keycap, star ;	x 	# V3.0 (*⃣) keycap asterisk
0030 20E3 ;	text ;	676 ;	0, keycap, other-android, symbols-apple, word, zero ;	j 	# V3.0 (0⃣) keycap digit zero
0031 20E3 ;	text ;	677 ;	1, keycap, one, other-android, symbols-apple, word ;	j 	# V3.0 (1⃣) keycap digit one
0032 20E3 ;	text ;	678 ;	2, keycap, other-android, symbols-apple, two, word ;	j 	# V3.0 (2⃣) keycap digit two
0033 20E3 ;	text ;	679 ;	3, keycap, other-android, symbols-apple, three, word ;	j 	# V3.0 (3⃣) keycap digit three
0034 20E3 ;	text ;	680 ;	4, four, keycap, other-android, symbols-apple, word ;	j 	# V3.0 (4⃣) keycap digit four
0035 20E3 ;	text ;	681 ;	5, five, keycap, other-android, symbols-apple, word ;	j 	# V3.0 (5⃣) keycap digit five
0036 20E3 ;	text ;	682 ;	6, keycap, other-android, six, symbols-apple, word ;	j 	# V3.0 (6⃣) keycap digit six
0037 20E3 ;	text ;	683 ;	7, keycap, other-android, seven, symbols-apple, word ;	j 	# V3.0 (7⃣) keycap digit seven
0038 20E3 ;	text ;	684 ;	8, eight, keycap, other-android, symbols-apple, word ;	j 	# V3.0 (8⃣) keycap digit eight
0039 20E3 ;	text ;	685 ;	9, keycap, nine, other-android, symbols-apple, word ;	j 	# V3.0 (9⃣) keycap digit nine
1F51F ;	emoji ;	686 ;	10, keycap, other-android, symbols-apple, ten, word ;	j 	# V6.0 (🔟) keycap ten
1F4F6 ;	emoji ;	687 ;	antenna, bars, communication, mobile, object, phone, signal, symbols-android, symbols-apple ;	j 	# V6.0 (📶) antenna with bars
1F4DF ;	emoji ;	688 ;	communication, objects-android, objects-apple, office, pager ;	j w 	# V6.0 (📟) pager
1F4E0 ;	emoji ;	689 ;	communication, fax, objects-android, objects-apple, office ;	j 	# V6.0 (📠) fax machine
1F3A5 ;	emoji ;	690 ;	activity, camera, cinema, entertainment, movie, object, objects-android, objects-apple ;	j 	# V6.0 (🎥) movie camera
1F3A6 ;	emoji ;	691 ;	activity, camera, cinema, entertainment, film, movie, object, objects-android, symbols-apple ;	j 	# V6.0 (🎦) cinema
1F3AC ;	emoji ;	692 ;	activity, clapper, entertainment, movie, object, objects-android, objects-apple ;	j w 	# V6.0 (🎬) clapper board
1F4FD ;	text ;	693 ;	cinema, film, movie, object, projector, video ;	w 	# V7.0 (📽) film projector
1F4FA ;	emoji ;	694 ;	object, objects-android, objects-apple, television, tv, video ;	j w 	# V6.0 (📺) television
1F4F7 ;	emoji ;	695 ;	camera, object, objects-android, objects-apple, video ;	j w 	# V6.0 (📷) camera
1F4F8 ;	emoji ;	696 ;	camera, flash, object, video ;	x 	# V7.0 (📸) camera with flash
1F4F9 ;	emoji ;	697 ;	camera, object, objects-android, objects-apple, video ;	j w 	# V6.0 (📹) video camera
1F4FC ;	emoji ;	698 ;	object, objects-android, objects-apple, tape, vhs, video, videocassette ;	j 	# V6.0 (📼) videocassette
1F505 ;	emoji ;	699 ;	brightness, dim, low, objects-apple, sign, symbols-android ;	x 	# V6.0 (🔅) low brightness symbol
1F506 ;	emoji ;	700 ;	bright, brightness, objects-apple, sign, symbols-android ;	x 	# V6.0 (🔆) high brightness symbol
1F50D ;	emoji ;	701 ;	glass, magnifying, object, objects-apple, search, symbols-android ;	j w 	# V6.0 (🔍) left-pointing magnifying glass
1F50E ;	emoji ;	702 ;	glass, magnifying, object, objects-apple, search, symbols-android ;	j 	# V6.0 (🔎) right-pointing magnifying glass
1F52C ;	emoji ;	703 ;	microscope, object, objects-android, objects-apple, tool ;	x 	# V6.0 (🔬) microscope
1F52D ;	emoji ;	704 ;	object, objects-android, objects-apple, telescope, tool ;	x 	# V6.0 (🔭) telescope
1F525 ;	emoji ;	705 ;	fire, flame, object, people-apple, symbols-android, tool ;	j 	# V6.0 (🔥) fire
1F56F ;	text ;	706 ;	candle, object ;	w 	# V7.0 (🕯) candle
1F4A1 ;	emoji ;	707 ;	bulb, comic, electric, idea, light, object, objects-apple, symbols-android ;	j 	# V6.0 (💡) electric light bulb
1F526 ;	emoji ;	708 ;	electric, flashlight, light, object, objects-android, objects-apple, tool, torch ;	j 	# V6.0 (🔦) electric torch
1F3EE ;	emoji ;	709 ;	bar, japanese, lantern, place, places-android, places-apple, red, restaurant ;	j 	# V6.0 (🏮) izakaya lantern
1F383 ;	emoji ;	710 ;	activity, celebration, halloween, jack, lantern, object, objects-android, objects-apple ;	j 	# V6.0 (🎃) jack-o-lantern
1F384 ;	emoji ;	711 ;	activity, celebration, christmas, object, objects-android, objects-apple, tree ;	j 	# V6.0 (🎄) christmas tree
1F386 ;	emoji ;	712 ;	activity, celebration, firework, fireworks, object, objects-android, objects-apple ;	j 	# V6.0 (🎆) fireworks
1F387 ;	emoji ;	713 ;	activity, celebration, firework, object, objects-android, objects-apple, sparkle, sparkler ;	j 	# V6.0 (🎇) firework sparkler
2728 ;	emoji ;	714 ;	people-apple, sign, sparkle, sparkler, sparkles, star, symbols-android ;	j 	# V6.0 (✨) sparkles
1F388 ;	emoji ;	715 ;	activity, balloon, celebration, object, objects-android, objects-apple ;	j 	# V6.0 (🎈) balloon
1F389 ;	emoji ;	716 ;	activity, celebration, object, objects-android, objects-apple, party, popper, tada ;	j 	# V6.0 (🎉) party popper
1F38A ;	emoji ;	717 ;	activity, ball, celebration, confetti, object, objects-android, objects-apple ;	j 	# V6.0 (🎊) confetti ball
1F38B ;	emoji ;	718 ;	activity, banner, celebration, japanese, object, objects-android, objects-apple, tree ;	j 	# V6.0 (🎋) tanabata tree
1F38C ;	emoji ;	719 ;	activity, celebration, cross, crossed, flag, japanese, objects-android, objects-apple ;	j 	# V6.0 (🎌) crossed flags
1F38D ;	emoji ;	720 ;	activity, bamboo, celebration, japanese, object, objects-android, objects-apple, pine, plant ;	j 	# V6.0 (🎍) pine decoration
1F38E ;	emoji ;	721 ;	activity, celebration, doll, dolls, festival, japanese, objects-android, objects-apple ;	j 	# V6.0 (🎎) japanese dolls
1F38F ;	emoji ;	722 ;	activity, carp, celebration, flags, object, objects-android, objects-apple, streamer ;	j 	# V6.0 (🎏) carp streamer
1F390 ;	emoji ;	723 ;	activity, celebration, chime, object, objects-android, objects-apple, wind ;	j 	# V6.0 (🎐) wind chime
1F391 ;	emoji ;	724 ;	activity, celebration, ceremony, moon, nature-android, object, objects-apple ;	j 	# V6.0 (🎑) moon viewing ceremony
1F393 ;	emoji ;	725 ;	activity, cap, celebration, graduation, object, objects-android, objects-apple ;	j w 	# V6.0 (🎓) graduation cap
1F3A8 ;	emoji ;	726 ;	activity, art, artist, entertainment, object, objects-android, objects-apple, paint, palette ;	j 	# V6.0 (🎨) artist palette
1F3AF ;	emoji ;	727 ;	activity, bull’s eye, dart, eye, game, hit, object, objects-android, objects-apple, target ;	j 	# V6.0 (🎯) direct hit
1F3B4 ;	emoji ;	728 ;	activity, card, flower, game, japanese, object, objects-android, objects-apple, playing ;	j 	# V6.0 (🎴) flower playing cards
1F380 ;	emoji ;	729 ;	celebration, object, objects-android, people-apple, ribbon ;	j 	# V6.0 (🎀) ribbon
1F381 ;	emoji ;	730 ;	celebration, gift, object, objects-android, objects-apple, present, wrapped ;	j 	# V6.0 (🎁) wrapped present
1F396 ;	text ;	731 ;	celebration, medal, military, object ;	w 	# V7.0 (🎖) military medal
1F397 ;	text ;	732 ;	celebration, object, reminder, ribbon ;	w 	# V7.0 (🎗) reminder ribbon
1F39E ;	text ;	733 ;	cinema, entertainment, film, frames, movie, object ;	w 	# V7.0 (🎞) film frames
1F39F ;	text ;	734 ;	admission, entertainment, object, ticket ;	w 	# V7.0 (🎟) admission tickets
1F3F7 ;	text ;	735 ;	label, object ;	w 	# V7.0 (🏷) label
1F4D4 ;	emoji ;	736 ;	book, cover, decorated, notebook, objects-android, objects-apple, office ;	j 	# V6.0 (📔) notebook with decorative cover
1F4D5 ;	emoji ;	737 ;	book, closed, objects-android, objects-apple, office ;	j 	# V6.0 (📕) closed book
1F4D6 ;	emoji ;	738 ;	book, objects-android, objects-apple, office, open ;	j 	# V6.0 (📖) open book
1F4D7 ;	emoji ;	739 ;	book, green, objects-android, objects-apple, office ;	j 	# V6.0 (📗) green book
1F4D8 ;	emoji ;	740 ;	blue, book, objects-android, objects-apple, office ;	j 	# V6.0 (📘) blue book
1F4D9 ;	emoji ;	741 ;	book, objects-android, objects-apple, office, orange ;	j 	# V6.0 (📙) orange book
1F4DA ;	emoji ;	742 ;	book, books, objects-android, objects-apple, office ;	j w 	# V6.0 (📚) books
1F4D3 ;	emoji ;	743 ;	notebook, objects-android, objects-apple, office ;	j 	# V6.0 (📓) notebook
1F4D2 ;	emoji ;	744 ;	ledger, notebook, objects-android, objects-apple, office ;	j 	# V6.0 (📒) ledger
1F4C3 ;	emoji ;	745 ;	curl, document, objects-android, objects-apple, office, page ;	j 	# V6.0 (📃) page with curl
1F4DC ;	emoji ;	746 ;	objects-android, objects-apple, office, paper, scroll ;	j 	# V6.0 (📜) scroll
1F4C4 ;	emoji ;	747 ;	document, objects-android, objects-apple, office, page ;	j 	# V6.0 (📄) page facing up
1F4F0 ;	emoji ;	748 ;	communication, news, newspaper, object, objects-android, objects-apple, paper ;	j 	# V6.0 (📰) newspaper
1F5DE ;	text ;	749 ;	news, newspaper, object, paper, rolled ;	w 	# V7.0 (🗞) rolled-up newspaper
1F4D1 ;	emoji ;	750 ;	bookmark, mark, marker, objects-android, objects-apple, office, tabs ;	j 	# V6.0 (📑) bookmark tabs
1F516 ;	emoji ;	751 ;	bookmark, mark, object, objects-apple, symbols-android ;	j 	# V6.0 (🔖) bookmark
1F5BC ;	text ;	752 ;	frame, object, office, picture ;	w 	# V7.0 (🖼) frame with picture
1F4B0 ;	emoji ;	753 ;	bag, dollar, money, moneybag, objects-android, objects-apple, office ;	j w 	# V6.0 (💰) money bag
1F4B4 ;	emoji ;	754 ;	bank, banknote, bill, money, note, objects-android, objects-apple, office, yen ;	j 	# V6.0 (💴) banknote with yen sign
1F4B5 ;	emoji ;	755 ;	bank, banknote, bill, dollar, money, note, objects-android, objects-apple, office ;	j 	# V6.0 (💵) banknote with dollar sign
1F4B6 ;	emoji ;	756 ;	bank, banknote, bill, euro, money, note, objects-android, objects-apple, office ;	x 	# V6.0 (💶) banknote with euro sign
1F4B7 ;	emoji ;	757 ;	bank, banknote, bill, money, note, objects-android, objects-apple, office, pound ;	x 	# V6.0 (💷) banknote with pound sign
1F4B8 ;	emoji ;	758 ;	bank, banknote, bill, dollar, flying, money, note, objects-android, objects-apple, office, wings ;	j 	# V6.0 (💸) money with wings
1F4B1 ;	emoji ;	759 ;	currency, exchange, money, objects-android, office, symbols-apple ;	j 	# V6.0 (💱) currency exchange
1F4B2 ;	emoji ;	760 ;	dollar, money, objects-android, office, symbols-apple ;	j 	# V6.0 (💲) heavy dollar sign
1F4B3 ;	emoji ;	761 ;	card, credit, objects-android, objects-apple, office ;	j w 	# V6.0 (💳) credit card
1F4B9 ;	emoji ;	762 ;	chart, graph, market, objects-android, office, rising, symbols-apple, trend, upward, yen ;	j 	# V6.0 (💹) chart with upwards trend and yen sign
2709 ;	text ;	763 ;	email, envelope, objects-android, objects-apple, office ;	z j 	# V1.1 (✉) envelope
1F4E7 ;	emoji ;	764 ;	communication, e-mail, email, letter, mail, objects-apple, office, symbols-android ;	j 	# V6.0 (📧) e-mail symbol
1F4E8 ;	emoji ;	765 ;	communication, email, envelope, incoming, letter, mail, objects-android, objects-apple, office, receive ;	j 	# V6.0 (📨) incoming envelope
1F4E9 ;	emoji ;	766 ;	above, arrow, communication, down, email, envelope, letter, mail, objects-android, objects-apple, office, outgoing, sent ;	j 	# V6.0 (📩) envelope with downwards arrow above
1F4E4 ;	emoji ;	767 ;	box, communication, letter, mail, objects-android, objects-apple, office, outbox, sent, tray ;	j w 	# V6.0 (📤) outbox tray
1F4E5 ;	emoji ;	768 ;	box, communication, inbox, letter, mail, objects-android, objects-apple, office, receive, tray ;	j w 	# V6.0 (📥) inbox tray
1F4E6 ;	emoji ;	769 ;	box, communication, objects-android, objects-apple, office, package, parcel ;	j w 	# V6.0 (📦) package
1F4EB ;	emoji ;	770 ;	closed, communication, flag, mail, mailbox, objects-android, objects-apple, office, postbox ;	j w 	# V6.0 (📫) closed mailbox with raised flag
1F4EA ;	emoji ;	771 ;	closed, communication, flag, lowered, mail, mailbox, objects-android, objects-apple, office, postbox ;	j w 	# V6.0 (📪) closed mailbox with lowered flag
1F4EC ;	emoji ;	772 ;	communication, flag, mail, mailbox, objects-android, objects-apple, office, open, postbox ;	w 	# V6.0 (📬) open mailbox with raised flag
1F4ED ;	emoji ;	773 ;	communication, flag, lowered, mail, mailbox, objects-android, objects-apple, office, open, postbox ;	w 	# V6.0 (📭) open mailbox with lowered flag
1F4EE ;	emoji ;	774 ;	communication, mail, mailbox, objects-android, objects-apple, office, postbox ;	j 	# V6.0 (📮) postbox
270F ;	text ;	775 ;	objects-android, objects-apple, office, pencil ;	z j 	# V1.1 (✏) pencil
2712 ;	text ;	776 ;	nib, objects-android, objects-apple, office ;	z j 	# V1.1 (✒) black nib
1F58B ;	text ;	777 ;	communication, fountain, office, pen ;	w 	# V7.0 (🖋) lower left fountain pen
1F58A ;	text ;	778 ;	ballpoint, communication, office, pen ;	w 	# V7.0 (🖊) lower left ballpoint pen
1F58C ;	text ;	779 ;	communication, office, paintbrush ;	w 	# V7.0 (🖌) lower left paintbrush
1F58D ;	text ;	780 ;	communication, crayon, office ;	w 	# V7.0 (🖍) lower left crayon
1F4DD ;	emoji ;	781 ;	communication, memo, objects-android, objects-apple, office, pencil ;	j 	# V6.0 (📝) memo
1F4BB ;	emoji ;	782 ;	computer, objects-android, objects-apple, office, pc, personal ;	j w 	# V6.0 (💻) personal computer
1F5A5 ;	text ;	783 ;	computer, desktop, office ;	w 	# V7.0 (🖥) desktop computer
1F5A8 ;	text ;	784 ;	computer, office, printer ;	w 	# V7.0 (🖨) printer
2328 ;	text ;	785 ;	computer, keyboard, sign ;	x 	# V1.1 (⌨) keyboard
1F5B1 ;	text ;	786 ;	3, button, computer, mouse, office, three ;	w 	# V7.0 (🖱) three button mouse
1F5B2 ;	text ;	787 ;	computer, office, trackball ;	w 	# V7.0 (🖲) trackball
1F4BD ;	emoji ;	788 ;	computer, disc, minidisc, objects-android, objects-apple, office ;	j 	# V6.0 (💽) minidisc
1F4BE ;	emoji ;	789 ;	computer, disc, disk, floppy, objects-android, objects-apple, office ;	j 	# V6.0 (💾) floppy disk
1F4BF ;	emoji ;	790 ;	blu-ray, cd, computer, disc, dvd, objects-android, objects-apple, office, optical ;	j w 	# V6.0 (💿) optical disc
1F4C0 ;	emoji ;	791 ;	computer, disc, dvd, objects-android, objects-apple, office ;	j 	# V6.0 (📀) dvd
1F4BC ;	emoji ;	792 ;	briefcase, objects-android, office, people-apple ;	j 	# V6.0 (💼) briefcase
1F4C1 ;	emoji ;	793 ;	file, folder, objects-android, objects-apple, office ;	j 	# V6.0 (📁) file folder
1F4C2 ;	emoji ;	794 ;	file, folder, objects-android, objects-apple, office, open ;	j 	# V6.0 (📂) open file folder
1F5C2 ;	text ;	795 ;	card, dividers, index, office ;	w 	# V7.0 (🗂) card index dividers
1F4C5 ;	emoji ;	796 ;	calendar, date, objects-android, objects-apple, office ;	j 	# V6.0 (📅) calendar
1F4C6 ;	emoji ;	797 ;	calendar, objects-android, objects-apple, office ;	j 	# V6.0 (📆) tear-off calendar
1F5D2 ;	text ;	798 ;	note, office, pad, spiral ;	w 	# V7.0 (🗒) spiral note pad
1F5D3 ;	text ;	799 ;	calendar, office, pad, spiral ;	w 	# V7.0 (🗓) spiral calendar pad
1F4C7 ;	emoji ;	800 ;	card, index, objects-android, objects-apple, office, rolodex ;	j 	# V6.0 (📇) card index
1F4C8 ;	emoji ;	801 ;	chart, graph, objects-android, objects-apple, office, trend, upward ;	j 	# V6.0 (📈) chart with upwards trend
1F4C9 ;	emoji ;	802 ;	chart, down, graph, objects-android, objects-apple, office, trend ;	j 	# V6.0 (📉) chart with downwards trend
1F4CA ;	emoji ;	803 ;	bar, chart, graph, objects-android, objects-apple, office ;	j 	# V6.0 (📊) bar chart
1F4CB ;	emoji ;	804 ;	clipboard, objects-android, objects-apple, office ;	j w 	# V6.0 (📋) clipboard
1F4CC ;	emoji ;	805 ;	objects-android, objects-apple, office, pin, pushpin ;	j 	# V6.0 (📌) pushpin
1F4CD ;	emoji ;	806 ;	objects-android, office, pin, place, places-apple, pushpin ;	j 	# V6.0 (📍) round pushpin
1F4CE ;	emoji ;	807 ;	objects-android, objects-apple, office, paperclip ;	j 	# V6.0 (📎) paperclip
1F587 ;	text ;	808 ;	communication, links, office, paperclip ;	w 	# V7.0 (🖇) linked paperclips
1F4CF ;	emoji ;	809 ;	objects-android, objects-apple, office, ruler, straight edge ;	j 	# V6.0 (📏) straight ruler
1F4D0 ;	emoji ;	810 ;	objects-android, objects-apple, office, ruler, set, triangle ;	j 	# V6.0 (📐) triangular ruler
1F4DB ;	emoji ;	811 ;	badge, name, objects-android, objects-apple, office ;	j 	# V6.0 (📛) name badge
2702 ;	text ;	812 ;	objects-android, objects-apple, office, scissors, tool ;	z j w 	# V1.1 (✂) black scissors
1F5C3 ;	text ;	813 ;	box, card, file, office ;	w 	# V7.0 (🗃) card file box
1F5C4 ;	text ;	814 ;	cabinet, file, office ;	w 	# V7.0 (🗄) file cabinet
1F5D1 ;	text ;	815 ;	office, wastebasket ;	w 	# V7.0 (🗑) wastebasket
1F512 ;	emoji ;	816 ;	closed, lock, object, objects-apple, symbols-android ;	j w 	# V6.0 (🔒) lock
1F513 ;	emoji ;	817 ;	lock, object, objects-apple, open, symbols-android, unlock ;	j w 	# V6.0 (🔓) open lock
1F50F ;	emoji ;	818 ;	ink, lock, object, objects-apple, pen, privacy, symbols-android ;	j 	# V6.0 (🔏) lock with ink pen
1F510 ;	emoji ;	819 ;	closed, key, lock, object, objects-apple, secure, symbols-android ;	j 	# V6.0 (🔐) closed lock with key
1F511 ;	emoji ;	820 ;	key, lock, object, objects-apple, password, symbols-android ;	j 	# V6.0 (🔑) key
1F5DD ;	text ;	821 ;	clue, key, lock, object, old ;	w 	# V7.0 (🗝) old key
1F528 ;	emoji ;	822 ;	hammer, object, objects-apple, places-android, tool ;	j 	# V6.0 (🔨) hammer
26CF ;	text ;	823 ;	mining, object, pick, tool, travel ;	a 	# V5.2 (⛏) pick
2692 ;	text ;	824 ;	hammer, object, pick, tool ;	x 	# V4.1 (⚒) hammer and pick
1F6E0 ;	text ;	825 ;	hammer, object, tool, wrench ;	w 	# V7.0 (🛠) hammer and wrench
1F527 ;	emoji ;	826 ;	object, objects-apple, places-android, tool, wrench ;	j 	# V6.0 (🔧) wrench
1F529 ;	emoji ;	827 ;	bolt, nut, object, objects-apple, places-android, tool ;	j 	# V6.0 (🔩) nut and bolt
2699 ;	text ;	828 ;	gear, object, tool ;	x 	# V4.1 (⚙) gear
1F5DC ;	text ;	829 ;	compression, object, tool, vice ;	w 	# V7.0 (🗜) compression
2697 ;	text ;	830 ;	alembic, chemistry, object, tool ;	x 	# V4.1 (⚗) alembic
2696 ;	text ;	831 ;	balance, justice, object, scales, tool, weight ;	x 	# V4.1 (⚖) scales
1F489 ;	emoji ;	832 ;	doctor, medicine, needle, object, objects-android, objects-apple, shot, syringe, tool ;	j 	# V6.0 (💉) syringe
1F5E1 ;	text ;	833 ;	dagger, knife, object, rating, weapon ;	w 	# V7.0 (🗡) dagger knife
1F52A ;	emoji ;	834 ;	cooking, hocho, knife, object, objects-android, objects-apple, tool, weapon ;	j 	# V6.0 (🔪) hocho
2694 ;	text ;	835 ;	crossed, object, swords, weapon ;	x 	# V4.1 (⚔) crossed swords
1F52B ;	emoji ;	836 ;	gun, object, objects-android, objects-apple, pistol, revolver, tool, weapon ;	j 	# V6.0 (🔫) pistol
1F6E1 ;	text ;	837 ;	object, shield, weapon ;	w 	# V7.0 (🛡) shield
1F392 ;	emoji ;	838 ;	activity, bag, object, objects-android, objects-apple, satchel, school ;	j 	# V6.0 (🎒) school satchel
1F50B ;	emoji ;	839 ;	battery, object, objects-android, objects-apple ;	j 	# V6.0 (🔋) battery
1F50C ;	emoji ;	840 ;	electric, electricity, object, objects-android, objects-apple, plug ;	j 	# V6.0 (🔌) electric plug
1F517 ;	emoji ;	841 ;	link, links, object, symbols-android, symbols-apple ;	j 	# V6.0 (🔗) link symbol
26D3 ;	text ;	842 ;	chain, object, travel ;	a 	# V5.2 (⛓) chains
1F6AC ;	emoji ;	843 ;	activity, allowed, object, objects-android, objects-apple, permitted, smoking, travel ;	j 	# V6.0 (🚬) smoking symbol
1F484 ;	emoji ;	844 ;	cosmetics, lipstick, makeup, object, objects-android, people-apple ;	j 	# V6.0 (💄) lipstick
1F48D ;	emoji ;	845 ;	object, people-apple, places-android, ring, romance ;	j 	# V6.0 (💍) ring
1F48E ;	emoji ;	846 ;	diamond, gem, jewel, object, people-apple, places-android, romance ;	j 	# V6.0 (💎) gem stone
1F6E2 ;	text ;	847 ;	drum, object, oil ;	w 	# V7.0 (🛢) oil drum
1F52E ;	emoji ;	848 ;	ball, crystal, fantasy, fortune, object, objects-android, objects-apple, telling, tool ;	j 	# V6.0 (🔮) crystal ball
1F52F ;	emoji ;	849 ;	fortune, object, star, symbols-android, symbols-apple, telling ;	j 	# V6.0 (🔯) six pointed star with middle dot
1F531 ;	emoji ;	850 ;	anchor, emblem, object, symbols-android, symbols-apple, tool, trident ;	j 	# V6.0 (🔱) trident emblem
1F5F3 ;	text ;	851 ;	ballot, box, object ;	w 	# V7.0 (🗳) ballot box with ballot
1F48A ;	emoji ;	852 ;	doctor, medicine, object, objects-android, objects-apple, pill ;	j 	# V6.0 (💊) pill
269B ;	text ;	853 ;	atheist, atom, object ;	x 	# V4.1 (⚛) atom symbol
269C ;	text ;	854 ;	fleur, lis, object ;	x 	# V4.1 (⚜) fleur-de-lis
26B0 ;	text ;	855 ;	coffin, object ;	x 	# V4.1 (⚰) coffin
26B1 ;	text ;	856 ;	funeral, object, urn ;	x 	# V4.1 (⚱) funeral urn
1F530 ;	emoji ;	857 ;	beginner, chevron, green, japanese, leaf, object, objects-android, place, places-apple, tool, yellow ;	j 	# V6.0 (🔰) japanese symbol for beginner
1F4AF ;	emoji ;	858 ;	100, full, hundred, office, score, symbols-android, symbols-apple ;	j 	# V6.0 (💯) hundred points symbol
