# LinkTermination.txt
# Date: 2025-12-05 16:48:30 GMT 
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# The usage and stability of these values is covered in https://www.unicode.org/reports/tr58/
#

# ================================================

# Property:	LinkTermination

#  All code points not explicitly listed for LinkTermination
#  have the value Hard.

# @missing: 0000..10FFFF; Hard

# ================================================

A92F          ; Soft    # 5.1        KAYAH LI SIGN SHYA
A9C7..A9C9    ; Soft    # 5.2    [3] JAVANESE PADA PANGKAT..JAVANESE PADA LUNGSI
AA5D..AA5F    ; Soft    # 5.1    [3] CHAM PUNCTUATION DANDA..CHAM PUNCTUATION TRIPLE DANDA
AADF          ; Soft    # 5.2        TAI VIET SYMBOL KOI KOI
AAF0..AAF1    ; Soft    # 6.1    [2] MEETEI MAYEK CHEIKHAN..MEETEI MAYEK AHANG KHUDAM
ABEB          ; Soft    # 5.2        MEETEI MAYEK CHEIKHEI
FE12          ; Soft    # 4.1        PRESENTATION FORM FOR VERTICAL IDEOGRAPHIC FULL STOP
FE15..FE16    ; Soft    # 4.1    [2] PRESENTATION FORM FOR VERTICAL EXCLAMATION MARK..PRESENTATION FORM FOR VERTICAL QUESTION MARK
FE50..FE52    ; Soft    # 1.1    [3] SMALL COMMA..SMALL FULL STOP
FE54..FE57    ; Soft    # 1.1    [4] SMALL SEMICOLON..SMALL EXCLAMATION MARK
FF01          ; Soft    # 1.1        FULLWIDTH EXCLAMATION MARK
FF0C          ; Soft    # 1.1        FULLWIDTH COMMA
FF0E          ; Soft    # 1.1        FULLWIDTH FULL STOP
FF1A..FF1B    ; Soft    # 1.1    [2] FULLWIDTH COLON..FULLWIDTH SEMICOLON
FF1F          ; Soft    # 1.1        FULLWIDTH QUESTION MARK
FF61          ; Soft    # 1.1        HALFWIDTH IDEOGRAPHIC FULL STOP
FF64          ; Soft    # 1.1        HALFWIDTH IDEOGRAPHIC COMMA
1039F         ; Soft    # 4.0        UGARITIC WORD DIVIDER
103D0         ; Soft    # 4.1        OLD PERSIAN WORD DIVIDER
10857         ; Soft    # 5.2        IMPERIAL ARAMAIC SECTION SIGN
1091F         ; Soft    # 5.0        PHOENICIAN WORD SEPARATOR
10A56..10A57  ; Soft    # 4.1    [2] KHAROSHTHI PUNCTUATION DANDA..KHAROSHTHI PUNCTUATION DOUBLE DANDA
10AF0..10AF5  ; Soft    # 7.0    [6] MANICHAEAN PUNCTUATION STAR..MANICHAEAN PUNCTUATION TWO DOTS
10B3A..10B3F  ; Soft    # 5.2    [6] TINY TWO DOTS OVER ONE DOT PUNCTUATION..LARGE ONE RING OVER TWO RINGS PUNCTUATION
10B99..10B9C  ; Soft    # 7.0    [4] PSALTER PAHLAVI SECTION MARK..PSALTER PAHLAVI FOUR DOTS WITH DOT
10F55..10F59  ; Soft    # 11.0   [5] SOGDIAN PUNCTUATION TWO VERTICAL BARS..SOGDIAN PUNCTUATION HALF CIRCLE WITH DOT
10F86..10F89  ; Soft    # 14.0   [4] OLD UYGHUR PUNCTUATION BAR..OLD UYGHUR PUNCTUATION FOUR DOTS
11047..1104D  ; Soft    # 6.0    [7] BRAHMI DANDA..BRAHMI PUNCTUATION LOTUS
110BE..110C1  ; Soft    # 5.2    [4] KAITHI SECTION MARK..KAITHI DOUBLE DANDA
11141..11143  ; Soft    # 6.1    [3] CHAKMA DANDA..CHAKMA QUESTION MARK
111C5..111C6  ; Soft    # 6.1    [2] SHARADA DANDA..SHARADA DOUBLE DANDA
111CD         ; Soft    # 7.0        SHARADA SUTRA MARK
111DE..111DF  ; Soft    # 8.0    [2] SHARADA SECTION MARK-1..SHARADA SECTION MARK-2
11238..1123C  ; Soft    # 7.0    [5] KHOJKI DANDA..KHOJKI DOUBLE SECTION MARK
112A9         ; Soft    # 8.0        MULTANI SECTION MARK
113D4..113D5  ; Soft    # 16.0   [2] TULU-TIGALARI DANDA..TULU-TIGALARI DOUBLE DANDA
1144B..1144D  ; Soft    # 9.0    [3] NEWA DANDA..NEWA COMMA
1145A         ; Soft    # 13.0       NEWA DOUBLE COMMA
1145B         ; Soft    # 9.0        NEWA PLACEHOLDER MARK
115C2..115C5  ; Soft    # 7.0    [4] SIDDHAM DANDA..SIDDHAM SEPARATOR BAR
115C9         ; Soft    # 7.0        SIDDHAM END OF TEXT MARK
115CA..115D7  ; Soft    # 8.0   [14] SIDDHAM SECTION MARK WITH TRIDENT AND U-SHAPED ORNAMENTS..SIDDHAM SECTION MARK WITH CIRCLES AND FOUR ENCLOSURES
11641..11642  ; Soft    # 7.0    [2] MODI DANDA..MODI DOUBLE DANDA
1173C..1173E  ; Soft    # 8.0    [3] AHOM SIGN SMALL SECTION..AHOM SIGN RULAI
11944         ; Soft    # 13.0       DIVES AKURU DOUBLE DANDA
11946         ; Soft    # 13.0       DIVES AKURU END OF TEXT MARK
11A42..11A43  ; Soft    # 10.0   [2] ZANABAZAR SQUARE MARK SHAD..ZANABAZAR SQUARE MARK DOUBLE SHAD
11A9B..11A9C  ; Soft    # 10.0   [2] SOYOMBO MARK SHAD..SOYOMBO MARK DOUBLE SHAD
11AA1..11AA2  ; Soft    # 10.0   [2] SOYOMBO TERMINAL MARK-1..SOYOMBO TERMINAL MARK-2
11C41..11C43  ; Soft    # 9.0    [3] BHAIKSUKI DANDA..BHAIKSUKI WORD SEPARATOR
11C71         ; Soft    # 9.0        MARCHEN MARK SHAD
11EF7..11EF8  ; Soft    # 11.0   [2] MAKASAR PASSIMBANG..MAKASAR END OF SECTION
11F43..11F44  ; Soft    # 15.0   [2] KAWI DANDA..KAWI DOUBLE DANDA
12470..12473  ; Soft    # 5.0    [4] CUNEIFORM PUNCTUATION SIGN OLD ASSYRIAN WORD DIVIDER..CUNEIFORM PUNCTUATION SIGN DIAGONAL TRICOLON
12474         ; Soft    # 7.0        CUNEIFORM PUNCTUATION SIGN DIAGONAL QUADCOLON
16A6E..16A6F  ; Soft    # 7.0    [2] MRO DANDA..MRO DOUBLE DANDA
16AF5         ; Soft    # 7.0        BASSA VAH FULL STOP
16B37..16B39  ; Soft    # 7.0    [3] PAHAWH HMONG SIGN VOS THOM..PAHAWH HMONG SIGN CIM CHEEM
16B44         ; Soft    # 7.0        PAHAWH HMONG SIGN XAUS
16D6E..16D6F  ; Soft    # 16.0   [2] KIRAT RAI DANDA..KIRAT RAI DOUBLE DANDA
16E97..16E98  ; Soft    # 11.0   [2] MEDEFAIDRIN COMMA..MEDEFAIDRIN FULL STOP
1BC9F         ; Soft    # 7.0        DUPLOYAN PUNCTUATION CHINOOK FULL STOP
1DA87..1DA8A  ; Soft    # 8.0    [4] SIGNWRITING COMMA..SIGNWRITING COLON
1F676..1F678  ; Soft    # 7.0    [3] SANS-SERIF HEAVY DOUBLE TURNED COMMA QUOTATION MARK ORNAMENT..SANS-SERIF HEAVY LOW DOUBLE COMMA QUOTATION MARK ORNAMENT

# Total code points: 330

0029          ; Close   # 1.1        RIGHT PARENTHESIS
003E          ; Close   # 1.1        GREATER-THAN SIGN
005D          ; Close   # 1.1        RIGHT SQUARE BRACKET
007D          ; Close   # 1.1        RIGHT CURLY BRACKET
0F3B          ; Close   # 2.0        TIBETAN MARK GUG RTAGS GYAS
0F3D          ; Close   # 2.0        TIBETAN MARK ANG KHANG GYAS
169C          ; Close   # 3.0        OGHAM REVERSED FEATHER MARK
2046          ; Close   # 1.1        RIGHT SQUARE BRACKET WITH QUILL
207E          ; Close   # 1.1        SUPERSCRIPT RIGHT PARENTHESIS
208E          ; Close   # 1.1        SUBSCRIPT RIGHT PARENTHESIS
2309          ; Close   # 1.1        RIGHT CEILING
230B          ; Close   # 1.1        RIGHT FLOOR
2769          ; Close   # 3.2        MEDIUM RIGHT PARENTHESIS ORNAMENT
276B          ; Close   # 3.2        MEDIUM FLATTENED RIGHT PARENTHESIS ORNAMENT
276D          ; Close   # 3.2        MEDIUM RIGHT-POINTING ANGLE BRACKET ORNAMENT
276F          ; Close   # 3.2        HEAVY RIGHT-POINTING ANGLE QUOTATION MARK ORNAMENT
2771          ; Close   # 3.2        HEAVY RIGHT-POINTING ANGLE BRACKET ORNAMENT
2773          ; Close   # 3.2        LIGHT RIGHT TORTOISE SHELL BRACKET ORNAMENT
2775          ; Close   # 3.2        MEDIUM RIGHT CURLY BRACKET ORNAMENT
27C6          ; Close   # 4.1        RIGHT S-SHAPED BAG DELIMITER
27E7          ; Close   # 3.2        MATHEMATICAL RIGHT WHITE SQUARE BRACKET
27E9          ; Close   # 3.2        MATHEMATICAL RIGHT ANGLE BRACKET
27EB          ; Close   # 3.2        MATHEMATICAL RIGHT DOUBLE ANGLE BRACKET
27ED          ; Close   # 5.1        MATHEMATICAL RIGHT WHITE TORTOISE SHELL BRACKET
27EF          ; Close   # 5.1        MATHEMATICAL RIGHT FLATTENED PARENTHESIS
2984          ; Close   # 3.2        RIGHT WHITE CURLY BRACKET
2986          ; Close   # 3.2        RIGHT WHITE PARENTHESIS
2988          ; Close   # 3.2        Z NOTATION RIGHT IMAGE BRACKET
298A          ; Close   # 3.2        Z NOTATION RIGHT BINDING BRACKET
298C          ; Close   # 3.2        RIGHT SQUARE BRACKET WITH UNDERBAR
298E          ; Close   # 3.2        RIGHT SQUARE BRACKET WITH TICK IN BOTTOM CORNER
2990          ; Close   # 3.2        RIGHT SQUARE BRACKET WITH TICK IN TOP CORNER
2992          ; Close   # 3.2        RIGHT ANGLE BRACKET WITH DOT
2994          ; Close   # 3.2        RIGHT ARC GREATER-THAN BRACKET
2996          ; Close   # 3.2        DOUBLE RIGHT ARC LESS-THAN BRACKET
2998          ; Close   # 3.2        RIGHT BLACK TORTOISE SHELL BRACKET
29D9          ; Close   # 3.2        RIGHT WIGGLY FENCE
29DB          ; Close   # 3.2        RIGHT DOUBLE WIGGLY FENCE
29FD          ; Close   # 3.2        RIGHT-POINTING CURVED ANGLE BRACKET
2E23          ; Close   # 5.1        TOP RIGHT HALF BRACKET
2E25          ; Close   # 5.1        BOTTOM RIGHT HALF BRACKET
2E27          ; Close   # 5.1        RIGHT SIDEWAYS U BRACKET
2E29          ; Close   # 5.1        RIGHT DOUBLE PARENTHESIS
2E56          ; Close   # 14.0       RIGHT SQUARE BRACKET WITH STROKE
2E58          ; Close   # 14.0       RIGHT SQUARE BRACKET WITH DOUBLE STROKE
2E5A          ; Close   # 14.0       TOP HALF RIGHT PARENTHESIS
2E5C          ; Close   # 14.0       BOTTOM HALF RIGHT PARENTHESIS
3009          ; Close   # 1.1        RIGHT ANGLE BRACKET
300B          ; Close   # 1.1        RIGHT DOUBLE ANGLE BRACKET
300D          ; Close   # 1.1        RIGHT CORNER BRACKET
300F          ; Close   # 1.1        RIGHT WHITE CORNER BRACKET
3011          ; Close   # 1.1        RIGHT BLACK LENTICULAR BRACKET
3015          ; Close   # 1.1        RIGHT TORTOISE SHELL BRACKET
3017          ; Close   # 1.1        RIGHT WHITE LENTICULAR BRACKET
3019          ; Close   # 1.1        RIGHT WHITE TORTOISE SHELL BRACKET
301B          ; Close   # 1.1        RIGHT WHITE SQUARE BRACKET
FE5A          ; Close   # 1.1        SMALL RIGHT PARENTHESIS
FE5C          ; Close   # 1.1        SMALL RIGHT CURLY BRACKET
FE5E          ; Close   # 1.1        SMALL RIGHT TORTOISE SHELL BRACKET
FF09          ; Close   # 1.1        FULLWIDTH RIGHT PARENTHESIS
FF3D          ; Close   # 1.1        FULLWIDTH RIGHT SQUARE BRACKET
FF5D          ; Close   # 1.1        FULLWIDTH RIGHT CURLY BRACKET
FF60          ; Close   # 3.2        FULLWIDTH RIGHT WHITE PARENTHESIS
FF63          ; Close   # 1.1        HALFWIDTH RIGHT CORNER BRACKET

# Total code points: 64

0028          ; Open    # 1.1        LEFT PARENTHESIS
003C          ; Open    # 1.1        LESS-THAN SIGN
005B          ; Open    # 1.1        LEFT SQUARE BRACKET
007B          ; Open    # 1.1        LEFT CURLY BRACKET
0F3A          ; Open    # 2.0        TIBETAN MARK GUG RTAGS GYON
0F3C          ; Open    # 2.0        TIBETAN MARK ANG KHANG GYON
169B          ; Open    # 3.0        OGHAM FEATHER MARK
2045          ; Open    # 1.1        LEFT SQUARE BRACKET WITH QUILL
207D          ; Open    # 1.1        SUPERSCRIPT LEFT PARENTHESIS
208D          ; Open    # 1.1        SUBSCRIPT LEFT PARENTHESIS
2308          ; Open    # 1.1        LEFT CEILING
230A          ; Open    # 1.1        LEFT FLOOR
2768          ; Open    # 3.2        MEDIUM LEFT PARENTHESIS ORNAMENT
276A          ; Open    # 3.2        MEDIUM FLATTENED LEFT PARENTHESIS ORNAMENT
276C          ; Open    # 3.2        MEDIUM LEFT-POINTING ANGLE BRACKET ORNAMENT
276E          ; Open    # 3.2        HEAVY LEFT-POINTING ANGLE QUOTATION MARK ORNAMENT
2770          ; Open    # 3.2        HEAVY LEFT-POINTING ANGLE BRACKET ORNAMENT
2772          ; Open    # 3.2        LIGHT LEFT TORTOISE SHELL BRACKET ORNAMENT
2774          ; Open    # 3.2        MEDIUM LEFT CURLY BRACKET ORNAMENT
27C5          ; Open    # 4.1        LEFT S-SHAPED BAG DELIMITER
27E6          ; Open    # 3.2        MATHEMATICAL LEFT WHITE SQUARE BRACKET
27E8          ; Open    # 3.2        MATHEMATICAL LEFT ANGLE BRACKET
27EA          ; Open    # 3.2        MATHEMATICAL LEFT DOUBLE ANGLE BRACKET
27EC          ; Open    # 5.1        MATHEMATICAL LEFT WHITE TORTOISE SHELL BRACKET
27EE          ; Open    # 5.1        MATHEMATICAL LEFT FLATTENED PARENTHESIS
2983          ; Open    # 3.2        LEFT WHITE CURLY BRACKET
2985          ; Open    # 3.2        LEFT WHITE PARENTHESIS
2987          ; Open    # 3.2        Z NOTATION LEFT IMAGE BRACKET
2989          ; Open    # 3.2        Z NOTATION LEFT BINDING BRACKET
298B          ; Open    # 3.2        LEFT SQUARE BRACKET WITH UNDERBAR
298D          ; Open    # 3.2        LEFT SQUARE BRACKET WITH TICK IN TOP CORNER
298F          ; Open    # 3.2        LEFT SQUARE BRACKET WITH TICK IN BOTTOM CORNER
2991          ; Open    # 3.2        LEFT ANGLE BRACKET WITH DOT
2993          ; Open    # 3.2        LEFT ARC LESS-THAN BRACKET
2995          ; Open    # 3.2        DOUBLE LEFT ARC GREATER-THAN BRACKET
2997          ; Open    # 3.2        LEFT BLACK TORTOISE SHELL BRACKET
29D8          ; Open    # 3.2        LEFT WIGGLY FENCE
29DA          ; Open    # 3.2        LEFT DOUBLE WIGGLY FENCE
29FC          ; Open    # 3.2        LEFT-POINTING CURVED ANGLE BRACKET
2E22          ; Open    # 5.1        TOP LEFT HALF BRACKET
2E24          ; Open    # 5.1        BOTTOM LEFT HALF BRACKET
2E26          ; Open    # 5.1        LEFT SIDEWAYS U BRACKET
2E28          ; Open    # 5.1        LEFT DOUBLE PARENTHESIS
2E55          ; Open    # 14.0       LEFT SQUARE BRACKET WITH STROKE
2E57          ; Open    # 14.0       LEFT SQUARE BRACKET WITH DOUBLE STROKE
2E59          ; Open    # 14.0       TOP HALF LEFT PARENTHESIS
2E5B          ; Open    # 14.0       BOTTOM HALF LEFT PARENTHESIS
3008          ; Open    # 1.1        LEFT ANGLE BRACKET
300A          ; Open    # 1.1        LEFT DOUBLE ANGLE BRACKET
300C          ; Open    # 1.1        LEFT CORNER BRACKET
300E          ; Open    # 1.1        LEFT WHITE CORNER BRACKET
3010          ; Open    # 1.1        LEFT BLACK LENTICULAR BRACKET
3014          ; Open    # 1.1        LEFT TORTOISE SHELL BRACKET
3016          ; Open    # 1.1        LEFT WHITE LENTICULAR BRACKET
3018          ; Open    # 1.1        LEFT WHITE TORTOISE SHELL BRACKET
301A          ; Open    # 1.1        LEFT WHITE SQUARE BRACKET
FE59          ; Open    # 1.1        SMALL LEFT PARENTHESIS
FE5B          ; Open    # 1.1        SMALL LEFT CURLY BRACKET
FE5D          ; Open    # 1.1        SMALL LEFT TORTOISE SHELL BRACKET
FF08          ; Open    # 1.1        FULLWIDTH LEFT PARENTHESIS
FF3B          ; Open    # 1.1        FULLWIDTH LEFT SQUARE BRACKET
FF5B          ; Open    # 1.1        FULLWIDTH LEFT CURLY BRACKET
FF5F          ; Open    # 3.2        FULLWIDTH LEFT WHITE PARENTHESIS
FF62          ; Open    # 1.1        HALFWIDTH LEFT CORNER BRACKET

# Total code points: 64

0023..0026    ; Include # 1.1    [4] NUMBER SIGN..AMPERSAND
002A..002B    ; Include # 1.1    [2] ASTERISK..PLUS SIGN
002D          ; Include # 1.1        HYPHEN-MINUS
002F..0039    ; Include # 1.1   [11] SOLIDUS..DIGIT NINE
003D          ; Include # 1.1        EQUALS SIGN
0040..005A    ; Include # 1.1   [27] COMMERCIAL AT..LATIN CAPITAL LETTER Z
005C          ; Include # 1.1        REVERSE SOLIDUS
005E..007A    ; Include # 1.1   [29] CIRCUMFLEX ACCENT..LATIN SMALL LETTER Z
007C          ; Include # 1.1        VERTICAL LINE
007E          ; Include # 1.1        TILDE
00A1..00AA    ; Include # 1.1   [10] INVERTED EXCLAMATION MARK..FEMININE ORDINAL INDICATOR
00AC          ; Include # 1.1        NOT SIGN
00AD          ; Include # 1.1        SOFT HYPHEN
00AE..00BA    ; Include # 1.1   [13] REGISTERED SIGN..MASCULINE ORDINAL INDICATOR
00BC..0148    ; Include # 1.1  [141] VULGAR FRACTION ONE QUARTER..LATIN SMALL LETTER N WITH CARON
014A..01F5    ; Include # 1.1  [172] LATIN CAPITAL LETTER ENG..LATIN SMALL LETTER G WITH ACUTE
01F6..01F9    ; Include # 3.0    [4] LATIN CAPITAL LETTER HWAIR..LATIN SMALL LETTER N WITH GRAVE
01FA..0217    ; Include # 1.1   [30] LATIN CAPITAL LETTER A WITH RING ABOVE AND ACUTE..LATIN SMALL LETTER U WITH INVERTED BREVE
0218..021F    ; Include # 3.0    [8] LATIN CAPITAL LETTER S WITH COMMA BELOW..LATIN SMALL LETTER H WITH CARON
0220          ; Include # 3.2        LATIN CAPITAL LETTER N WITH LONG RIGHT LEG
0221          ; Include # 4.0        LATIN SMALL LETTER D WITH CURL
0222..0233    ; Include # 3.0   [18] LATIN CAPITAL LETTER OU..LATIN SMALL LETTER Y WITH MACRON
0234..0236    ; Include # 4.0    [3] LATIN SMALL LETTER L WITH CURL..LATIN SMALL LETTER T WITH CURL
0237..0241    ; Include # 4.1   [11] LATIN SMALL LETTER DOTLESS J..LATIN CAPITAL LETTER GLOTTAL STOP
0242..024F    ; Include # 5.0   [14] LATIN SMALL LETTER GLOTTAL STOP..LATIN SMALL LETTER Y WITH STROKE
0250..02A8    ; Include # 1.1   [89] LATIN SMALL LETTER TURNED A..LATIN SMALL LETTER TC DIGRAPH WITH CURL
02A9..02AD    ; Include # 3.0    [5] LATIN SMALL LETTER FENG DIGRAPH..LATIN LETTER BIDENTAL PERCUSSIVE
02AE..02AF    ; Include # 4.0    [2] LATIN SMALL LETTER TURNED H WITH FISHHOOK..LATIN SMALL LETTER TURNED H WITH FISHHOOK AND TAIL
02B0..02DE    ; Include # 1.1   [47] MODIFIER LETTER SMALL H..MODIFIER LETTER RHOTIC HOOK
02DF          ; Include # 3.0        MODIFIER LETTER CROSS ACCENT
02E0..02E9    ; Include # 1.1   [10] MODIFIER LETTER SMALL GAMMA..MODIFIER LETTER EXTRA-LOW TONE BAR
02EA..02EE    ; Include # 3.0    [5] MODIFIER LETTER YIN DEPARTING TONE MARK..MODIFIER LETTER DOUBLE APOSTROPHE
02EF..02FF    ; Include # 4.0   [17] MODIFIER LETTER LOW DOWN ARROWHEAD..MODIFIER LETTER LOW LEFT ARROW
0300..0345    ; Include # 1.1   [70] COMBINING GRAVE ACCENT..COMBINING GREEK YPOGEGRAMMENI
0346..034E    ; Include # 3.0    [9] COMBINING BRIDGE ABOVE..COMBINING UPWARDS ARROW BELOW
034F          ; Include # 3.2        COMBINING GRAPHEME JOINER
0350..0357    ; Include # 4.0    [8] COMBINING RIGHT ARROWHEAD ABOVE..COMBINING RIGHT HALF RING ABOVE
0358..035C    ; Include # 4.1    [5] COMBINING DOT ABOVE RIGHT..COMBINING DOUBLE BREVE BELOW
035D..035F    ; Include # 4.0    [3] COMBINING DOUBLE BREVE..COMBINING DOUBLE MACRON BELOW
