# From state ; class name or eot ; to state
START ; CM ; CM
SP QU_Pf QU_Pi SP HY CM ; QUmPimPf ; QUmPimPf
SP QU_Pf QU_Pi SP HY CM ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi SP HY CM ; CP ; CP
SP QU_Pf QU_Pi SP HY CM ; IS ; IS
SP QU_Pf QU_Pi SP HY CM ; HY ; CM HY
SP QU_Pf QU_Pi SP HY CM ; SY ; SY
SP QU_Pf QU_Pi SP HY CM ; NU ; NU
SP QU_Pf QU_Pi SP HY CM ; CLmEastAsian ; CLmEastAsian
SP QU_Pf QU_Pi SP HY CM ; QU_Pi ; QUmPimPf
SP QU_Pf QU_Pi SP HY CM ; QU_Pf ; BAmEastAsian CM QU_Pf
SP QU_Pf QU_Pi SP HY CM ; HH ; BAmEastAsian
SP QU_Pf QU_Pi SP HY CM ; HL ; HL
SP QU_Pf QU_Pi SP HY CM ; NSmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi SP HY CM ; ZW ; ZW
SP QU_Pf QU_Pi SP HY CM ; ZWJ ; SP QU_Pf QU_Pi SP HY ZWJ
SP QU_Pf QU_Pi SP HY CM ; INmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi SP HY CM ; WJ ; WJ
SP QU_Pf QU_Pi SP HY CM ; CL_EastAsian ; CL_EastAsian
SP QU_Pf QU_Pi SP HY CM ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
SP QU_Pf QU_Pi SP HY CM ; AL_DottedCircle ; AL_DottedCircle
SP QU_Pf QU_Pi SP HY CM ; BA_EastAsian ; BA_EastAsian
SP QU_Pf QU_Pi SP HY CM ; NS_EastAsian|CJ ; CJ
SP QU_Pf QU_Pi SP HY CM ; EX_EastAsian ; CJ
SP QU_Pf QU_Pi SP HY CM ; IN_EastAsian ; CJ
SP QU_Pf QU_Pi SP HY CM ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
SP QU_Pf QU_Pi SP HY CM ; SAmMnmMc ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi SP HY CM ; SA_Mn|SA_Mc ; SP QU_Pf QU_Pi SP HY CM
SP QU_Pf QU_Pi SP HY ZWJ ; CM ; SP QU_Pf QU_Pi SP HY CM
SP QU_Pf QU_Pi SP HY ZWJ ; BAmEastAsian ; BAmEastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; LF ; LF
SP QU_Pf QU_Pi SP HY ZWJ ; BK|NL ; LF
SP QU_Pf QU_Pi SP HY ZWJ ; CR ; CR
SP QU_Pf QU_Pi SP HY ZWJ ; SP ; SP
SP QU_Pf QU_Pi SP HY ZWJ ; EXmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; QUmPimPf ; QUmPimPf
SP QU_Pf QU_Pi SP HY ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi SP HY ZWJ ; PRmEastAsian ; PRmEastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; POmEastAsian ; POmEastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; OPmEastAsian ; OPmEastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; CP ; CP
SP QU_Pf QU_Pi SP HY ZWJ ; IS ; IS
SP QU_Pf QU_Pi SP HY ZWJ ; HY ; CM HY
SP QU_Pf QU_Pi SP HY ZWJ ; SY ; SY
SP QU_Pf QU_Pi SP HY ZWJ ; NU ; NU
SP QU_Pf QU_Pi SP HY ZWJ ; CLmEastAsian ; CLmEastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; GLmEastAsian ; GLmEastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; QU_Pi ; QUmPimPf
SP QU_Pf QU_Pi SP HY ZWJ ; BB ; BB
SP QU_Pf QU_Pi SP HY ZWJ ; QU_Pf ; BAmEastAsian CM QU_Pf
SP QU_Pf QU_Pi SP HY ZWJ ; HH ; BAmEastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; HL ; HL
SP QU_Pf QU_Pi SP HY ZWJ ; JL ; JL
SP QU_Pf QU_Pi SP HY ZWJ ; JV ; JV
SP QU_Pf QU_Pi SP HY ZWJ ; JT ; JT
SP QU_Pf QU_Pi SP HY ZWJ ; NSmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; AK ; AK
SP QU_Pf QU_Pi SP HY ZWJ ; VI ; EXmEastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; AS ; AK
SP QU_Pf QU_Pi SP HY ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
SP QU_Pf QU_Pi SP HY ZWJ ; VF ; EXmEastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; ZW ; ZW
SP QU_Pf QU_Pi SP HY ZWJ ; ZWJ ; SP QU_Pf QU_Pi SP HY ZWJ
SP QU_Pf QU_Pi SP HY ZWJ ; B2 ; B2
SP QU_Pf QU_Pi SP HY ZWJ ; INmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; WJ ; WJ
SP QU_Pf QU_Pi SP HY ZWJ ; PR_EastAsian ; PR_EastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; ID_EastAsian ; ID_EastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; OP_EastAsian ; OP_EastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; CL_EastAsian ; CL_EastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; AL_DottedCircle ; AL_DottedCircle
SP QU_Pf QU_Pi SP HY ZWJ ; EBmEastAsian ; EBmEastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; EB_EastAsian ; EB_EastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; BA_EastAsian ; BA_EastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; NS_EastAsian|CJ ; CJ
SP QU_Pf QU_Pi SP HY ZWJ ; H2 ; H2
SP QU_Pf QU_Pi SP HY ZWJ ; H3 ; H3
SP QU_Pf QU_Pi SP HY ZWJ ; EX_EastAsian ; CJ
SP QU_Pf QU_Pi SP HY ZWJ ; IN_EastAsian ; CJ
SP QU_Pf QU_Pi SP HY ZWJ ; PO_EastAsian ; PO_EastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; CB ; CB
SP QU_Pf QU_Pi SP HY ZWJ ; AP ; AP
SP QU_Pf QU_Pi SP HY ZWJ ; GL_EastAsian ; GL_EastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
SP QU_Pf QU_Pi SP HY ZWJ ; RI ; RI
SP QU_Pf QU_Pi SP HY ZWJ ; EM ; ID_EastAsian
SP QU_Pf QU_Pi SP HY ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
SP QU_Pf QU_Pi SP HY ZWJ ; SAmMnmMc ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi SP HY ZWJ ; SA_Mn|SA_Mc ; SP QU_Pf QU_Pi SP HY CM
SP QU_Pf QU_Pi SP HH CM ; CM ; SP QU_Pf QU_Pi SP HH CM
SP QU_Pf QU_Pi SP HH CM ; BAmEastAsian ; BAmEastAsian
SP QU_Pf QU_Pi SP HH CM ; LF ; LF
SP QU_Pf QU_Pi SP HH CM ; BK|NL ; LF
SP QU_Pf QU_Pi SP HH CM ; CR ; CR
SP QU_Pf QU_Pi SP HH CM ; SP ; SP
SP QU_Pf QU_Pi SP HH CM ; EXmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi SP HH CM ; QUmPimPf ; QUmPimPf
SP QU_Pf QU_Pi SP HH CM ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi SP HH CM ; CP ; CP
SP QU_Pf QU_Pi SP HH CM ; IS ; IS
SP QU_Pf QU_Pi SP HH CM ; HY ; CM HY
SP QU_Pf QU_Pi SP HH CM ; SY ; SY
SP QU_Pf QU_Pi SP HH CM ; CLmEastAsian ; CLmEastAsian
SP QU_Pf QU_Pi SP HH CM ; QU_Pi ; QUmPimPf
SP QU_Pf QU_Pi SP HH CM ; QU_Pf ; BAmEastAsian CM QU_Pf
SP QU_Pf QU_Pi SP HH CM ; HH ; BAmEastAsian
SP QU_Pf QU_Pi SP HH CM ; HL ; HL
SP QU_Pf QU_Pi SP HH CM ; NSmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi SP HH CM ; ZW ; ZW
SP QU_Pf QU_Pi SP HH CM ; ZWJ ; SP QU_Pf QU_Pi SP HH ZWJ
SP QU_Pf QU_Pi SP HH CM ; INmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi SP HH CM ; WJ ; WJ
SP QU_Pf QU_Pi SP HH CM ; CL_EastAsian ; CL_EastAsian
SP QU_Pf QU_Pi SP HH CM ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
SP QU_Pf QU_Pi SP HH CM ; AL_DottedCircle ; AL_DottedCircle
SP QU_Pf QU_Pi SP HH CM ; BA_EastAsian ; BA_EastAsian
SP QU_Pf QU_Pi SP HH CM ; NS_EastAsian|CJ ; CJ
SP QU_Pf QU_Pi SP HH CM ; EX_EastAsian ; CJ
SP QU_Pf QU_Pi SP HH CM ; IN_EastAsian ; CJ
SP QU_Pf QU_Pi SP HH CM ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
SP QU_Pf QU_Pi SP HH CM ; SAmMnmMc ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi SP HH CM ; SA_Mn|SA_Mc ; SP QU_Pf QU_Pi SP HH CM
SP QU_Pf QU_Pi SP HH ZWJ ; CM ; SP QU_Pf QU_Pi SP HH CM
SP QU_Pf QU_Pi SP HH ZWJ ; BAmEastAsian ; BAmEastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; LF ; LF
SP QU_Pf QU_Pi SP HH ZWJ ; BK|NL ; LF
SP QU_Pf QU_Pi SP HH ZWJ ; CR ; CR
SP QU_Pf QU_Pi SP HH ZWJ ; SP ; SP
SP QU_Pf QU_Pi SP HH ZWJ ; EXmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; QUmPimPf ; QUmPimPf
SP QU_Pf QU_Pi SP HH ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi SP HH ZWJ ; PRmEastAsian ; PRmEastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; POmEastAsian ; POmEastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; OPmEastAsian ; OPmEastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; CP ; CP
SP QU_Pf QU_Pi SP HH ZWJ ; IS ; IS
SP QU_Pf QU_Pi SP HH ZWJ ; HY ; CM HY
SP QU_Pf QU_Pi SP HH ZWJ ; SY ; SY
SP QU_Pf QU_Pi SP HH ZWJ ; NU ; NU
SP QU_Pf QU_Pi SP HH ZWJ ; CLmEastAsian ; CLmEastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; GLmEastAsian ; GLmEastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; QU_Pi ; QUmPimPf
SP QU_Pf QU_Pi SP HH ZWJ ; BB ; BB
SP QU_Pf QU_Pi SP HH ZWJ ; QU_Pf ; BAmEastAsian CM QU_Pf
SP QU_Pf QU_Pi SP HH ZWJ ; HH ; BAmEastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; HL ; HL
SP QU_Pf QU_Pi SP HH ZWJ ; JL ; JL
SP QU_Pf QU_Pi SP HH ZWJ ; JV ; JV
SP QU_Pf QU_Pi SP HH ZWJ ; JT ; JT
SP QU_Pf QU_Pi SP HH ZWJ ; NSmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; AK ; AK
SP QU_Pf QU_Pi SP HH ZWJ ; VI ; EXmEastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; AS ; AK
SP QU_Pf QU_Pi SP HH ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
SP QU_Pf QU_Pi SP HH ZWJ ; VF ; EXmEastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; ZW ; ZW
SP QU_Pf QU_Pi SP HH ZWJ ; ZWJ ; SP QU_Pf QU_Pi SP HH ZWJ
SP QU_Pf QU_Pi SP HH ZWJ ; B2 ; B2
SP QU_Pf QU_Pi SP HH ZWJ ; INmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; WJ ; WJ
SP QU_Pf QU_Pi SP HH ZWJ ; PR_EastAsian ; PR_EastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; ID_EastAsian ; ID_EastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; OP_EastAsian ; OP_EastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; CL_EastAsian ; CL_EastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; AL_DottedCircle ; AL_DottedCircle
SP QU_Pf QU_Pi SP HH ZWJ ; EBmEastAsian ; EBmEastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; EB_EastAsian ; EB_EastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; BA_EastAsian ; BA_EastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; NS_EastAsian|CJ ; CJ
SP QU_Pf QU_Pi SP HH ZWJ ; H2 ; H2
SP QU_Pf QU_Pi SP HH ZWJ ; H3 ; H3
SP QU_Pf QU_Pi SP HH ZWJ ; EX_EastAsian ; CJ
SP QU_Pf QU_Pi SP HH ZWJ ; IN_EastAsian ; CJ
SP QU_Pf QU_Pi SP HH ZWJ ; PO_EastAsian ; PO_EastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; CB ; CB
SP QU_Pf QU_Pi SP HH ZWJ ; AP ; AP
SP QU_Pf QU_Pi SP HH ZWJ ; GL_EastAsian ; GL_EastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
SP QU_Pf QU_Pi SP HH ZWJ ; RI ; RI
SP QU_Pf QU_Pi SP HH ZWJ ; EM ; ID_EastAsian
SP QU_Pf QU_Pi SP HH ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
SP QU_Pf QU_Pi SP HH ZWJ ; SAmMnmMc ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi SP HH ZWJ ; SA_Mn|SA_Mc ; SP QU_Pf QU_Pi SP HH CM
SP QU_Pf QU_Pi QU_Pi SP CM ; CM ; SP QU_Pf QU_Pi QU_Pi SP CM
SP QU_Pf QU_Pi QU_Pi SP CM ; BAmEastAsian ; BAmEastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; LF ; LF
SP QU_Pf QU_Pi QU_Pi SP CM ; BK|NL ; LF
SP QU_Pf QU_Pi QU_Pi SP CM ; CR ; CR
SP QU_Pf QU_Pi QU_Pi SP CM ; SP ; SP
SP QU_Pf QU_Pi QU_Pi SP CM ; EXmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; QUmPimPf ; QUmPimPf
SP QU_Pf QU_Pi QU_Pi SP CM ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi QU_Pi SP CM ; PRmEastAsian ; PRmEastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; POmEastAsian ; POmEastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; OPmEastAsian ; OPmEastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; CP ; CP
SP QU_Pf QU_Pi QU_Pi SP CM ; IS ; IS
SP QU_Pf QU_Pi QU_Pi SP CM ; HY ; CM HY
SP QU_Pf QU_Pi QU_Pi SP CM ; SY ; SY
SP QU_Pf QU_Pi QU_Pi SP CM ; NU ; NU
SP QU_Pf QU_Pi QU_Pi SP CM ; CLmEastAsian ; CLmEastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; GLmEastAsian ; GLmEastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; QU_Pi ; QUmPimPf
SP QU_Pf QU_Pi QU_Pi SP CM ; QU_Pf ; QUmPimPf
SP QU_Pf QU_Pi QU_Pi SP CM ; HH ; BAmEastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; HL ; HL
SP QU_Pf QU_Pi QU_Pi SP CM ; NSmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; ZW ; ZW
SP QU_Pf QU_Pi QU_Pi SP CM ; ZWJ ; SP QU_Pf QU_Pi QU_Pi SP ZWJ
SP QU_Pf QU_Pi QU_Pi SP CM ; INmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; WJ ; WJ
SP QU_Pf QU_Pi QU_Pi SP CM ; PR_EastAsian ; PR_EastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; CL_EastAsian ; CL_EastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; AL_DottedCircle ; AL_DottedCircle
SP QU_Pf QU_Pi QU_Pi SP CM ; BA_EastAsian ; BA_EastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; NS_EastAsian|CJ ; CJ
SP QU_Pf QU_Pi QU_Pi SP CM ; EX_EastAsian ; CJ
SP QU_Pf QU_Pi QU_Pi SP CM ; IN_EastAsian ; CJ
SP QU_Pf QU_Pi QU_Pi SP CM ; PO_EastAsian ; PO_EastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; GL_EastAsian ; GL_EastAsian
SP QU_Pf QU_Pi QU_Pi SP CM ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
SP QU_Pf QU_Pi QU_Pi SP CM ; SAmMnmMc ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi QU_Pi SP CM ; SA_Mn|SA_Mc ; SP QU_Pf QU_Pi QU_Pi SP CM
SP QU_Pf QU_Pi QU_Pi SP HY ; CM ; SP QU_Pf QU_Pi QU_Pi SP HY CM
SP QU_Pf QU_Pi QU_Pi SP HY ; BAmEastAsian ; BAmEastAsian
SP QU_Pf QU_Pi QU_Pi SP HY ; LF ; LF
SP QU_Pf QU_Pi QU_Pi SP HY ; BK|NL ; LF
SP QU_Pf QU_Pi QU_Pi SP HY ; CR ; CR
SP QU_Pf QU_Pi QU_Pi SP HY ; SP ; SP
SP QU_Pf QU_Pi QU_Pi SP HY ; EXmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi QU_Pi SP HY ; QUmPimPf ; QUmPimPf
SP QU_Pf QU_Pi QU_Pi SP HY ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi QU_Pi SP HY ; CP ; CP
SP QU_Pf QU_Pi QU_Pi SP HY ; IS ; IS
SP QU_Pf QU_Pi QU_Pi SP HY ; HY ; CM HY
SP QU_Pf QU_Pi QU_Pi SP HY ; SY ; SY
SP QU_Pf QU_Pi QU_Pi SP HY ; NU ; NU
SP QU_Pf QU_Pi QU_Pi SP HY ; CLmEastAsian ; CLmEastAsian
SP QU_Pf QU_Pi QU_Pi SP HY ; QU_Pi ; QUmPimPf
SP QU_Pf QU_Pi QU_Pi SP HY ; QU_Pf ; BAmEastAsian QU_Pf
SP QU_Pf QU_Pi QU_Pi SP HY ; HH ; BAmEastAsian
SP QU_Pf QU_Pi QU_Pi SP HY ; HL ; HL
SP QU_Pf QU_Pi QU_Pi SP HY ; NSmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi QU_Pi SP HY ; ZW ; ZW
SP QU_Pf QU_Pi QU_Pi SP HY ; ZWJ ; SP QU_Pf QU_Pi QU_Pi SP HY ZWJ
SP QU_Pf QU_Pi QU_Pi SP HY ; INmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi QU_Pi SP HY ; WJ ; WJ
SP QU_Pf QU_Pi QU_Pi SP HY ; CL_EastAsian ; CL_EastAsian
SP QU_Pf QU_Pi QU_Pi SP HY ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
SP QU_Pf QU_Pi QU_Pi SP HY ; AL_DottedCircle ; AL_DottedCircle
SP QU_Pf QU_Pi QU_Pi SP HY ; BA_EastAsian ; BA_EastAsian
SP QU_Pf QU_Pi QU_Pi SP HY ; NS_EastAsian|CJ ; CJ
SP QU_Pf QU_Pi QU_Pi SP HY ; EX_EastAsian ; CJ
SP QU_Pf QU_Pi QU_Pi SP HY ; IN_EastAsian ; CJ
SP QU_Pf QU_Pi QU_Pi SP HY ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
SP QU_Pf QU_Pi QU_Pi SP HY ; SAmMnmMc ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi QU_Pi SP HY ; SA_Mn|SA_Mc ; SP QU_Pf QU_Pi QU_Pi SP HY CM
SP QU_Pf QU_Pi QU_Pi SP HH ; CM ; SP QU_Pf QU_Pi QU_Pi SP HH CM
SP QU_Pf QU_Pi QU_Pi SP HH ; BAmEastAsian ; BAmEastAsian
SP QU_Pf QU_Pi QU_Pi SP HH ; LF ; LF
SP QU_Pf QU_Pi QU_Pi SP HH ; BK|NL ; LF
SP QU_Pf QU_Pi QU_Pi SP HH ; CR ; CR
SP QU_Pf QU_Pi QU_Pi SP HH ; SP ; SP
SP QU_Pf QU_Pi QU_Pi SP HH ; EXmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi QU_Pi SP HH ; QUmPimPf ; QUmPimPf
SP QU_Pf QU_Pi QU_Pi SP HH ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi QU_Pi SP HH ; CP ; CP
SP QU_Pf QU_Pi QU_Pi SP HH ; IS ; IS
SP QU_Pf QU_Pi QU_Pi SP HH ; HY ; CM HY
SP QU_Pf QU_Pi QU_Pi SP HH ; SY ; SY
SP QU_Pf QU_Pi QU_Pi SP HH ; CLmEastAsian ; CLmEastAsian
SP QU_Pf QU_Pi QU_Pi SP HH ; QU_Pi ; QUmPimPf
SP QU_Pf QU_Pi QU_Pi SP HH ; QU_Pf ; BAmEastAsian QU_Pf
SP QU_Pf QU_Pi QU_Pi SP HH ; HH ; BAmEastAsian
SP QU_Pf QU_Pi QU_Pi SP HH ; HL ; HL
SP QU_Pf QU_Pi QU_Pi SP HH ; NSmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi QU_Pi SP HH ; ZW ; ZW
SP QU_Pf QU_Pi QU_Pi SP HH ; ZWJ ; SP QU_Pf QU_Pi QU_Pi SP HH ZWJ
SP QU_Pf QU_Pi QU_Pi SP HH ; INmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi QU_Pi SP HH ; WJ ; WJ
SP QU_Pf QU_Pi QU_Pi SP HH ; CL_EastAsian ; CL_EastAsian
SP QU_Pf QU_Pi QU_Pi SP HH ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
SP QU_Pf QU_Pi QU_Pi SP HH ; AL_DottedCircle ; AL_DottedCircle
SP QU_Pf QU_Pi QU_Pi SP HH ; BA_EastAsian ; BA_EastAsian
SP QU_Pf QU_Pi QU_Pi SP HH ; NS_EastAsian|CJ ; CJ
SP QU_Pf QU_Pi QU_Pi SP HH ; EX_EastAsian ; CJ
SP QU_Pf QU_Pi QU_Pi SP HH ; IN_EastAsian ; CJ
SP QU_Pf QU_Pi QU_Pi SP HH ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
SP QU_Pf QU_Pi QU_Pi SP HH ; SAmMnmMc ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi QU_Pi SP HH ; SA_Mn|SA_Mc ; SP QU_Pf QU_Pi QU_Pi SP HH CM
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; CM ; SP QU_Pf QU_Pi QU_Pi SP CM
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; BAmEastAsian ; BAmEastAsian
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; LF ; LF
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; BK|NL ; LF
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; CR ; CR
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; SP ; SP
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; EXmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; QUmPimPf ; QUmPimPf
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; PRmEastAsian ; PRmEastAsian
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; POmEastAsian ; POmEastAsian
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; OPmEastAsian ; OPmEastAsian
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; CP ; CP
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; IS ; IS
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; HY ; CM HY
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; SY ; SY
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; NU ; NU
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; CLmEastAsian ; CLmEastAsian
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; GLmEastAsian ; GLmEastAsian
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; QU_Pi ; QUmPimPf
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; BB ; BB
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; QU_Pf ; QUmPimPf
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; HH ; BAmEastAsian
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; HL ; HL
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; JL ; JL
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; JV ; JV
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; JT ; JT
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; NSmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; AK ; AK
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; VI ; EXmEastAsian
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; AS ; AK
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; VF ; EXmEastAsian
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; ZW ; ZW
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; ZWJ ; SP QU_Pf QU_Pi QU_Pi SP ZWJ
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; B2 ; B2
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; INmEastAsian ; EXmEastAsian
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; WJ ; WJ
SP QU_Pf QU_Pi QU_Pi SP ZWJ ; PR_EastAsian ; PR_EastAsian
