4E1F	7742
4E26	6582
4E2B	7002
4E30	6612
4E31	5762
4E67	6174
4E6C	5608
4E7C	7779
4E8F	7314
4E99	5966
4E9F	5941
4EB3	6517
4EB4	7315
4EB9	6485
4EC6	6618
4EDE	7460
4EE1	8511
4EEE	5501
4EF3	6675
4EF5	7203
4EFF	6536
4F00	7728
4F30	5674
4F42	7650
4F49	5835
4F4B	6868
4F53	6645
4F54	7633
4F56	8257
4F57	8112
4F5D	5836
4F5E	6031
4F5F	8169
4F6A	8443
4F78	5777
4F79	5908
4F7B	7686
4F7C	5816
4F7D	7832
4F89	5744
4F94	6441
4F97	6149
4F9A	6937
4F9C	7743
4FB2	7811
4FBB	8139
4FC1	7316
4FC5	5837
4FCC	6590
4FCF	6869
4FD0	6356
4FD8	6619
4FDB	6433
4FE3	7204
4FF0	8412
4FF4	7916
4FF6	6930
4FFE	6676
5000	7869
5005	6948
500F	6931
5014	5891
5018	6094
5022	7952
5025	5732
5029	7917
502E	6183
5030	6354
5044	6017
504A	7317
504E	7271
5053	7013
5056	7833
5058	5522
5060	7280
5062	7972
506A	8269
5070	6840
5072	6957
508B	5555
5092	8369
5094	5633
5096	7870
509A	8456
509B	7304
509D	8143
509E	6741
50A2	5502
50AE	7687
50B4	5838
50BD	7530
50BF	7111
50C2	6332
50C4	8236
50DB	5968
50E2	7918
50E6	8027
50E9	8284
50EC	7973
50EE	6150
50F5	5556
50FE	7052
5102	6041
5103	7919
5107	8343
510B	6082
5110	6724
5113	6117
5114	7744
5115	7669
5117	7436
5118	7812
511A	6427
511B	6472
511C	6032
5122	6227
5124	8224
5125	7408
5127	7843
512B	8377
5131	6301
5133	7853
5135	6932
5139	7844
513B	6101
5155	6958
5157	7134
515A	6102
5189	7150
518F	5642
5193	5839
5198	7371
51A3	8069
51A4	7341
51B0	6737
51B1	8378
51B2	8061
51C5	5675
51CA	7957
51D2	7437
51D4	7871
51DB	6351
51E0	5909
51E9	6456
51ED	6738
51F3	6175
51F4	6739
5201	7688
5213	7259
5216	7355
5226	5613
5227	5614
5231	7872
5232	5922
5233	5676
5244	5643
5249	7738
5255	6677
5257	7519
525A	6742
525E	5969
525F	7934
5274	5572
5277	6764
527A	6357
5282	5910
5293	7438
5297	7845
5298	6384
52AC	5840
52AD	7974
52CC	5902
52E0	6344
52E1	8237
52E6	7975
5301	6478
5302	6024
5303	5573
530A	5884
530C	8305
5327	8357
5331	5911
5336	5841
533D	7112
533E	8203
5345	6779
5361	7525
536C	7047
536E	8074
5372	6870
5373	7781
5378	6743
5379	8502
537A	5945
537B	5516
537E	7014
5396	6537
539D	7689
53AA	5946
53AE	6959
53B2	6228
53B9	5842
53C5	7854
53DF	6909
53E6	6259
53E8	6123
53EE	7651
53F4	5843
53F5	8171
53F6	8358
5401	7318
540B	8013
542C	7414
542E	7584
5436	6054
543D	8464
5440	8270
5446	6415
544E	7907
545D	7072
5462	6059
5464	6260
5466	7372
546B	7953
5470	7479
5476	6035
547F	5582
5484	6147
5487	8258
548B	6744
548D	8317
548F	7166
5496	5503
54A0	7826
54A2	7015
54A5	8521
54AF	5517
54BB	8491
54BC	5794
54BF	7446
54C2	6977
54C3	6151
54C6	8075
54C7	7250
54E6	7003
54E9	6358
54F1	6531
54FD	5644
54FF	5504
5509	7053
550F	8522
5514	7205
552B	5955
552E	6910
5533	6229
553C	6780
5540	7054
5542	6052
5557	6083
555C	7935
557B	6960
557D	7036
557E	8028
5581	7241
5583	6021
558B	7954
5591	7428
5593	7281
5594	7016
559E	7782
559F	7357
55A3	8465
55A4	8436
55A8	6221
55B0	6974
55C9	6871
55D1	8306
55DB	5634
55E0	6192
55E2	7239
55F7	7206
55FF	8140
5604	5817
5608	7690
560C	8238
560D	6333
560E	7028
5610	5818
5612	8370
5616	7890
5629	8413
562C	8019
5637	8379
5638	6473
5639	6319
563B	8523
563F	6477
5641	7207
5642	7764
5649	6084
564B	8159
564D	7976
564E	7149
564F	8517
5664	5956
5665	6042
5669	7017
566A	7691
566C	6807
566D	5819
566F	7055
5672	8110
5676	5533
5678	8160
567A	6978
5680	6033
5684	8452
5687	8271
568F	7961
5699	5820
569A	7415
56B3	5709
56B6	7076
56C0	7585
56C1	6855
56C2	8457
56C3	7526
56C8	7178
56C9	6184
56DF	6979
56E6	7135
56EB	8406
56EE	7251
56F7	5939
56FF	7373
5701	7416
