1F602; 502610257
2665; 461652741
2764; 222056019
1F60D; 218580696
1F612; 213716963
1F44C; 169144270
263A; 169127609
1F60A; 166956195
1F618; 161772530
1F62D; 155739208
1F629; 148995414
1F495; 143046048
1F614; 136311537
1F60F; 121993043
1F601; 115996765
1F633; 81792356
1F64C; 72814683
1F44D; 71722416
270C; 66652614
1F64F; 65569077
1F609; 64575746
1F60C; 62653453
1F481; 61777816
1F648; 60976969
1F60E; 56315695
1F3B6; 50188757
1F440; 49461718
1F611; 48435439
1F634; 47745274
1F604; 47599660
1F61C; 45719551
1F60B; 44938779
1F61E; 44318215
1F44F; 42288222
1F4AF; 42209312
1F622; 41977928
1F64A; 40861123
270B; 40661468
1F615; 39940510
1F49C; 39032114
1F610; 37761213
1F496; 36753458
1F499; 35161438
1F494; 33997263
1F605; 33683033
2728; 33605051
1F621; 32600841
1F62A; 32302026
1F631; 31931392
1F48B; 31638469
1F62B; 31602175
1F497; 29925484
2600; 29218867
1F44A; 27709371
1F49E; 27575212
1F603; 27292973
1F608; 26771323
1F338; 26089435
1F61D; 25669350
1F498; 25253042
1F624; 24986705
1F44B; 24175742
2714; 23513928
1F339; 22928502
1F637; 22775507
1F623; 21121503
1F4AA; 20473609
1F389; 20420734
1F49B; 20246565
1F49A; 18398842
1F616; 18338486
1F63B; 17971088
1F613; 17835785
1F606; 17697608
1F52B; 17304838
1F645; 17090730
1F620; 16901561
1F61A; 16840530
1F62C; 16662089
1F64B; 16097744
1F625; 15983980
270A; 15702035
1F31A; 15370604
1F3A7; 15122910
1F480; 15080558
1F44E; 14688137
1F483; 14122521
1F525; 13936652
1F61B; 13837578
1F636; 13603371
1F449; 13432529
25B6; 12384593
1F427; 12284044
1F600; 12255695
2611; 12036174
1F31F; 11924540
1F4A9; 11537380
1F493; 11463337
1F451; 11343451
1F6B6; 11062747
1F448; 10694605
00A9; 10571844
1F630; 10493744
1F355; 10277894
1F3B5; 9262746
1F646; 9203041
1F450; 9167844
2708; 9048767
1F4A4; 9045255
1F4A5; 8688494
1F48E; 8485602
1F607; 8228606
1F31E; 8166504
1F647; 8120313
274C; 8068824
1F46F; 7885247
1F4AB; 7850614
1F47D; 7758905
1F445; 7733443
1F485; 7537561
1F61F; 7493378
1F380; 7404283
1F639; 7348662
2663; 7212022
1F628; 7148300
1F33A; 6888445
25C0; 6690757
261D; 6654714
1F30D; 6650400
2716; 6592970
1F47C; 6563512
1F447; 6447124
1F340; 6392071
1F388; 6287787
1F3C3; 6226570
2601; 6212381
1F4A6; 6211225
1F4AD; 6167225
2757; 5843608
2744; 5808399
1F64D; 5633112
1F635; 5586382
2B50; 5583712
1F46B; 5565544
1F649; 5545116
1F436; 5488736
1F47B; 5430414
2668; 5419333
1F3A4; 5409898
1F343; 5384667
1F48F; 5311704
1F534; 5306174
1F334; 5298810
1F3C0; 5266114
1F4B0; 5255942
1F33B; 5159267
1F37B; 5140485
1F446; 5055790
1F30E; 5048125
26BD; 4965565
1F319; 4930545
1F46D; 4920869
1F300; 4769297
1F381; 4746570
2705; 4738657
1F4A8; 4662096
1F62E; 4642774
1F62F; 4640770
1F4D5; 4538178
1F632; 4507150
1F478; 4469274
1F619; 4418457
1F49D; 4405291
1F431; 4404056
1F48D; 4347869
1F33F; 4341800
1F486; 4299973
