1F31D; 4276173
1F63F; 4271152
203C; 4256023
1F490; 4249906
1F627; 4248731
1F335; 4246168
2B55; 4203888
1F52A; 4111497
1F1FA 1F1F8; 4023456
27A1; 4021467
2615; 3951222
1F3B8; 3897853
1F337; 3767033
1F382; 3724594
2614; 3678959
1F4B8; 3643859
260E; 3638155
1F3C8; 3578385
26C4; 3525652
1F38A; 3509029
1F346; 3492869
1F384; 3456450
1F4A3; 3446050
1F47F; 3428461
2666; 3264970
1F626; 3264092
1F47E; 3256876
1F63C; 3178179
1F476; 3174278
1F30F; 3168370
26A1; 3141793
1F3A5; 3126867
1F308; 3102092
1F49F; 3072675
25AA; 3042715
1F680; 3025369
1F491; 2979506
1F638; 2965505
1F63D; 2956859
1F341; 2939465
0031 20E3; 2897715
1F640; 2877952
1F34C; 2846313
1F437; 2805670
1F385; 2747037
1F3AE; 2718449
1F42F; 2709512
1F369; 2702351
1F30A; 2702236
1F51E; 2677406
1F444; 2646176
1F4F7; 2635254
1F422; 2630784
1F374; 2613020
2660; 2607585
2B05; 2562594
1F33C; 2531400
0032 20E3; 2517650
1F4BF; 2512555
1F35F; 2491520
1F482; 2483793
1F6AC; 2478486
1F43C; 2448461
26C5; 2441446
1F37A; 2406963
1F383; 2392813
1F463; 2355637
1F349; 2327575
1F697; 2305171
1F4A2; 2303563
1F342; 2298181
1F3C6; 2298056
1F354; 2267346
1F197; 2222304
1F36D; 2199193
1F468; 2170526
1F52E; 2166989
1F617; 2135842
1F3BC; 2125983
1F366; 2075890
1F36A; 2068797
1F377; 2068350
1F4F1; 2046952
2122; 2041292
1F370; 2010775
1F479; 2001563
1F4F2; 1996999
267B; 1992167
1F64E; 1945966
0033 20E3; 1905345
1F489; 1897673
1F438; 1893820
1F433; 1887959
1F412; 1877069
1F4B5; 1869047
1F63A; 1865526
1F379; 1865333
1F36B; 1843474
1F43B; 1835181
1F487; 1832993
1F63E; 1784292
1F3CA; 1783386
1F41D; 1782110
1F6A8; 1775921
1F6AB; 1765678
1F40D; 1753261
1F423; 1747849
1F378; 1737519
1F51D; 1718266
1F430; 1715124
1F315; 1657548
00AE; 1655807
1F42C; 1639510
1F311; 1635902
1F48C; 1631193
1F469; 1615341
2709; 1610758
1F43E; 1596414
1F353; 1596257
1F4BB; 1570259
1F418; 1562807
1F4DA; 1561181
26A0; 1557176
2702; 1556051
1F34D; 1532415
1F473; 1523625
1F475; 1520480
1F4FA; 1514430
1F352; 1512911
1F33E; 1501516
26BE; 1493520
0034 20E3; 1487638
1F351; 1486049
1F30C; 1485247
1F390; 1482380
1F192; 1478438
1F425; 1456996
1F46A; 1448743
1F1EE 1F1F9; 1430130
1F1EB 1F1F7; 1427770
1F50A; 1416664
1F419; 1414490
1F371; 1413301
1F467; 1399908
1F50B; 1387784
1F393; 1380911
1F698; 1359818
2753; 1352806
1F460; 1350277
1F459; 1348498
1F357; 1346461
1F484; 1329993
1F3E1; 1328524
1F198; 1316303
1F4E2; 1298984
1F443; 1288508
1F4AC; 1280095
1F239; 1276743
1F4DD; 1275385
1F6BF; 1275226
1F466; 1259081
1F46C; 1245465
1F313; 1237589
1F3AC; 1229249
1F312; 1221450
1F34E; 1216783
1F314; 1205216
1F45F; 1204192
1F442; 1202975
2B07; 1193549
2693; 1184124
26AA; 1179661
1F453; 1176479
1F317; 1167848
1F4D6; 1158069
1F3EA; 1155458
1F35D; 1150645
1F435; 1145808
1F474; 1142253
1F318; 1139677
1F470; 1137139
0035 20E3; 1136123
1F420; 1133576
1F4DE; 1132396
1F316; 1125693
1F510; 1121613
1F31B; 1117969
1F48A; 1112820
270F; 1102307
1F347; 1101240
1F428; 1087635
26AB; 1077744
1F1EC 1F1E7; 1074682
1F305; 1068872
1F36C; 1052265
1F35C; 1026910
1F41F; 1019978
1F519; 1017275
1F434; 1012570
1F40B; 995014
1F4A7; 993999
1F386; 972389
1F31C; 967063
1F43D; 953161
1F414; 944928
2733; 939369
1F472; 934793
1F3C4; 930496
1F457; 922555
1F3A8; 921366
1F3E0; 910747
1F344; 906048
1F34A; 900753
1F170; 881022
1F3A3; 877371
1F5FF; 863762
2197; 857724
1F4A1; 851049
1F303; 846832
1F367; 844466
1F699; 837587
1F535; 833062
1F373; 814883
1F42E; 811471
1F365; 801711
1F42D; 792232
1F333; 783944
1F331; 768357
1F47A; 759154
1F3A9; 756070
1F34B; 753459
1F6B2; 750696
231A; 748898
24C2; 747285
1F43A; 744783
1F426; 744359
1F35E; 743004
1F46E; 741839
1F1E9 1F1EA; 741353
1F332; 740034
3030; 733787
1F364; 733782
1F6C0; 730030
1F511; 716372
1F411; 714224
1F320; 712826
1F506; 709921
1F3BE; 702648
0036 20E3; 692157
2199; 687782
1F539; 682270
1F40E; 681566
1F471; 680891
2755; 673303
21AA; 666731
23F0; 666348
1F3AD; 660121
26FD; 647390
0037 20E3; 646179
1F1EA 1F1F8; 645650
1F375; 633305
1F3C1; 624291
26F3; 620139
1F528; 619005
23E9; 609384
1F456; 606509
1F424; 604763
2198; 602795
1F6AE; 602120
1F41B; 593592
2B06; 587690
1F50C; 586147
1F34F; 585678
1F363; 585395
1F37C; 583573
1F512; 582743
1F199; 575341
1F195; 574087
1F35A; 555471
1F40A; 546869
1F439; 545758
27B0; 542541
1F33D; 541669
264B; 539159
1F17E; 537317
1F356; 537271
1F531; 534295
2935; 530361
1F372; 528710
0030 20E3; 524797
1F41E; 522408
21A9; 522038
1F193; 520853
1F40C; 518487
2734; 514267
1F3AF; 510958
1F413; 510240
1F304; 505995
2049; 504910
2196; 500925
2747; 499956
1F41A; 498417
1F6A3; 494975
1F41C; 491208
1F387; 491063
1F454; 489545
1F464; 489105
1F368; 482122
1F518; 479754
1F5FD; 474900
1F35B; 469778
2712; 469197
1F42A; 467112
1F4A0; 464917
1F465; 464645
1F477; 462812
1F3E5; 461466
1F36F; 459833
1F38E; 456367
3299; 456078
3297; 454084
1F429; 449905
1F4E3; 448657
1F36E; 447725
1F53A; 447689
1F682; 445905
1F45C; 444585
1F307; 440901
1F6BC; 439311
1F4B2; 437458
1F6AA; 436888
1F6BD; 434356
2648; 430543
1F513; 428557
264F; 428297
1F532; 427810
1F4AE; 427092
1F51C; 423468
1F3B1; 422710
1F171; 419676
1F492; 418038
1F42B; 417775
1F538; 414954
1F345; 413137
1F455; 412281
1F3C2; 408439
1F694; 405779
1F3B3; 402552
1F68C; 402399
1F409; 401841
1F504; 400206
1F408; 396925
1F3E2; 391787
1F330; 390167
25FE; 389156
1F4B3; 388247
264C; 387370
26F5; 385516
1F3B9; 383540
1F537; 382772
2795; 377516
1F45E; 377500
1F404; 372745
1F488; 371451
1F30B; 370518
1F3A2; 369334
2652; 368767
0038 20E3; 368005
1F4C0; 367600
1F405; 367220
2650; 366335
1F4BA; 364439
1F306; 363563
1F3EB; 363514
2194; 362838
26D4; 361384
1F432; 359592
1F407; 358109
1F53B; 357741
0039 20E3; 357439
1F501; 356493
1F536; 354495
1F6B4; 354223
1F194; 353365
1F350; 350692
264A; 349831
1F503; 347892
1F452; 346173
1F6BA; 345074
1F410; 341431
264D; 340753
1F693; 340699
2139; 340368
1F302; 339083
1F4CD; 338064
1F415; 335904
303D; 335416
1F4B7; 335182
1F3E9; 332794
1F40F; 331313
264E; 326890
1F1EF 1F1F5; 325857
2649; 324707
1F6A9; 324577
1F4E6; 314184
1F514; 313663
1F45B; 312873
1F417; 310300
1F5FB; 309279
2796; 298870
1F3C9; 296900
1F6A2; 294890
1F416; 291401
2653; 290753
1F310; 289887
1F3E4; 288918
1F400; 287340
1F462; 284833
1F4CC; 284373
2651; 284164
1F4D3; 282958
1F4D2; 282363
1F3C7; 280690
1F0CF; 280120
1F6A6; 278571
1F3B2; 275761
1F4F9; 274936
1F696; 273643
1F461; 273196
0023 20E3; 272454
1F1F7 1F1FA; 266444
1F309; 264839
2195; 260735
1F51F; 257627
1F301; 257098
1F3B7; 256491
1F68D; 252767
26EA; 251662
1F362; 251293
1F361; 250829
23F3; 249394
1F392; 249208
1F402; 248811
2754; 248505
1F5FC; 247940
274E; 247698
1F691; 245272
1F3A1; 245005
1F421; 242257
1F4E9; 242053
1F3BB; 241470
1F38D; 237990
1F38B; 234584
1F4F4; 232939
1F348; 232173
1F681; 229193
1F406; 228170
26FA; 228155
1F4B4; 227858
1F505; 224372
1F3BA; 224101
1F4FB; 224092
1F695; 223035
1F4BD; 222760
1F38F; 221514
1F4BC; 219417
2B1C; 216805
231B; 215075
25FC; 214493
1F6A4; 212651
1F4B6; 212519
1F530; 211293
1F45A; 210399
1F3EC; 207304
1F3A0; 206724
1F51B; 206206
1F3BF; 202678
1F6B9; 201533
1F4F6; 201369
1F52F; 200358
1F526; 196286
1F4C5; 194370
1F360; 193682
1F3F0; 191205
23EA; 189368
1F533; 188799
1F359; 188510
1F3AA; 188276
25AB; 185345
1F403; 181180
1F3BD; 179122
1F550; 174546
1F52D; 174286
25FB; 173920
1F55B; 173109
1F19A; 171975
1F250; 169677
1F517; 168982
1F6BE; 168102
1F529; 166914
1F38C; 166288
1F6AD; 163622
1F692; 163589
1F551; 161744
1F51A; 161684
1F4DB; 159372
1F3E7; 158605
1F401; 158397
1F69A; 158346
1F6C5; 156757
1F458; 152401
1F4F0; 151337
1F22F; 150504
1F1F0 1F1F7; 147996
1F507; 146634
1F50E; 146068
1F69C; 145917
1F683; 142906
1F196; 142767
1F6A7; 142426
1F552; 141836
2934; 141261
1F4D8; 141062
1F4EC; 141049
1F3B0; 139002
1F687; 138732
1F4C6; 138694
1F4D7; 136470
1F689; 135297
1F3E8; 134569
1F376; 131525
1F4EE; 130673
1F50D; 130644
1F4E1; 130637
1F68A; 127223
267F; 126578
1F4FC; 124380
1F4DC; 123253
1F3EE; 121558
1F527; 121035
1F684; 116349
2B1B; 116148
1F391; 114780
1F553; 113531
1F3E6; 113476
1F6B7; 113021
1F6C1; 111250
1F4C8; 109314
1F4F5; 106146
1F69B; 105760
26F2; 105693
1F566; 105395
1F3B4; 104360
1F1E8 1F1F3; 102416
1F358; 101636
1F554; 100123
1F23A; 99846
1F238; 98705
1F236; 98671
1F237; 98305
1F690; 97737
1F233; 96301
1F3A6; 96222
1F4C9; 96037
1F21A; 95756
1F53C; 94368
1F4CB; 94150
1F4CE; 93818
1F4F3; 93685
1F558; 93221
1F4E7; 92526
1F6A5; 91904
25FD; 91373
1F004; 90676
1F45D; 90360
1F4C4; 90334
1F53D; 89429
1F502; 88051
1F522; 87559
23EC; 87447
1F18E; 87036
1F52C; 86414
1F559; 85795
1F3EF; 85604
1F3ED; 85111
1F6B8; 85078
1F557; 82574
1F4D9; 78615
1F17F; 77801
1F6B5; 77785
1F4E5; 77776
1F685; 77560
1F4C3; 76515
1F6B0; 76075
1F4D1; 75866
1F3AB; 75664
1F4D4; 75035
1F515; 74682
1F55A; 74646
1F191; 72553
1F6BB; 71984
27BF; 71655
1F4CA; 71506
1F68E; 71218
1F686; 70674
1F232; 70401
1F5FE; 69757
1F4B9; 69350
1F235; 68901
1F4B1; 68471
1F4BE; 68013
1F556; 67536
1F516; 67300
1F55C; 65816
1F4D0; 64099
1F4EF; 63687
1F555; 63574
1F4DF; 63174
1F4CF; 60331
1F4E0; 60311
1F234; 59608
1F3E3; 58419
1F509; 55956
1F4EB; 52602
1F50F; 52463
1F4E8; 52015
1F55D; 49741
1F251; 47738
1F4C7; 47450
1F565; 47027
1F688; 46077
1F68F; 45514
1F68B; 44670
1F567; 44209
1F524; 43032
1F202; 42672
1F69D; 41955
1F564; 41746
1F508; 41333
1F4C2; 40645
1F4C1; 39753
1F500; 39364
1F55F; 38588
1F520; 37824
1F562; 37002
1F55E; 34798
1F523; 34703
1F560; 32480
1F69E; 32293
1F4EA; 31087
1F4E4; 31065
26CE; 29420
1F521; 29126
23EB; 27477
1F6A1; 26254
1F563; 25942
1F4ED; 25523
2797; 24730
1F561; 23301
1F6AF; 22275
1F201; 20386
1F6A0; 17998
1F6B1; 17402
1F6B3; 15325
1F69F; 12921
1F6C2; 12607
1F6C3; 11346
1F6C4; 10837
