#Source;	RSC;	RNU;	RUI	#				Source Name	Causes
2F7E;	6;	127;	8012	#	⽾	→	耒	KANGXI RADICAL PLOW;	CJKRadicals.txt, NFKC
2F7F;	6;	128;	8033	#	⽿	→	耳	KANGXI RADICAL EAR;	CJKRadicals.txt, NFKC
2F80;	6;	129;	807F	#	⾀	→	聿	KANGXI RADICAL BRUSH;	CJKRadicals.txt, NFKC
2EBA;	4;	129;	8080	#	⺺	→	肀	CJK RADICAL BRUSH ONE;	UCA, NamesList
2EBB;	6;	129;	807F	#	⺻	→	聿	CJK RADICAL BRUSH TWO;	NamesList
2F81;	6;	130;	8089	#	⾁	→	肉	KANGXI RADICAL MEAT;	CJKRadicals.txt, NFKC
2EBC;	6;	130;	8089	#	⺼	→	肉	CJK RADICAL MEAT;	NamesList
2F82;	6, 7;	131;	81E3	#	⾂	→	臣	KANGXI RADICAL MINISTER;	CJKRadicals.txt, NFKC
2F83;	6;	132;	81EA	#	⾃	→	自	KANGXI RADICAL SELF;	CJKRadicals.txt, NFKC
2F84;	6;	133;	81F3	#	⾄	→	至	KANGXI RADICAL ARRIVE;	CJKRadicals.txt, NFKC
2F85;	6;	134;	81FC	#	⾅	→	臼	KANGXI RADICAL MORTAR;	CJKRadicals.txt, NFKC
2EBD;	6;	134;	81FC	#	⺽	→	臼	CJK RADICAL MORTAR;	NamesList
2EBD;	7;	134;	26951	#	⺽	→	𦥑	CJK RADICAL MORTAR;	kRSUnicode
2F86;	6;	135;	820C	#	⾆	→	舌	KANGXI RADICAL TONGUE;	CJKRadicals.txt, NFKC
2F87;	6, 7;	136;	821B	#	⾇	→	舛	KANGXI RADICAL OPPOSE;	CJKRadicals.txt, NFKC
2F88;	6;	137;	821F	#	⾈	→	舟	KANGXI RADICAL BOAT;	CJKRadicals.txt, NFKC
2F89;	6;	138;	826E	#	⾉	→	艮	KANGXI RADICAL STOPPING;	CJKRadicals.txt, NFKC
2F8A;	6;	139;	8272	#	⾊	→	色	KANGXI RADICAL COLOR;	CJKRadicals.txt, NFKC
2F8B;	6;	140;	8278	#	⾋	→	艸	KANGXI RADICAL GRASS;	CJKRadicals.txt, NFKC
2EBE;	3;	140';	8279	#	⺾	→	艹	CJK RADICAL GRASS ONE;	UCA, NamesList
2EBF;	4;	140;	8279	#	⺿	→	艹	CJK RADICAL GRASS TWO;	NamesList
2EC0;	4;	140;	8279	#	⻀	→	艹	CJK RADICAL GRASS THREE;	NamesList
2F8C;	6;	141;	864D	#	⾌	→	虍	KANGXI RADICAL TIGER;	CJKRadicals.txt, NFKC
2EC1;	8;	141;	864E	#	⻁	→	虎	CJK RADICAL TIGER;	UCA, NamesList
2F8D;	6;	142;	866B	#	⾍	→	虫	KANGXI RADICAL INSECT;	CJKRadicals.txt, NFKC
2F8E;	6;	143;	8840	#	⾎	→	血	KANGXI RADICAL BLOOD;	CJKRadicals.txt, NFKC
2F8F;	6;	144;	884C	#	⾏	→	行	KANGXI RADICAL WALK ENCLOSURE;	CJKRadicals.txt, NFKC
2F90;	6;	145;	8863	#	⾐	→	衣	KANGXI RADICAL CLOTHES;	CJKRadicals.txt, NFKC
2EC2;	5;	145;	8864	#	⻂	→	衤	CJK RADICAL CLOTHES;	UCA, NamesList
2F91;	6;	146;	897E	#	⾑	→	襾	KANGXI RADICAL WEST;	CJKRadicals.txt, NFKC
2EC3;	6;	146;	8980	#	⻃	→	覀	CJK RADICAL WEST ONE;	UCA, NamesList
2EC4;	6;	146;	897F	#	⻄	→	西	CJK RADICAL WEST TWO;	UCA, NamesList
2F92;	7;	147;	898B	#	⾒	→	見	KANGXI RADICAL SEE;	CJKRadicals.txt, NFKC
2EC5;	4;	147';	89C1	#	⻅	→	见	CJK RADICAL C-SIMPLIFIED SEE;	CJKRadicals.txt, UCA, NamesList
2F93;	7;	148;	89D2	#	⾓	→	角	KANGXI RADICAL HORN;	CJKRadicals.txt, NFKC
2EC6;	7;	148';	89D2	#	⻆	→	角	CJK RADICAL SIMPLIFIED HORN;	UCA, NamesList
