#Code	Age	GC	DT	Name	N4M	Trial	NFKCCF	UCA	Δ	Δ	Δ	N4M Hex	Trial Hex	NFKCCF Hex	UCA Hex	Trial Reasons
'1680	'3.0	'Zs	'None	OGHAM SPACE MARK	' 	' 	' 	' 			Tr≠UCA	'1680	'1680	'1680	'0020	16. NFKC_CF-None
'17F8	'4.0	'No	'None	KHMER SYMBOL LEK ATTAK PRAM-BEI	'៸	'៸	'៸	'8			Tr≠UCA	'17F8	'17F8	'17F8	'0038	16. NFKC_CF-None
'17F9	'4.0	'No	'None	KHMER SYMBOL LEK ATTAK PRAM-BUON	'៹	'៹	'៹	'9			Tr≠UCA	'17F9	'17F9	'17F9	'0039	16. NFKC_CF-None
'19DA	'5.2	'No	'None	NEW TAI LUE THAM DIGIT ONE	'᧚	'᧚	'᧚	'1			Tr≠UCA	'19DA	'19DA	'19DA	'0031	16. NFKC_CF-None
'1D360	'5.0	'No	'None	COUNTING ROD UNIT DIGIT ONE	'𝍠	'𝍠	'𝍠	'1			Tr≠UCA	'1D360	'1D360	'1D360	'0031	16. NFKC_CF-None
'1D361	'5.0	'No	'None	COUNTING ROD UNIT DIGIT TWO	'𝍡	'𝍡	'𝍡	'2			Tr≠UCA	'1D361	'1D361	'1D361	'0032	16. NFKC_CF-None
'1D362	'5.0	'No	'None	COUNTING ROD UNIT DIGIT THREE	'𝍢	'𝍢	'𝍢	'3			Tr≠UCA	'1D362	'1D362	'1D362	'0033	16. NFKC_CF-None
'1D363	'5.0	'No	'None	COUNTING ROD UNIT DIGIT FOUR	'𝍣	'𝍣	'𝍣	'4			Tr≠UCA	'1D363	'1D363	'1D363	'0034	16. NFKC_CF-None
'1D364	'5.0	'No	'None	COUNTING ROD UNIT DIGIT FIVE	'𝍤	'𝍤	'𝍤	'5			Tr≠UCA	'1D364	'1D364	'1D364	'0035	16. NFKC_CF-None
'1D365	'5.0	'No	'None	COUNTING ROD UNIT DIGIT SIX	'𝍥	'𝍥	'𝍥	'6			Tr≠UCA	'1D365	'1D365	'1D365	'0036	16. NFKC_CF-None
'1D366	'5.0	'No	'None	COUNTING ROD UNIT DIGIT SEVEN	'𝍦	'𝍦	'𝍦	'7			Tr≠UCA	'1D366	'1D366	'1D366	'0037	16. NFKC_CF-None
'1D367	'5.0	'No	'None	COUNTING ROD UNIT DIGIT EIGHT	'𝍧	'𝍧	'𝍧	'8			Tr≠UCA	'1D367	'1D367	'1D367	'0038	16. NFKC_CF-None
'1D368	'5.0	'No	'None	COUNTING ROD UNIT DIGIT NINE	'𝍨	'𝍨	'𝍨	'9			Tr≠UCA	'1D368	'1D368	'1D368	'0039	16. NFKC_CF-None
'1E8C7	'7.0	'No	'None	MENDE KIKAKUI DIGIT ONE	'𞣇	'𞣇	'𞣇	'1			Tr≠UCA	'1E8C7	'1E8C7	'1E8C7	'0031	16. NFKC_CF-None
'1E8C8	'7.0	'No	'None	MENDE KIKAKUI DIGIT TWO	'𞣈	'𞣈	'𞣈	'2			Tr≠UCA	'1E8C8	'1E8C8	'1E8C8	'0032	16. NFKC_CF-None
'1E8C9	'7.0	'No	'None	MENDE KIKAKUI DIGIT THREE	'𞣉	'𞣉	'𞣉	'3			Tr≠UCA	'1E8C9	'1E8C9	'1E8C9	'0033	16. NFKC_CF-None
'1E8CA	'7.0	'No	'None	MENDE KIKAKUI DIGIT FOUR	'𞣊	'𞣊	'𞣊	'4			Tr≠UCA	'1E8CA	'1E8CA	'1E8CA	'0034	16. NFKC_CF-None
'1E8CB	'7.0	'No	'None	MENDE KIKAKUI DIGIT FIVE	'𞣋	'𞣋	'𞣋	'5			Tr≠UCA	'1E8CB	'1E8CB	'1E8CB	'0035	16. NFKC_CF-None
'1E8CC	'7.0	'No	'None	MENDE KIKAKUI DIGIT SIX	'𞣌	'𞣌	'𞣌	'6			Tr≠UCA	'1E8CC	'1E8CC	'1E8CC	'0036	16. NFKC_CF-None
'1E8CD	'7.0	'No	'None	MENDE KIKAKUI DIGIT SEVEN	'𞣍	'𞣍	'𞣍	'7			Tr≠UCA	'1E8CD	'1E8CD	'1E8CD	'0037	16. NFKC_CF-None
'1E8CE	'7.0	'No	'None	MENDE KIKAKUI DIGIT EIGHT	'𞣎	'𞣎	'𞣎	'8			Tr≠UCA	'1E8CE	'1E8CE	'1E8CE	'0038	16. NFKC_CF-None
'1E8CF	'7.0	'No	'None	MENDE KIKAKUI DIGIT NINE	'𞣏	'𞣏	'𞣏	'9			Tr≠UCA	'1E8CF	'1E8CF	'1E8CF	'0039	16. NFKC_CF-None
'10142	'4.1	'Nl	'None	GREEK ACROPHONIC ATTIC ONE DRACHMA	'𐅂	'𐅂	'𐅂	'1			Tr≠UCA	'10142	'10142	'10142	'0031	16. NFKC_CF-None
'10143	'4.1	'Nl	'None	GREEK ACROPHONIC ATTIC FIVE	'𐅃	'𐅃	'𐅃	'5			Tr≠UCA	'10143	'10143	'10143	'0035	16. NFKC_CF-None
'10148	'4.1	'Nl	'None	GREEK ACROPHONIC ATTIC FIVE TALENTS	'𐅈	'𐅈	'𐅈	'5			Tr≠UCA	'10148	'10148	'10148	'0035	16. NFKC_CF-None
'1014F	'4.1	'Nl	'None	GREEK ACROPHONIC ATTIC FIVE STATERS	'𐅏	'𐅏	'𐅏	'5			Tr≠UCA	'1014F	'1014F	'1014F	'0035	16. NFKC_CF-None
'10158	'4.1	'Nl	'None	GREEK ACROPHONIC HERAEUM ONE PLETHRON	'𐅘	'𐅘	'𐅘	'1			Tr≠UCA	'10158	'10158	'10158	'0031	16. NFKC_CF-None
'10159	'4.1	'Nl	'None	GREEK ACROPHONIC THESPIAN ONE	'𐅙	'𐅙	'𐅙	'1			Tr≠UCA	'10159	'10159	'10159	'0031	16. NFKC_CF-None
'1015A	'4.1	'Nl	'None	GREEK ACROPHONIC HERMIONIAN ONE	'𐅚	'𐅚	'𐅚	'1			Tr≠UCA	'1015A	'1015A	'1015A	'0031	16. NFKC_CF-None
'1015B	'4.1	'Nl	'None	GREEK ACROPHONIC EPIDAUREAN TWO	'𐅛	'𐅛	'𐅛	'2			Tr≠UCA	'1015B	'1015B	'1015B	'0032	16. NFKC_CF-None
'1015C	'4.1	'Nl	'None	GREEK ACROPHONIC THESPIAN TWO	'𐅜	'𐅜	'𐅜	'2			Tr≠UCA	'1015C	'1015C	'1015C	'0032	16. NFKC_CF-None
'1015D	'4.1	'Nl	'None	GREEK ACROPHONIC CYRENAIC TWO DRACHMAS	'𐅝	'𐅝	'𐅝	'2			Tr≠UCA	'1015D	'1015D	'1015D	'0032	16. NFKC_CF-None
'1015E	'4.1	'Nl	'None	GREEK ACROPHONIC EPIDAUREAN TWO DRACHMAS	'𐅞	'𐅞	'𐅞	'2			Tr≠UCA	'1015E	'1015E	'1015E	'0032	16. NFKC_CF-None
'1015F	'4.1	'Nl	'None	GREEK ACROPHONIC TROEZENIAN FIVE	'𐅟	'𐅟	'𐅟	'5			Tr≠UCA	'1015F	'1015F	'1015F	'0035	16. NFKC_CF-None
'10173	'4.1	'Nl	'None	GREEK ACROPHONIC DELPHIC FIVE MNAS	'𐅳	'𐅳	'𐅳	'5			Tr≠UCA	'10173	'10173	'10173	'0035	16. NFKC_CF-None
'103D1	'4.1	'Nl	'None	OLD PERSIAN NUMBER ONE	'𐏑	'𐏑	'𐏑	'1			Tr≠UCA	'103D1	'103D1	'103D1	'0031	16. NFKC_CF-None
'103D2	'4.1	'Nl	'None	OLD PERSIAN NUMBER TWO	'𐏒	'𐏒	'𐏒	'2			Tr≠UCA	'103D2	'103D2	'103D2	'0032	16. NFKC_CF-None
'12400	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN TWO ASH	'𒐀	'𒐀	'𒐀	'2			Tr≠UCA	'12400	'12400	'12400	'0032	16. NFKC_CF-None
'12401	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN THREE ASH	'𒐁	'𒐁	'𒐁	'3			Tr≠UCA	'12401	'12401	'12401	'0033	16. NFKC_CF-None
'12402	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR ASH	'𒐂	'𒐂	'𒐂	'4			Tr≠UCA	'12402	'12402	'12402	'0034	16. NFKC_CF-None
'12403	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FIVE ASH	'𒐃	'𒐃	'𒐃	'5			Tr≠UCA	'12403	'12403	'12403	'0035	16. NFKC_CF-None
'12404	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SIX ASH	'𒐄	'𒐄	'𒐄	'6			Tr≠UCA	'12404	'12404	'12404	'0036	16. NFKC_CF-None
'12405	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SEVEN ASH	'𒐅	'𒐅	'𒐅	'7			Tr≠UCA	'12405	'12405	'12405	'0037	16. NFKC_CF-None
'12406	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN EIGHT ASH	'𒐆	'𒐆	'𒐆	'8			Tr≠UCA	'12406	'12406	'12406	'0038	16. NFKC_CF-None
'12407	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN NINE ASH	'𒐇	'𒐇	'𒐇	'9			Tr≠UCA	'12407	'12407	'12407	'0039	16. NFKC_CF-None
'12408	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN THREE DISH	'𒐈	'𒐈	'𒐈	'3			Tr≠UCA	'12408	'12408	'12408	'0033	16. NFKC_CF-None
'12409	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR DISH	'𒐉	'𒐉	'𒐉	'4			Tr≠UCA	'12409	'12409	'12409	'0034	16. NFKC_CF-None
'1240A	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FIVE DISH	'𒐊	'𒐊	'𒐊	'5			Tr≠UCA	'1240A	'1240A	'1240A	'0035	16. NFKC_CF-None
'1240B	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SIX DISH	'𒐋	'𒐋	'𒐋	'6			Tr≠UCA	'1240B	'1240B	'1240B	'0036	16. NFKC_CF-None
'1240C	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SEVEN DISH	'𒐌	'𒐌	'𒐌	'7			Tr≠UCA	'1240C	'1240C	'1240C	'0037	16. NFKC_CF-None
'1240D	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN EIGHT DISH	'𒐍	'𒐍	'𒐍	'8			Tr≠UCA	'1240D	'1240D	'1240D	'0038	16. NFKC_CF-None
'1240E	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN NINE DISH	'𒐎	'𒐎	'𒐎	'9			Tr≠UCA	'1240E	'1240E	'1240E	'0039	16. NFKC_CF-None
'1240F	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR U	'𒐏	'𒐏	'𒐏	'4			Tr≠UCA	'1240F	'1240F	'1240F	'0034	16. NFKC_CF-None
'12410	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FIVE U	'𒐐	'𒐐	'𒐐	'5			Tr≠UCA	'12410	'12410	'12410	'0035	16. NFKC_CF-None
'12411	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SIX U	'𒐑	'𒐑	'𒐑	'6			Tr≠UCA	'12411	'12411	'12411	'0036	16. NFKC_CF-None
'12412	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SEVEN U	'𒐒	'𒐒	'𒐒	'7			Tr≠UCA	'12412	'12412	'12412	'0037	16. NFKC_CF-None
'12413	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN EIGHT U	'𒐓	'𒐓	'𒐓	'8			Tr≠UCA	'12413	'12413	'12413	'0038	16. NFKC_CF-None
'12414	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN NINE U	'𒐔	'𒐔	'𒐔	'9			Tr≠UCA	'12414	'12414	'12414	'0039	16. NFKC_CF-None
'12415	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN ONE GESH2	'𒐕	'𒐕	'𒐕	'1			Tr≠UCA	'12415	'12415	'12415	'0031	16. NFKC_CF-None
'12416	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN TWO GESH2	'𒐖	'𒐖	'𒐖	'2			Tr≠UCA	'12416	'12416	'12416	'0032	16. NFKC_CF-None
'12417	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN THREE GESH2	'𒐗	'𒐗	'𒐗	'3			Tr≠UCA	'12417	'12417	'12417	'0033	16. NFKC_CF-None
'12418	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR GESH2	'𒐘	'𒐘	'𒐘	'4			Tr≠UCA	'12418	'12418	'12418	'0034	16. NFKC_CF-None
'12419	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FIVE GESH2	'𒐙	'𒐙	'𒐙	'5			Tr≠UCA	'12419	'12419	'12419	'0035	16. NFKC_CF-None
'1241A	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SIX GESH2	'𒐚	'𒐚	'𒐚	'6			Tr≠UCA	'1241A	'1241A	'1241A	'0036	16. NFKC_CF-None
'1241B	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SEVEN GESH2	'𒐛	'𒐛	'𒐛	'7			Tr≠UCA	'1241B	'1241B	'1241B	'0037	16. NFKC_CF-None
'1241C	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN EIGHT GESH2	'𒐜	'𒐜	'𒐜	'8			Tr≠UCA	'1241C	'1241C	'1241C	'0038	16. NFKC_CF-None
'1241D	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN NINE GESH2	'𒐝	'𒐝	'𒐝	'9			Tr≠UCA	'1241D	'1241D	'1241D	'0039	16. NFKC_CF-None
'1241E	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN ONE GESHU	'𒐞	'𒐞	'𒐞	'1			Tr≠UCA	'1241E	'1241E	'1241E	'0031	16. NFKC_CF-None
'1241F	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN TWO GESHU	'𒐟	'𒐟	'𒐟	'2			Tr≠UCA	'1241F	'1241F	'1241F	'0032	16. NFKC_CF-None
'12420	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN THREE GESHU	'𒐠	'𒐠	'𒐠	'3			Tr≠UCA	'12420	'12420	'12420	'0033	16. NFKC_CF-None
'12421	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR GESHU	'𒐡	'𒐡	'𒐡	'4			Tr≠UCA	'12421	'12421	'12421	'0034	16. NFKC_CF-None
'12422	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FIVE GESHU	'𒐢	'𒐢	'𒐢	'5			Tr≠UCA	'12422	'12422	'12422	'0035	16. NFKC_CF-None
'12423	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN TWO SHAR2	'𒐣	'𒐣	'𒐣	'2			Tr≠UCA	'12423	'12423	'12423	'0032	16. NFKC_CF-None
'12424	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN THREE SHAR2	'𒐤	'𒐤	'𒐤	'3			Tr≠UCA	'12424	'12424	'12424	'0033	16. NFKC_CF-None
'12425	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN THREE SHAR2 VARIANT FORM	'𒐥	'𒐥	'𒐥	'3			Tr≠UCA	'12425	'12425	'12425	'0033	16. NFKC_CF-None
'12426	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR SHAR2	'𒐦	'𒐦	'𒐦	'4			Tr≠UCA	'12426	'12426	'12426	'0034	16. NFKC_CF-None
'12427	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FIVE SHAR2	'𒐧	'𒐧	'𒐧	'5			Tr≠UCA	'12427	'12427	'12427	'0035	16. NFKC_CF-None
'12428	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SIX SHAR2	'𒐨	'𒐨	'𒐨	'6			Tr≠UCA	'12428	'12428	'12428	'0036	16. NFKC_CF-None
'12429	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SEVEN SHAR2	'𒐩	'𒐩	'𒐩	'7			Tr≠UCA	'12429	'12429	'12429	'0037	16. NFKC_CF-None
'1242A	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN EIGHT SHAR2	'𒐪	'𒐪	'𒐪	'8			Tr≠UCA	'1242A	'1242A	'1242A	'0038	16. NFKC_CF-None
'1242B	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN NINE SHAR2	'𒐫	'𒐫	'𒐫	'9			Tr≠UCA	'1242B	'1242B	'1242B	'0039	16. NFKC_CF-None
'1242C	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN ONE SHARU	'𒐬	'𒐬	'𒐬	'1			Tr≠UCA	'1242C	'1242C	'1242C	'0031	16. NFKC_CF-None
'1242D	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN TWO SHARU	'𒐭	'𒐭	'𒐭	'2			Tr≠UCA	'1242D	'1242D	'1242D	'0032	16. NFKC_CF-None
'1242E	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN THREE SHARU	'𒐮	'𒐮	'𒐮	'3			Tr≠UCA	'1242E	'1242E	'1242E	'0033	16. NFKC_CF-None
'1242F	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN THREE SHARU VARIANT FORM	'𒐯	'𒐯	'𒐯	'3			Tr≠UCA	'1242F	'1242F	'1242F	'0033	16. NFKC_CF-None
'12430	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR SHARU	'𒐰	'𒐰	'𒐰	'4			Tr≠UCA	'12430	'12430	'12430	'0034	16. NFKC_CF-None
'12431	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FIVE SHARU	'𒐱	'𒐱	'𒐱	'5			Tr≠UCA	'12431	'12431	'12431	'0035	16. NFKC_CF-None
'12434	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN ONE BURU	'𒐴	'𒐴	'𒐴	'1			Tr≠UCA	'12434	'12434	'12434	'0031	16. NFKC_CF-None
'12435	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN TWO BURU	'𒐵	'𒐵	'𒐵	'2			Tr≠UCA	'12435	'12435	'12435	'0032	16. NFKC_CF-None
'12436	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN THREE BURU	'𒐶	'𒐶	'𒐶	'3			Tr≠UCA	'12436	'12436	'12436	'0033	16. NFKC_CF-None
'12437	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN THREE BURU VARIANT FORM	'𒐷	'𒐷	'𒐷	'3			Tr≠UCA	'12437	'12437	'12437	'0033	16. NFKC_CF-None
'12438	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR BURU	'𒐸	'𒐸	'𒐸	'4			Tr≠UCA	'12438	'12438	'12438	'0034	16. NFKC_CF-None
'12439	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FIVE BURU	'𒐹	'𒐹	'𒐹	'5			Tr≠UCA	'12439	'12439	'12439	'0035	16. NFKC_CF-None
'1243A	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH16	'𒐺	'𒐺	'𒐺	'3			Tr≠UCA	'1243A	'1243A	'1243A	'0033	16. NFKC_CF-None
'1243B	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH21	'𒐻	'𒐻	'𒐻	'3			Tr≠UCA	'1243B	'1243B	'1243B	'0033	16. NFKC_CF-None
'1243C	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU	'𒐼	'𒐼	'𒐼	'4			Tr≠UCA	'1243C	'1243C	'1243C	'0034	16. NFKC_CF-None
'1243D	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU4	'𒐽	'𒐽	'𒐽	'4			Tr≠UCA	'1243D	'1243D	'1243D	'0034	16. NFKC_CF-None
'1243E	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU A	'𒐾	'𒐾	'𒐾	'4			Tr≠UCA	'1243E	'1243E	'1243E	'0034	16. NFKC_CF-None
'1243F	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU B	'𒐿	'𒐿	'𒐿	'4			Tr≠UCA	'1243F	'1243F	'1243F	'0034	16. NFKC_CF-None
'12440	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SIX VARIANT FORM ASH9	'𒑀	'𒑀	'𒑀	'6			Tr≠UCA	'12440	'12440	'12440	'0036	16. NFKC_CF-None
'12441	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN3	'𒑁	'𒑁	'𒑁	'7			Tr≠UCA	'12441	'12441	'12441	'0037	16. NFKC_CF-None
'12442	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN A	'𒑂	'𒑂	'𒑂	'7			Tr≠UCA	'12442	'12442	'12442	'0037	16. NFKC_CF-None
'12443	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN B	'𒑃	'𒑃	'𒑃	'7			Tr≠UCA	'12443	'12443	'12443	'0037	16. NFKC_CF-None
'12444	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN EIGHT VARIANT FORM USSU	'𒑄	'𒑄	'𒑄	'8			Tr≠UCA	'12444	'12444	'12444	'0038	16. NFKC_CF-None
'12445	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN EIGHT VARIANT FORM USSU3	'𒑅	'𒑅	'𒑅	'8			Tr≠UCA	'12445	'12445	'12445	'0038	16. NFKC_CF-None
'12446	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU	'𒑆	'𒑆	'𒑆	'9			Tr≠UCA	'12446	'12446	'12446	'0039	16. NFKC_CF-None
'12447	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU3	'𒑇	'𒑇	'𒑇	'9			Tr≠UCA	'12447	'12447	'12447	'0039	16. NFKC_CF-None
'12448	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU4	'𒑈	'𒑈	'𒑈	'9			Tr≠UCA	'12448	'12448	'12448	'0039	16. NFKC_CF-None
'12449	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU A	'𒑉	'𒑉	'𒑉	'9			Tr≠UCA	'12449	'12449	'12449	'0039	16. NFKC_CF-None
'1244A	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN TWO ASH TENU	'𒑊	'𒑊	'𒑊	'2			Tr≠UCA	'1244A	'1244A	'1244A	'0032	16. NFKC_CF-None
'1244B	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN THREE ASH TENU	'𒑋	'𒑋	'𒑋	'3			Tr≠UCA	'1244B	'1244B	'1244B	'0033	16. NFKC_CF-None
'1244C	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR ASH TENU	'𒑌	'𒑌	'𒑌	'4			Tr≠UCA	'1244C	'1244C	'1244C	'0034	16. NFKC_CF-None
'1244D	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FIVE ASH TENU	'𒑍	'𒑍	'𒑍	'5			Tr≠UCA	'1244D	'1244D	'1244D	'0035	16. NFKC_CF-None
'1244E	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SIX ASH TENU	'𒑎	'𒑎	'𒑎	'6			Tr≠UCA	'1244E	'1244E	'1244E	'0036	16. NFKC_CF-None
'1244F	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN ONE BAN2	'𒑏	'𒑏	'𒑏	'1			Tr≠UCA	'1244F	'1244F	'1244F	'0031	16. NFKC_CF-None
'12450	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN TWO BAN2	'𒑐	'𒑐	'𒑐	'2			Tr≠UCA	'12450	'12450	'12450	'0032	16. NFKC_CF-None
'12451	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN THREE BAN2	'𒑑	'𒑑	'𒑑	'3			Tr≠UCA	'12451	'12451	'12451	'0033	16. NFKC_CF-None
'12452	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR BAN2	'𒑒	'𒑒	'𒑒	'4			Tr≠UCA	'12452	'12452	'12452	'0034	16. NFKC_CF-None
'12453	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR BAN2 VARIANT FORM	'𒑓	'𒑓	'𒑓	'4			Tr≠UCA	'12453	'12453	'12453	'0034	16. NFKC_CF-None
'12454	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FIVE BAN2	'𒑔	'𒑔	'𒑔	'5			Tr≠UCA	'12454	'12454	'12454	'0035	16. NFKC_CF-None
'12455	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FIVE BAN2 VARIANT FORM	'𒑕	'𒑕	'𒑕	'5			Tr≠UCA	'12455	'12455	'12455	'0035	16. NFKC_CF-None
'12456	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN NIGIDAMIN	'𒑖	'𒑖	'𒑖	'2			Tr≠UCA	'12456	'12456	'12456	'0032	16. NFKC_CF-None
'12457	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN NIGIDAESH	'𒑗	'𒑗	'𒑗	'3			Tr≠UCA	'12457	'12457	'12457	'0033	16. NFKC_CF-None
'12458	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN ONE ESHE3	'𒑘	'𒑘	'𒑘	'1			Tr≠UCA	'12458	'12458	'12458	'0031	16. NFKC_CF-None
'12459	'5.0	'Nl	'None	CUNEIFORM NUMERIC SIGN TWO ESHE3	'𒑙	'𒑙	'𒑙	'2			Tr≠UCA	'12459	'12459	'12459	'0032	16. NFKC_CF-None
'12469	'7.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FOUR U VARIANT FORM	'𒑩	'𒑩	'𒑩	'4			Tr≠UCA	'12469	'12469	'12469	'0034	16. NFKC_CF-None
'1246A	'7.0	'Nl	'None	CUNEIFORM NUMERIC SIGN FIVE U VARIANT FORM	'𒑪	'𒑪	'𒑪	'5			Tr≠UCA	'1246A	'1246A	'1246A	'0035	16. NFKC_CF-None
'1246B	'7.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SIX U VARIANT FORM	'𒑫	'𒑫	'𒑫	'6			Tr≠UCA	'1246B	'1246B	'1246B	'0036	16. NFKC_CF-None
'1246C	'7.0	'Nl	'None	CUNEIFORM NUMERIC SIGN SEVEN U VARIANT FORM	'𒑬	'𒑬	'𒑬	'7			Tr≠UCA	'1246C	'1246C	'1246C	'0037	16. NFKC_CF-None
'1246D	'7.0	'Nl	'None	CUNEIFORM NUMERIC SIGN EIGHT U VARIANT FORM	'𒑭	'𒑭	'𒑭	'8			Tr≠UCA	'1246D	'1246D	'1246D	'0038	16. NFKC_CF-None
'1246E	'7.0	'Nl	'None	CUNEIFORM NUMERIC SIGN NINE U VARIANT FORM	'𒑮	'𒑮	'𒑮	'9			Tr≠UCA	'1246E	'1246E	'1246E	'0039	16. NFKC_CF-None
'16EE	'3.0	'Nl	'None	RUNIC ARLAUG SYMBOL	'ᛮ	'ᛮ	'ᛮ	'ᛅᛚ			Tr≠UCA	'16EE	'16EE	'16EE	'16C5 16DA	16. NFKC_CF-None
'16EF	'3.0	'Nl	'None	RUNIC TVIMADUR SYMBOL	'ᛯ	'ᛯ	'ᛯ	'ᛘᛘ			Tr≠UCA	'16EF	'16EF	'16EF	'16D8 16D8	16. NFKC_CF-None
