# Security Profile for General Identifiers
# File: xidmodifications.txt
# Version: 2.1
# Generated: 2010-04-13, 01:33:09 GMT
# Checkin: $Revision: 1.29 $
#
# For documentation and usage, see http://www.unicode.org/reports/tr39/
#
#  All code points not explicitly listed 
#  have the values: restricted; not-chars
# @missing: 0000..10FFFF; restricted ; not-chars


#	Status/Type:	allowed ; inclusion

002D..002E    ; allowed ; inclusion            #  [2] (-...)  HYPHEN-MINUS..FULL STOP
FE70..FE72    ; restricted ; not-NFKC          #  [3] (ﹰ..ﹲ)  ARABIC FATHATAN ISOLATED FORM..ARABIC DAMMATAN ISOLATED FORM
FE74          ; restricted ; not-NFKC          #      (ﹴ)  ARABIC KASRATAN ISOLATED FORM
FE76..FEFC    ; restricted ; not-NFKC          # [135] (ﹶ..ﻼ)  ARABIC FATHA ISOLATED FORM..ARABIC LIGATURE LAM WITH ALEF FINAL FORM
FF01..FF9F    ; restricted ; not-NFKC          # [159] (！..ﾟ)  FULLWIDTH EXCLAMATION MARK..HALFWIDTH KATAKANA SEMI-VOICED SOUND MARK
FFA1..FFBE    ; restricted ; not-NFKC          # [30] (ﾡ..ﾾ)  HALFWIDTH HANGUL LETTER KIYEOK..HALFWIDTH HANGUL LETTER HIEUH
FFC2..FFC7    ; restricted ; not-NFKC          #  [6] (ￂ..ￇ)  HALFWIDTH HANGUL LETTER A..HALFWIDTH HANGUL LETTER E
FFCA..FFCF    ; restricted ; not-NFKC          #  [6] (ￊ..ￏ)  HALFWIDTH HANGUL LETTER YEO..HALFWIDTH HANGUL LETTER OE
FFD2..FFD7    ; restricted ; not-NFKC          #  [6] (ￒ..ￗ)  HALFWIDTH HANGUL LETTER YO..HALFWIDTH HANGUL LETTER YU
FFDA..FFDC    ; restricted ; not-NFKC          #  [3] (ￚ..ￜ)  HALFWIDTH HANGUL LETTER EU..HALFWIDTH HANGUL LETTER I
FFE0..FFE6    ; restricted ; not-NFKC          #  [7] (￠..￦)  FULLWIDTH CENT SIGN..FULLWIDTH WON SIGN
FFE8..FFEE    ; restricted ; not-NFKC          #  [7] (￨..￮)  HALFWIDTH FORMS LIGHT VERTICAL..HALFWIDTH WHITE CIRCLE
1D15E..1D164  ; restricted ; not-NFKC          #  [7] (𝅗𝅥..𝅘𝅥𝅲)  MUSICAL SYMBOL HALF NOTE..MUSICAL SYMBOL ONE HUNDRED TWENTY-EIGHTH NOTE
1D1BB..1D1C0  ; restricted ; not-NFKC          #  [6] (𝆹𝅥..𝆺𝅥𝅯)  MUSICAL SYMBOL MINIMA..MUSICAL SYMBOL FUSA BLACK
1D400..1D454  ; restricted ; not-NFKC          # [85] (𝐀..𝑔)  MATHEMATICAL BOLD CAPITAL A..MATHEMATICAL ITALIC SMALL G
1D456..1D49C  ; restricted ; not-NFKC          # [71] (𝑖..𝒜)  MATHEMATICAL ITALIC SMALL I..MATHEMATICAL SCRIPT CAPITAL A
1D49E..1D49F  ; restricted ; not-NFKC          #  [2] (𝒞..𝒟)  MATHEMATICAL SCRIPT CAPITAL C..MATHEMATICAL SCRIPT CAPITAL D
1D4A2         ; restricted ; not-NFKC          #      (𝒢)  MATHEMATICAL SCRIPT CAPITAL G
1D4A5..1D4A6  ; restricted ; not-NFKC          #  [2] (𝒥..𝒦)  MATHEMATICAL SCRIPT CAPITAL J..MATHEMATICAL SCRIPT CAPITAL K
1D4A9..1D4AC  ; restricted ; not-NFKC          #  [4] (𝒩..𝒬)  MATHEMATICAL SCRIPT CAPITAL N..MATHEMATICAL SCRIPT CAPITAL Q
1D4AE..1D4B9  ; restricted ; not-NFKC          # [12] (𝒮..𝒹)  MATHEMATICAL SCRIPT CAPITAL S..MATHEMATICAL SCRIPT SMALL D
1D4BB         ; restricted ; not-NFKC          #      (𝒻)  MATHEMATICAL SCRIPT SMALL F
1D4BD..1D4C3  ; restricted ; not-NFKC          #  [7] (𝒽..𝓃)  MATHEMATICAL SCRIPT SMALL H..MATHEMATICAL SCRIPT SMALL N
1D4C5..1D505  ; restricted ; not-NFKC          # [65] (𝓅..𝔅)  MATHEMATICAL SCRIPT SMALL P..MATHEMATICAL FRAKTUR CAPITAL B
1D507..1D50A  ; restricted ; not-NFKC          #  [4] (𝔇..𝔊)  MATHEMATICAL FRAKTUR CAPITAL D..MATHEMATICAL FRAKTUR CAPITAL G
1D50D..1D514  ; restricted ; not-NFKC          #  [8] (𝔍..𝔔)  MATHEMATICAL FRAKTUR CAPITAL J..MATHEMATICAL FRAKTUR CAPITAL Q
1D516..1D51C  ; restricted ; not-NFKC          #  [7] (𝔖..𝔜)  MATHEMATICAL FRAKTUR CAPITAL S..MATHEMATICAL FRAKTUR CAPITAL Y
1D51E..1D539  ; restricted ; not-NFKC          # [28] (𝔞..𝔹)  MATHEMATICAL FRAKTUR SMALL A..MATHEMATICAL DOUBLE-STRUCK CAPITAL B
1D53B..1D53E  ; restricted ; not-NFKC          #  [4] (𝔻..𝔾)  MATHEMATICAL DOUBLE-STRUCK CAPITAL D..MATHEMATICAL DOUBLE-STRUCK CAPITAL G
1D540..1D544  ; restricted ; not-NFKC          #  [5] (𝕀..𝕄)  MATHEMATICAL DOUBLE-STRUCK CAPITAL I..MATHEMATICAL DOUBLE-STRUCK CAPITAL M
1D546         ; restricted ; not-NFKC          #      (𝕆)  MATHEMATICAL DOUBLE-STRUCK CAPITAL O
1D54A..1D550  ; restricted ; not-NFKC          #  [7] (𝕊..𝕐)  MATHEMATICAL DOUBLE-STRUCK CAPITAL S..MATHEMATICAL DOUBLE-STRUCK CAPITAL Y
1D552..1D6A5  ; restricted ; not-NFKC          # [340] (𝕒..𝚥)  MATHEMATICAL DOUBLE-STRUCK SMALL A..MATHEMATICAL ITALIC SMALL DOTLESS J
1D6A8..1D7CB  ; restricted ; not-NFKC          # [292] (𝚨..𝟋)  MATHEMATICAL BOLD CAPITAL ALPHA..MATHEMATICAL BOLD SMALL DIGAMMA
1D7CE..1D7FF  ; restricted ; not-NFKC          # [50] (𝟎..𝟿)  MATHEMATICAL BOLD DIGIT ZERO..MATHEMATICAL MONOSPACE DIGIT NINE
1F100..1F10A  ; restricted ; not-NFKC          # [11] (🄀..🄊)  DIGIT ZERO FULL STOP..DIGIT NINE COMMA
1F110..1F12E  ; restricted ; not-NFKC          # [31] (🄐..🄮)  PARENTHESIZED LATIN CAPITAL LETTER A..CIRCLED WZ
1F131         ; restricted ; not-NFKC          #      (🄱)  SQUARED LATIN CAPITAL LETTER B
1F13D         ; restricted ; not-NFKC          #      (🄽)  SQUARED LATIN CAPITAL LETTER N
1F13F         ; restricted ; not-NFKC          #      (🄿)  SQUARED LATIN CAPITAL LETTER P
1F142         ; restricted ; not-NFKC          #      (🅂)  SQUARED LATIN CAPITAL LETTER S
1F146         ; restricted ; not-NFKC          #      (🅆)  SQUARED LATIN CAPITAL LETTER W
1F14A..1F14E  ; restricted ; not-NFKC          #  [5] (🅊..🅎)  SQUARED HV..SQUARED PPV
1F190         ; restricted ; not-NFKC          #      (🆐)  SQUARE DJ
1F200         ; restricted ; not-NFKC          #      (🈀)  SQUARE HIRAGANA HOKA
1F210..1F231  ; restricted ; not-NFKC          # [34] (🈐..🈱)  SQUARED CJK UNIFIED IDEOGRAPH-624B..SQUARED CJK UNIFIED IDEOGRAPH-6253
1F240..1F248  ; restricted ; not-NFKC          #  [9] (🉀..🉈)  TORTOISE SHELL BRACKETED CJK UNIFIED IDEOGRAPH-672C..TORTOISE SHELL BRACKETED CJK UNIFIED IDEOGRAPH-6557
2F800..2FA1D  ; restricted ; not-NFKC          # [542] (丽..𪘀)  CJK COMPATIBILITY IDEOGRAPH-2F800..CJK COMPATIBILITY IDEOGRAPH-2FA1D

# Total code points: 4595

#	Status/Type:	restricted ; not-xid

0009..000D    ; restricted ; not-xid           #  [5] (U+0009..U+000D)  <control-0009>..<control-000D>
0020..0026    ; restricted ; not-xid           #  [7] (U+0020..&amp;)  SPACE..AMPERSAND
0028..002C    ; restricted ; not-xid           #  [5] ((..,)  LEFT PARENTHESIS..COMMA
002F          ; restricted ; not-xid           #      (/)  SOLIDUS
003B..0040    ; restricted ; not-xid           #  [6] (;..@)  SEMICOLON..COMMERCIAL AT
005B..005E    ; restricted ; not-xid           #  [4] ([..^)  LEFT SQUARE BRACKET..CIRCUMFLEX ACCENT
0060          ; restricted ; not-xid           #      (`)  GRAVE ACCENT
007B..007E    ; restricted ; not-xid           #  [4] ({..~)  LEFT CURLY BRACKET..TILDE
0085          ; restricted ; not-xid           #      (U+0085)  <control-0085>
00A1..00A7    ; restricted ; not-xid           #  [7] (¡..§)  INVERTED EXCLAMATION MARK..SECTION SIGN
00A9          ; restricted ; not-xid           #      (©)  COPYRIGHT SIGN
00AB..00AC    ; restricted ; not-xid           #  [2] («..¬)  LEFT-POINTING DOUBLE ANGLE QUOTATION MARK..NOT SIGN
00AE          ; restricted ; not-xid           #      (®)  REGISTERED SIGN
00B0..00B1    ; restricted ; not-xid           #  [2] (°..±)  DEGREE SIGN..PLUS-MINUS SIGN
00B6          ; restricted ; not-xid           #      (¶)  PILCROW SIGN
00BB          ; restricted ; not-xid           #      (»)  RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
00BF          ; restricted ; not-xid           #      (¿)  INVERTED QUESTION MARK
00D7          ; restricted ; not-xid           #      (×)  MULTIPLICATION SIGN
00F7          ; restricted ; not-xid           #      (÷)  DIVISION SIGN
02C2..02C5    ; restricted ; not-xid           #  [4] (˂..˅)  MODIFIER LETTER LEFT ARROWHEAD..MODIFIER LETTER DOWN ARROWHEAD
02D2..02D7    ; restricted ; not-xid           #  [6] (˒..˗)  MODIFIER LETTER CENTRED RIGHT HALF RING..MODIFIER LETTER MINUS SIGN
02DE..02DF    ; restricted ; not-xid           #  [2] (˞..˟)  MODIFIER LETTER RHOTIC HOOK..MODIFIER LETTER CROSS ACCENT
02E5..02EB    ; restricted ; not-xid           #  [7] (˥..˫)  MODIFIER LETTER EXTRA-HIGH TONE BAR..MODIFIER LETTER YANG DEPARTING TONE MARK
02ED          ; restricted ; not-xid           #      (˭)  MODIFIER LETTER UNASPIRATED
02EF..02FF    ; restricted ; not-xid           # [17] (˯..˿)  MODIFIER LETTER LOW DOWN ARROWHEAD..MODIFIER LETTER LOW LEFT ARROW
0375          ; restricted ; not-xid           #      (͵)  GREEK LOWER NUMERAL SIGN
03F6          ; restricted ; not-xid           #      (϶)  GREEK REVERSED LUNATE EPSILON SYMBOL
0482          ; restricted ; not-xid           #      (҂)  CYRILLIC THOUSANDS SIGN
0488..0489    ; restricted ; not-xid           #  [2] (҈..҉)  COMBINING CYRILLIC HUNDRED THOUSANDS SIGN..COMBINING CYRILLIC MILLIONS SIGN
055A..055F    ; restricted ; not-xid           #  [6] (՚..՟)  ARMENIAN APOSTROPHE..ARMENIAN ABBREVIATION MARK
0589          ; restricted ; not-xid           #      (։)  ARMENIAN FULL STOP
05BE          ; restricted ; not-xid           #      (־)  HEBREW PUNCTUATION MAQAF
05C0          ; restricted ; not-xid           #      (׀)  HEBREW PUNCTUATION PASEQ
05C3          ; restricted ; not-xid           #      (׃)  HEBREW PUNCTUATION SOF PASUQ
05C6          ; restricted ; not-xid           #      (׆)  HEBREW PUNCTUATION NUN HAFUKHA
0600..0603    ; restricted ; not-xid           #  [4] (U+0600..U+0603)  ARABIC NUMBER SIGN..ARABIC SIGN SAFHA
0606..060F    ; restricted ; not-xid           # [10] (؆..؏)  ARABIC-INDIC CUBE ROOT..ARABIC SIGN MISRA
061B          ; restricted ; not-xid           #      (؛)  ARABIC SEMICOLON
061E..061F    ; restricted ; not-xid           #  [2] (؞..؟)  ARABIC TRIPLE DOT PUNCTUATION MARK..ARABIC QUESTION MARK
066A..066D    ; restricted ; not-xid           #  [4] (٪..٭)  ARABIC PERCENT SIGN..ARABIC FIVE POINTED STAR
06D4          ; restricted ; not-xid           #      (۔)  ARABIC FULL STOP
06DD          ; restricted ; not-xid           #      (U+06DD)  ARABIC END OF AYAH
06DE          ; restricted ; not-xid           #      (۞)  ARABIC START OF RUB EL HIZB
06E9          ; restricted ; not-xid           #      (۩)  ARABIC PLACE OF SAJDAH
06FD..06FE    ; restricted ; not-xid           #  [2] (۽..۾)  ARABIC SIGN SINDHI AMPERSAND..ARABIC SIGN SINDHI POSTPOSITION MEN
0700..070D    ; restricted ; not-xid           # [14] (܀..܍)  SYRIAC END OF PARAGRAPH..SYRIAC HARKLEAN ASTERISCUS
070F          ; restricted ; not-xid           #      (U+070F)  SYRIAC ABBREVIATION MARK
07F6..07F9    ; restricted ; not-xid           #  [4] (߶..߹)  NKO SYMBOL OO DENNEN..NKO EXCLAMATION MARK
0830..083E    ; restricted ; not-xid           # [15] (࠰..࠾)  SAMARITAN PUNCTUATION NEQUDAA..SAMARITAN PUNCTUATION ANNAAU
0964..0965    ; restricted ; not-xid           #  [2] (।..॥)  DEVANAGARI DANDA..DEVANAGARI DOUBLE DANDA
0970          ; restricted ; not-xid           #      (॰)  DEVANAGARI ABBREVIATION SIGN
09F2..09FB    ; restricted ; not-xid           # [10] (৲..৻)  BENGALI RUPEE MARK..BENGALI GANDA MARK
0AF1          ; restricted ; not-xid           #      (૱)  GUJARATI RUPEE SIGN
0B70          ; restricted ; not-xid           #      (୰)  ORIYA ISSHAR
0BF0..0BFA    ; restricted ; not-xid           # [11] (௰..௺)  TAMIL NUMBER TEN..TAMIL NUMBER SIGN
0C78..0C7F    ; restricted ; not-xid           #  [8] (౸..౿)  TELUGU FRACTION DIGIT ZERO FOR ODD POWERS OF FOUR..TELUGU SIGN TUUMU
0CF1..0CF2    ; restricted ; not-xid           #  [2] (ೱ..ೲ)  KANNADA SIGN JIHVAMULIYA..KANNADA SIGN UPADHMANIYA
0D70..0D75    ; restricted ; not-xid           #  [6] (൰..൵)  MALAYALAM NUMBER TEN..MALAYALAM FRACTION THREE QUARTERS
0D79          ; restricted ; not-xid           #      (൹)  MALAYALAM DATE MARK
0DF4          ; restricted ; not-xid           #      (෴)  SINHALA PUNCTUATION KUNDDALIYA
0E3F          ; restricted ; not-xid           #      (฿)  THAI CURRENCY SYMBOL BAHT
0E4F          ; restricted ; not-xid           #      (๏)  THAI CHARACTER FONGMAN
0E5A..0E5B    ; restricted ; not-xid           #  [2] (๚..๛)  THAI CHARACTER ANGKHANKHU..THAI CHARACTER KHOMUT
0F01..0F0A    ; restricted ; not-xid           # [10] (༁..༊)  TIBETAN MARK GTER YIG MGO TRUNCATED A..TIBETAN MARK BKA- SHOG YIG MGO
0F0D..0F17    ; restricted ; not-xid           # [11] (།..༗)  TIBETAN MARK SHAD..TIBETAN ASTROLOGICAL SIGN SGRA GCAN -CHAR RTAGS
0F1A..0F1F    ; restricted ; not-xid           #  [6] (༚..༟)  TIBETAN SIGN RDEL DKAR GCIG..TIBETAN SIGN RDEL DKAR RDEL NAG
0F2A..0F34    ; restricted ; not-xid           # [11] (༪..༴)  TIBETAN DIGIT HALF ONE..TIBETAN MARK BSDUS RTAGS
0F36          ; restricted ; not-xid           #      (༶)  TIBETAN MARK CARET -DZUD RTAGS BZHI MIG CAN
0F38          ; restricted ; not-xid           #      (༸)  TIBETAN MARK CHE MGO
0F3A..0F3D    ; restricted ; not-xid           #  [4] (༺..༽)  TIBETAN MARK GUG RTAGS GYON..TIBETAN MARK ANG KHANG GYAS
0F85          ; restricted ; not-xid           #      (྅)  TIBETAN MARK PALUTA
0FBE..0FC5    ; restricted ; not-xid           #  [8] (྾..࿅)  TIBETAN KU RU KHA..TIBETAN SYMBOL RDO RJE
0FC7..0FCC    ; restricted ; not-xid           #  [6] (࿇..࿌)  TIBETAN SYMBOL RDO RJE RGYA GRAM..TIBETAN SYMBOL NOR BU BZHI -KHYIL
0FCE..0FD8    ; restricted ; not-xid           # [11] (࿎..࿘)  TIBETAN SIGN RDEL NAG RDEL DKAR..LEFT-FACING SVASTI SIGN WITH DOTS
104A..104F    ; restricted ; not-xid           #  [6] (၊..၏)  MYANMAR SIGN LITTLE SECTION..MYANMAR SYMBOL GENITIVE
109E..109F    ; restricted ; not-xid           #  [2] (႞..႟)  MYANMAR SYMBOL SHAN ONE..MYANMAR SYMBOL SHAN EXCLAMATION
10FB          ; restricted ; not-xid           #      (჻)  GEORGIAN PARAGRAPH SEPARATOR
1360..1368    ; restricted ; not-xid           #  [9] (፠..፨)  ETHIOPIC SECTION MARK..ETHIOPIC PARAGRAPH SEPARATOR
1372..137C    ; restricted ; not-xid           # [11] (፲..፼)  ETHIOPIC NUMBER TEN..ETHIOPIC NUMBER TEN THOUSAND
1390..1399    ; restricted ; not-xid           # [10] (᎐..᎙)  ETHIOPIC TONAL MARK YIZET..ETHIOPIC TONAL MARK KURT
1400          ; restricted ; not-xid           #      (᐀)  CANADIAN SYLLABICS HYPHEN
166D..166E    ; restricted ; not-xid           #  [2] (᙭..᙮)  CANADIAN SYLLABICS CHI SIGN..CANADIAN SYLLABICS FULL STOP
1680          ; restricted ; not-xid           #      (U+1680)  OGHAM SPACE MARK
169B..169C    ; restricted ; not-xid           #  [2] (᚛..᚜)  OGHAM FEATHER MARK..OGHAM REVERSED FEATHER MARK
16EB..16ED    ; restricted ; not-xid           #  [3] (᛫..᛭)  RUNIC SINGLE PUNCTUATION..RUNIC CROSS PUNCTUATION
1735..1736    ; restricted ; not-xid           #  [2] (᜵..᜶)  PHILIPPINE SINGLE PUNCTUATION..PHILIPPINE DOUBLE PUNCTUATION
17D4..17D6    ; restricted ; not-xid           #  [3] (។..៖)  KHMER SIGN KHAN..KHMER SIGN CAMNUC PII KUUH
17D8..17DB    ; restricted ; not-xid           #  [4] (៘..៛)  KHMER SIGN BEYYAL..KHMER CURRENCY SYMBOL RIEL
17F0..17F9    ; restricted ; not-xid           # [10] (៰..៹)  KHMER SYMBOL LEK ATTAK SON..KHMER SYMBOL LEK ATTAK PRAM-BUON
1800..180A    ; restricted ; not-xid           # [11] (᠀..᠊)  MONGOLIAN BIRGA..MONGOLIAN NIRUGU
180E          ; restricted ; not-xid           #      (U+180E)  MONGOLIAN VOWEL SEPARATOR
1940          ; restricted ; not-xid           #      (᥀)  LIMBU SIGN LOO
1944..1945    ; restricted ; not-xid           #  [2] (᥄..᥅)  LIMBU EXCLAMATION MARK..LIMBU QUESTION MARK
19DE..19FF    ; restricted ; not-xid           # [34] (᧞..᧿)  NEW TAI LUE SIGN LAE..KHMER SYMBOL DAP-PRAM ROC
1A1E..1A1F    ; restricted ; not-xid           #  [2] (᨞..᨟)  BUGINESE PALLAWA..BUGINESE END OF SECTION
1AA0..1AA6    ; restricted ; not-xid           #  [7] (᪠..᪦)  TAI THAM SIGN WIANG..TAI THAM SIGN REVERSED ROTATED RANA
1AA8..1AAD    ; restricted ; not-xid           #  [6] (᪨..᪭)  TAI THAM SIGN KAAN..TAI THAM SIGN CAANG
1B5A..1B6A    ; restricted ; not-xid           # [17] (᭚..᭪)  BALINESE PANTI..BALINESE MUSICAL SYMBOL DANG GEDE
1B74..1B7C    ; restricted ; not-xid           #  [9] (᭴..᭼)  BALINESE MUSICAL SYMBOL RIGHT-HAND OPEN DUG..BALINESE MUSICAL SYMBOL LEFT-HAND OPEN PING
1C3B..1C3F    ; restricted ; not-xid           #  [5] (᰻..᰿)  LEPCHA PUNCTUATION TA-ROL..LEPCHA PUNCTUATION TSHOOK
1C7E..1C7F    ; restricted ; not-xid           #  [2] (᱾..᱿)  OL CHIKI PUNCTUATION MUCAAD..OL CHIKI PUNCTUATION DOUBLE MUCAAD
1CD3          ; restricted ; not-xid           #      (᳓)  VEDIC SIGN NIHSHVASA
2012..2016    ; restricted ; not-xid           #  [5] (‒..‖)  FIGURE DASH..DOUBLE VERTICAL LINE
2018          ; restricted ; not-xid           #      (‘)  LEFT SINGLE QUOTATION MARK
201A..2023    ; restricted ; not-xid           # [10] (‚..‣)  SINGLE LOW-9 QUOTATION MARK..TRIANGULAR BULLET
2028..2029    ; restricted ; not-xid           #  [2] (U+2028..U+2029)  LINE SEPARATOR..PARAGRAPH SEPARATOR
2030..2032    ; restricted ; not-xid           #  [3] (‰..′)  PER MILLE SIGN..PRIME
2035          ; restricted ; not-xid           #      (‵)  REVERSED PRIME
2038..203B    ; restricted ; not-xid           #  [4] (‸..※)  CARET..REFERENCE MARK
203D          ; restricted ; not-xid           #      (‽)  INTERROBANG
2041..2046    ; restricted ; not-xid           #  [6] (⁁..⁆)  CARET INSERTION POINT..RIGHT SQUARE BRACKET WITH QUILL
204A..2053    ; restricted ; not-xid           # [10] (⁊..⁓)  TIRONIAN SIGN ET..SWUNG DASH
2055..2056    ; restricted ; not-xid           #  [2] (⁕..⁖)  FLOWER PUNCTUATION MARK..THREE DOT PUNCTUATION
2058..205E    ; restricted ; not-xid           #  [7] (⁘..⁞)  FOUR DOT PUNCTUATION..VERTICAL FOUR DOTS
20A0..20A7    ; restricted ; not-xid           #  [8] (₠..₧)  EURO-CURRENCY SIGN..PESETA SIGN
20A9..20B8    ; restricted ; not-xid           # [16] (₩..₸)  WON SIGN..TENGE SIGN
20DD..20E0    ; restricted ; not-xid           #  [4] (⃝..⃠)  COMBINING ENCLOSING CIRCLE..COMBINING ENCLOSING CIRCLE BACKSLASH
20E2..20E4    ; restricted ; not-xid           #  [3] (⃢..⃤)  COMBINING ENCLOSING SCREEN..COMBINING ENCLOSING UPWARD POINTING TRIANGLE
2104          ; restricted ; not-xid           #      (℄)  CENTRE LINE SYMBOL
2108          ; restricted ; not-xid           #      (℈)  SCRUPLE
2114          ; restricted ; not-xid           #      (℔)  L B BAR SYMBOL
2117          ; restricted ; not-xid           #      (℗)  SOUND RECORDING COPYRIGHT
211E..211F    ; restricted ; not-xid           #  [2] (℞..℟)  PRESCRIPTION TAKE..RESPONSE
2123          ; restricted ; not-xid           #      (℣)  VERSICLE
2125          ; restricted ; not-xid           #      (℥)  OUNCE SIGN
2127          ; restricted ; not-xid           #      (℧)  INVERTED OHM SIGN
2129          ; restricted ; not-xid           #      (℩)  TURNED GREEK SMALL LETTER IOTA
213A          ; restricted ; not-xid           #      (℺)  ROTATED CAPITAL Q
2141..2144    ; restricted ; not-xid           #  [4] (⅁..⅄)  TURNED SANS-SERIF CAPITAL G..TURNED SANS-SERIF CAPITAL Y
214A..214D    ; restricted ; not-xid           #  [4] (⅊..⅍)  PROPERTY LINE..AKTIESELSKAB
214F          ; restricted ; not-xid           #      (⅏)  SYMBOL FOR SAMARITAN SOURCE
2190..222B    ; restricted ; not-xid           # [156] (←..∫)  LEFTWARDS ARROW..INTEGRAL
222E          ; restricted ; not-xid           #      (∮)  CONTOUR INTEGRAL
2231..2328    ; restricted ; not-xid           # [248] (∱..⌨)  CLOCKWISE INTEGRAL..KEYBOARD
232B..23E8    ; restricted ; not-xid           # [190] (⌫..⏨)  ERASE TO THE LEFT..DECIMAL EXPONENT SYMBOL
2400..2426    ; restricted ; not-xid           # [39] (␀..␦)  SYMBOL FOR NULL..SYMBOL FOR SUBSTITUTE FORM TWO
2440..244A    ; restricted ; not-xid           # [11] (⑀..⑊)  OCR HOOK..OCR DOUBLE BACKSLASH
24EB..26CD    ; restricted ; not-xid           # [483] (⓫..⛍)  NEGATIVE CIRCLED NUMBER ELEVEN..DISABLED CAR
26CF..26E1    ; restricted ; not-xid           # [19] (⛏..⛡)  PICK..RESTRICTED LEFT ENTRY-2
26E3          ; restricted ; not-xid           #      (⛣)  HEAVY CIRCLE WITH STROKE AND TWO DOTS ABOVE
26E8..26FF    ; restricted ; not-xid           # [24] (⛨..⛿)  BLACK CROSS ON SHIELD..WHITE FLAG WITH HORIZONTAL MIDDLE BLACK STRIPE
2701..2704    ; restricted ; not-xid           #  [4] (✁..✄)  UPPER BLADE SCISSORS..WHITE SCISSORS
2706..2709    ; restricted ; not-xid           #  [4] (✆..✉)  TELEPHONE LOCATION SIGN..ENVELOPE
270C..2727    ; restricted ; not-xid           # [28] (✌..✧)  VICTORY HAND..WHITE FOUR POINTED STAR
2729..274B    ; restricted ; not-xid           # [35] (✩..❋)  STRESS OUTLINED WHITE STAR..HEAVY EIGHT TEARDROP-SPOKED PROPELLER ASTERISK
274D          ; restricted ; not-xid           #      (❍)  SHADOWED WHITE CIRCLE
274F..2752    ; restricted ; not-xid           #  [4] (❏..❒)  LOWER RIGHT DROP-SHADOWED WHITE SQUARE..UPPER RIGHT SHADOWED WHITE SQUARE
2756..275E    ; restricted ; not-xid           #  [9] (❖..❞)  BLACK DIAMOND MINUS WHITE X..HEAVY DOUBLE COMMA QUOTATION MARK ORNAMENT
2761..2794    ; restricted ; not-xid           # [52] (❡..➔)  CURVED STEM PARAGRAPH SIGN ORNAMENT..HEAVY WIDE-HEADED RIGHTWARDS ARROW
2798..27AF    ; restricted ; not-xid           # [24] (➘..➯)  HEAVY SOUTH EAST ARROW..NOTCHED LOWER RIGHT-SHADOWED WHITE RIGHTWARDS ARROW
27B1..27BE    ; restricted ; not-xid           # [14] (➱..➾)  NOTCHED UPPER RIGHT-SHADOWED WHITE RIGHTWARDS ARROW..OPEN-OUTLINED RIGHTWARDS ARROW
27C0..27CA    ; restricted ; not-xid           # [11] (⟀..⟊)  THREE DIMENSIONAL ANGLE..VERTICAL BAR WITH HORIZONTAL STROKE
27CC          ; restricted ; not-xid           #      (⟌)  LONG DIVISION
27D0..2A0B    ; restricted ; not-xid           # [572] (⟐..⨋)  WHITE DIAMOND WITH CENTRED DOT..SUMMATION WITH INTEGRAL
2A0D..2A73    ; restricted ; not-xid           # [103] (⨍..⩳)  FINITE PART INTEGRAL..EQUALS SIGN ABOVE TILDE OPERATOR
2A77..2ADB    ; restricted ; not-xid           # [101] (⩷..⫛)  EQUALS SIGN WITH TWO DOTS ABOVE AND TWO DOTS BELOW..TRANSVERSAL INTERSECTION
2ADD..2B4C    ; restricted ; not-xid           # [112] (⫝..⭌)  NONFORKING..RIGHTWARDS ARROW ABOVE REVERSE TILDE OPERATOR
2B50..2B59    ; restricted ; not-xid           # [10] (⭐..⭙)  WHITE MEDIUM STAR..HEAVY CIRCLED SALTIRE
