# DRAFT emoji-data.txt
# For details about the format and other information, see /../../../reports/tr51/index.html#Data_Files.
#
# Format
# Code ;	Default Style ;	Ordering ;	Annotations ;	Sources	# Version Char Name
#
U+1F680 ;	emoji ;	474 ;	fantasy, rocket, travel, vehicle ;	j 	# V6.0 (🚀) rocket
U+1F6F0 ;	text ;	475 ;	place, satellite, vehicle ;	w 	# V7.0 (🛰) satellite
U+1F3E7 ;	emoji ;	476 ;	atm, automated, place, teller ;	j 	# V6.0 (🏧) automated teller machine
U+1F6AE ;	emoji ;	477 ;	litter, litterbox, place, put, travel ;	x 	# V6.0 (🚮) put litter in its place symbol
U+1F6A5 ;	emoji ;	478 ;	light, signal, traffic, travel ;	j 	# V6.0 (🚥) horizontal traffic light
U+1F6A6 ;	emoji ;	479 ;	light, signal, traffic, travel ;	x 	# V6.0 (🚦) vertical traffic light
U+1F6A7 ;	emoji ;	480 ;	barrier, construction, travel, under ;	j 	# V6.0 (🚧) construction sign
U+1F6AB ;	emoji ;	481 ;	entry, forbidden, no, not, prohibited, travel ;	j 	# V6.0 (🚫) no entry sign
U+1F6AD ;	emoji ;	482 ;	forbidden, no, not, prohibited, smoking, travel ;	jw 	# V6.0 (🚭) no smoking symbol
U+1F6AF ;	emoji ;	483 ;	forbidden, litter, no, not, prohibited, travel ;	x 	# V6.0 (🚯) do not litter symbol
U+1F6B0 ;	emoji ;	484 ;	drink, potable, travel, water ;	x 	# V6.0 (🚰) potable water symbol
U+1F6B1 ;	emoji ;	485 ;	drink, forbidden, no, not, potable, prohibited, travel, water ;	x 	# V6.0 (🚱) non-potable water symbol
U+1F6B7 ;	emoji ;	486 ;	forbidden, no, not, pedestrian, prohibited, travel ;	x 	# V6.0 (🚷) no pedestrians
U+1F6B8 ;	emoji ;	487 ;	child, crossing, travel ;	x 	# V6.0 (🚸) children crossing
U+267F ;	emoji ;	488 ;	access, travel, wheelchair ;	jw 	# V4.1 (♿) wheelchair symbol
U+1F6B9 ;	emoji ;	489 ;	men, men’s, restroom, travel ;	jw 	# V6.0 (🚹) mens symbol
U+1F6BA ;	emoji ;	490 ;	restroom, travel, woman, women’s ;	jw 	# V6.0 (🚺) womens symbol
U+1F6BB ;	emoji ;	491 ;	lavatory, restroom, travel, wc ;	j 	# V6.0 (🚻) restroom
U+1F6BC ;	emoji ;	492 ;	baby, changing, travel ;	jw 	# V6.0 (🚼) baby symbol
U+1F6BE ;	emoji ;	493 ;	closet, lavatory, restroom, travel, water, wc ;	j 	# V6.0 (🚾) water closet
U+1F6C2 ;	emoji ;	494 ;	control, passport, travel ;	x 	# V6.0 (🛂) passport control
U+1F6C3 ;	emoji ;	495 ;	customs, travel ;	x 	# V6.0 (🛃) customs
U+1F6C4 ;	emoji ;	496 ;	baggage, claim, travel ;	x 	# V6.0 (🛄) baggage claim
U+1F6C5 ;	emoji ;	497 ;	baggage, left luggage, locker, luggage, travel ;	x 	# V6.0 (🛅) left luggage
U+26A0 ;	text ;	498 ;	travel, warning ;	j 	# V4.0 (⚠) warning sign
U+26D4 ;	emoji ;	499 ;	entry, forbidden, no, not, prohibited, travel ;	aj 	# V5.2 (⛔) no entry
U+1F6CE ;	text ;	500 ;	bell, bellhop, hotel, object ;	w 	# V7.0 (🛎) bellhop bell
U+1F6AA ;	emoji ;	501 ;	door, object, travel ;	j 	# V6.0 (🚪) door
U+1F6CC ;	emoji ;	502 ;	hotel, object, sleeping ;	x 	# V7.0 (🛌) sleeping accommodation
U+1F6CF ;	text ;	503 ;	bed, hotel, object ;	w 	# V7.0 (🛏) bed
U+1F6CB ;	text ;	504 ;	couch, hotel, lamp, object ;	w 	# V7.0 (🛋) couch and lamp
U+1F6BD ;	emoji ;	505 ;	object, toilet, travel ;	j 	# V6.0 (🚽) toilet
U+1F6BF ;	emoji ;	506 ;	object, shower, travel ;	x 	# V6.0 (🚿) shower
U+1F6C0 ;	emoji ;	507 ;	bath, bathtub, fitz-optional, object, travel ;	j 	# V6.0 (🛀) bath
U+1F6C1 ;	emoji ;	508 ;	bath, bathtub, object, travel ;	x 	# V6.0 (🛁) bathtub
U+1F6CD ;	text ;	509 ;	bag, hotel, object, shopping ;	w 	# V7.0 (🛍) shopping bags
U+231B ;	emoji ;	510 ;	hourglass, sand, time, timer ;	j 	# V1.1 (⌛) hourglass
U+23F3 ;	emoji ;	511 ;	hourglass, sand, time, timer ;	jw 	# V6.0 (⏳) hourglass with flowing sand
U+231A ;	emoji ;	512 ;	clock, time, watch ;	j 	# V1.1 (⌚) watch
U+23F0 ;	emoji ;	513 ;	alarm, clock, time ;	j 	# V6.0 (⏰) alarm clock
U+23F1 ;	text ;	514 ;	clock, stopwatch, time ;	x 	# V6.0 (⏱) stopwatch
U+23F2 ;	text ;	515 ;	clock, time, timer ;	x 	# V6.0 (⏲) timer clock
U+1F570 ;	text ;	516 ;	clock, object ;	w 	# V7.0 (🕰) mantelpiece clock
U+1F55B ;	emoji ;	517 ;	00, 12, 12:00, clock, face, o’clock, time, twelve ;	jw 	# V6.0 (🕛) clock face twelve oclock
U+1F567 ;	emoji ;	518 ;	12, 30, 12:30, clock, face, thirty, time, twelve ;	w 	# V6.0 (🕧) clock face twelve-thirty
U+1F550 ;	emoji ;	519 ;	00, 1, 1:00, clock, face, o’clock, one, time ;	jw 	# V6.0 (🕐) clock face one oclock
U+1F55C ;	emoji ;	520 ;	1, 30, 1:30, clock, face, one, thirty, time ;	w 	# V6.0 (🕜) clock face one-thirty
U+1F551 ;	emoji ;	521 ;	00, 2, 2:00, clock, face, o’clock, time, two ;	jw 	# V6.0 (🕑) clock face two oclock
U+1F55D ;	emoji ;	522 ;	2, 30, 2:30, clock, face, thirty, time, two ;	w 	# V6.0 (🕝) clock face two-thirty
U+1F552 ;	emoji ;	523 ;	00, 3, 3:00, clock, face, o’clock, three, time ;	jw 	# V6.0 (🕒) clock face three oclock
U+1F55E ;	emoji ;	524 ;	3, 30, 3:30, clock, face, thirty, three, time ;	w 	# V6.0 (🕞) clock face three-thirty
U+1F553 ;	emoji ;	525 ;	00, 4, 4:00, clock, face, four, o’clock, time ;	jw 	# V6.0 (🕓) clock face four oclock
U+1F55F ;	emoji ;	526 ;	4, 30, 4:30, clock, face, four, thirty, time ;	w 	# V6.0 (🕟) clock face four-thirty
U+1F554 ;	emoji ;	527 ;	00, 5, 5:00, clock, face, five, o’clock, time ;	jw 	# V6.0 (🕔) clock face five oclock
U+1F560 ;	emoji ;	528 ;	5, 30, 5:30, clock, face, five, thirty, time ;	w 	# V6.0 (🕠) clock face five-thirty
U+1F555 ;	emoji ;	529 ;	00, 6, 6:00, clock, face, o’clock, six, time ;	jw 	# V6.0 (🕕) clock face six oclock
U+1F561 ;	emoji ;	530 ;	6, 30, 6:30, clock, face, six, thirty, time ;	w 	# V6.0 (🕡) clock face six-thirty
U+1F556 ;	emoji ;	531 ;	00, 7, 7:00, clock, face, o’clock, seven, time ;	jw 	# V6.0 (🕖) clock face seven oclock
U+1F562 ;	emoji ;	532 ;	7, 30, 7:30, clock, face, seven, thirty, time ;	w 	# V6.0 (🕢) clock face seven-thirty
U+1F557 ;	emoji ;	533 ;	00, 8, 8:00, clock, eight, face, o’clock, time ;	jw 	# V6.0 (🕗) clock face eight oclock
U+1F563 ;	emoji ;	534 ;	8, 30, 8:30, clock, eight, face, thirty, time ;	w 	# V6.0 (🕣) clock face eight-thirty
U+1F558 ;	emoji ;	535 ;	00, 9, 9:00, clock, face, nine, o’clock, time ;	jw 	# V6.0 (🕘) clock face nine oclock
U+1F564 ;	emoji ;	536 ;	9, 30, 9:30, clock, face, nine, thirty, time ;	w 	# V6.0 (🕤) clock face nine-thirty
U+1F559 ;	emoji ;	537 ;	00, 10, 10:00, clock, face, o’clock, ten, time ;	jw 	# V6.0 (🕙) clock face ten oclock
U+1F565 ;	emoji ;	538 ;	10, 30, 10:30, clock, face, ten, thirty, time ;	w 	# V6.0 (🕥) clock face ten-thirty
U+1F55A ;	emoji ;	539 ;	00, 11, 11:00, clock, eleven, face, o’clock, time ;	jw 	# V6.0 (🕚) clock face eleven oclock
U+1F566 ;	emoji ;	540 ;	11, 30, 11:30, clock, eleven, face, thirty, time ;	w 	# V6.0 (🕦) clock face eleven-thirty
U+2648 ;	emoji ;	541 ;	aries, time, zodiac ;	jw 	# V1.1 (♈) aries
U+2649 ;	emoji ;	542 ;	taurus, time, zodiac ;	jw 	# V1.1 (♉) taurus
U+264A ;	emoji ;	543 ;	gemini, time, zodiac ;	jw 	# V1.1 (♊) gemini
U+264B ;	emoji ;	544 ;	cancer, time, zodiac ;	jw 	# V1.1 (♋) cancer
U+264C ;	emoji ;	545 ;	leo, time, zodiac ;	jw 	# V1.1 (♌) leo
U+264D ;	emoji ;	546 ;	time, virgo, zodiac ;	jw 	# V1.1 (♍) virgo
U+264E ;	emoji ;	547 ;	libra, time, zodiac ;	jw 	# V1.1 (♎) libra
U+264F ;	emoji ;	548 ;	scorpion, scorpius, time, zodiac ;	jw 	# V1.1 (♏) scorpius
U+2650 ;	emoji ;	549 ;	sagittarius, time, zodiac ;	jw 	# V1.1 (♐) sagittarius
U+2651 ;	emoji ;	550 ;	capricorn, time, zodiac ;	jw 	# V1.1 (♑) capricorn
U+2652 ;	emoji ;	551 ;	aquarius, time, zodiac ;	jw 	# V1.1 (♒) aquarius
U+2653 ;	emoji ;	552 ;	pisces, time, zodiac ;	jw 	# V1.1 (♓) pisces
U+26CE ;	emoji ;	553 ;	ophiuchus, word, zodiac ;	aj 	# V6.0 (⛎) ophiuchus
U+1F311 ;	emoji ;	554 ;	dark, moon, place, time, weather ;	j 	# V6.0 (🌑) new moon symbol
U+1F312 ;	emoji ;	555 ;	crescent, moon, place, time, waxing, weather ;	x 	# V6.0 (🌒) waxing crescent moon symbol
U+1F313 ;	emoji ;	556 ;	moon, place, quarter, time, weather ;	j 	# V6.0 (🌓) first quarter moon symbol
U+1F314 ;	emoji ;	557 ;	gibbous, moon, place, time, waxing, weather ;	j 	# V6.0 (🌔) waxing gibbous moon symbol
U+1F315 ;	emoji ;	558 ;	full, moon, place, time, weather ;	jw 	# V6.0 (🌕) full moon symbol
U+1F316 ;	emoji ;	559 ;	gibbous, moon, place, time, waning, weather ;	x 	# V6.0 (🌖) waning gibbous moon symbol
U+1F317 ;	emoji ;	560 ;	moon, place, quarter, time, weather ;	x 	# V6.0 (🌗) last quarter moon symbol
U+1F318 ;	emoji ;	561 ;	crescent, moon, place, time, waning, weather ;	x 	# V6.0 (🌘) waning crescent moon symbol
U+1F319 ;	emoji ;	562 ;	crescent, moon, place, time, weather ;	j 	# V6.0 (🌙) crescent moon
U+1F31A ;	emoji ;	563 ;	face, moon, place, time, weather ;	x 	# V6.0 (🌚) new moon with face
U+1F31B ;	emoji ;	564 ;	face, moon, place, quarter, weather ;	j 	# V6.0 (🌛) first quarter moon with face
U+1F31C ;	emoji ;	565 ;	face, moon, place, quarter, weather ;	w 	# V6.0 (🌜) last quarter moon with face
U+1F321 ;	text ;	566 ;	thermometer, weather ;	w 	# V7.0 (🌡) thermometer
U+2600 ;	text ;	567 ;	bright, rays, sun, sunny, weather ;	aj 	# V1.1 (☀) black sun with rays
U+1F31D ;	emoji ;	568 ;	bright, face, full, moon, place, weather ;	x 	# V6.0 (🌝) full moon with face
U+1F31E ;	emoji ;	569 ;	bright, face, place, sun, weather ;	x 	# V6.0 (🌞) sun with face
U+2601 ;	text ;	570 ;	cloud, weather ;	ajw 	# V1.1 (☁) cloud
U+26C5 ;	emoji ;	571 ;	cloud, sun, weather ;	aj 	# V5.2 (⛅) sun behind cloud
U+26C8 ;	text ;	572 ;	cloud, rain, thunder, weather ;	a 	# V5.2 (⛈) thunder cloud and rain
U+1F324 ;	text ;	573 ;	cloud, sun, weather ;	w 	# V7.0 (🌤) white sun with small cloud
U+1F325 ;	text ;	574 ;	cloud, sun, weather ;	w 	# V7.0 (🌥) white sun behind cloud
U+1F326 ;	text ;	575 ;	cloud, rain, sun, weather ;	w 	# V7.0 (🌦) white sun behind cloud with rain
U+1F327 ;	text ;	576 ;	cloud, rain, weather ;	w 	# V7.0 (🌧) cloud with rain
U+1F328 ;	text ;	577 ;	cloud, cold, snow, weather ;	w 	# V7.0 (🌨) cloud with snow
U+1F329 ;	text ;	578 ;	cloud, lightning, weather ;	w 	# V7.0 (🌩) cloud with lightning
U+1F32A ;	text ;	579 ;	cloud, tornado, weather ;	w 	# V7.0 (🌪) cloud with tornado
U+1F32B ;	text ;	580 ;	cloud, fog, weather ;	w 	# V7.0 (🌫) fog
U+1F32C ;	text ;	581 ;	blow, cloud, face, weather, wind ;	w 	# V7.0 (🌬) wind blowing face
U+1F300 ;	emoji ;	582 ;	cyclone, dizzy, twister, typhoon, weather ;	j 	# V6.0 (🌀) cyclone
U+1F308 ;	emoji ;	583 ;	rain, rainbow, weather ;	j 	# V6.0 (🌈) rainbow
U+1F302 ;	emoji ;	584 ;	rain, umbrella, weather ;	j 	# V6.0 (🌂) closed umbrella
U+2602 ;	text ;	585 ;	rain, umbrella, weather ;	a 	# V1.1 (☂) umbrella
U+2614 ;	emoji ;	586 ;	drop, rain, umbrella, weather ;	aj 	# V4.0 (☔) umbrella with rain drops
U+26F1 ;	text ;	587 ;	rain, sun, travel, umbrella, weather ;	a 	# V5.2 (⛱) umbrella on ground
U+2744 ;	text ;	588 ;	cold, snow, snowflake, weather ;	zjw 	# V1.1 (❄) snowflake
U+2603 ;	text ;	589 ;	cold, snow, snowman, weather ;	a 	# V1.1 (☃) snowman
U+26C4 ;	emoji ;	590 ;	cold, snow, snowman, weather ;	aj 	# V5.2 (⛄) snowman without snow
U+1F31F ;	emoji ;	591 ;	glittery, glowing, place, shining, sparkle, sparkler, star ;	j 	# V6.0 (🌟) glowing star
U+1F320 ;	emoji ;	592 ;	activity, falling, nature, place, shooting, star ;	j 	# V6.0 (🌠) shooting star
U+2604 ;	text ;	593 ;	comet, object ;	x 	# V1.1 (☄) comet
U+1F3B2 ;	emoji ;	594 ;	dice, die, game ;	j 	# V6.0 (🎲) game die
U+2660 ;	text ;	595 ;	card, game, spade, spades, suit ;	zaj 	# V1.1 (♠) black spade suit
U+2665 ;	text ;	596 ;	card, emotion, game, heart, hearts, suit ;	zaj 	# V1.1 (♥) black heart suit
U+2666 ;	text ;	597 ;	card, diamond, diamonds, game, suit ;	zaj 	# V1.1 (♦) black diamond suit
U+2663 ;	text ;	598 ;	card, clubs, game, suit ;	zaj 	# V1.1 (♣) black club suit
U+1F0CF ;	emoji ;	599 ;	card, game, joker, playing ;	j 	# V6.0 (🃏) playing card black joker
U+1F004 ;	emoji ;	600 ;	game, mahjong, red ;	j 	# V5.1 (🀄) mahjong tile red dragon
U+1F3AE ;	emoji ;	601 ;	controller, game, video ;	jw 	# V6.0 (🎮) video game
U+1F579 ;	text ;	602 ;	game, joystick, object ;	w 	# V7.0 (🕹) joystick
U+26BD ;	emoji ;	603 ;	ball, soccer, sport ;	j 	# V5.2 (⚽) soccer ball
U+26BE ;	emoji ;	604 ;	ball, baseball, sport ;	aj 	# V5.2 (⚾) baseball
U+1F3C0 ;	emoji ;	605 ;	ball, basketball, hoop, sport ;	j 	# V6.0 (🏀) basketball and hoop
U+1F3C8 ;	emoji ;	606 ;	american, ball, football, sport ;	j 	# V6.0 (🏈) american football
U+1F3C9 ;	emoji ;	607 ;	ball, football, rugby, sport ;	x 	# V6.0 (🏉) rugby football
U+1F3BE ;	emoji ;	608 ;	ball, racquet, sport, tennis ;	j 	# V6.0 (🎾) tennis racquet and ball
U+1F3B1 ;	emoji ;	609 ;	8, 8 ball, ball, billiard, eight, game, sport ;	j 	# V6.0 (🎱) billiards
U+1F3B3 ;	emoji ;	610 ;	ball, bowling, game, sport ;	j 	# V6.0 (🎳) bowling
U+26F3 ;	emoji ;	611 ;	flag, golf, golfing, hole, sport, travel ;	ajw 	# V5.2 (⛳) flag in hole
U+1F3CC ;	text ;	612 ;	ball, golfer, human, person, sport ;	w 	# V7.0 (🏌) golfer
U+26F8 ;	emoji ;	613 ;	ice, skate, skating, sport, travel ;	a 	# V5.2 (⛸) ice skate
U+1F3A3 ;	emoji ;	614 ;	entertainment, fish, fishing, pole, sport ;	j 	# V6.0 (🎣) fishing pole and fish
U+1F3BD ;	emoji ;	615 ;	running, sash, shirt, sport ;	j 	# V6.0 (🎽) running shirt with sash
U+1F3BF ;	emoji ;	616 ;	ski, skier, skiing, sport ;	j 	# V6.0 (🎿) ski and ski boot
U+26F7 ;	emoji ;	617 ;	human, person, ski, skier, skiing, sport, travel ;	aw 	# V5.2 (⛷) skier
U+1F3C2 ;	emoji ;	618 ;	fitz-optional, human, person, ski, skier, skiing, snowboard, snowboarder, snowboarding, sport ;	jw 	# V6.0 (🏂) snowboarder
U+1F3C4 ;	emoji ;	619 ;	fitz-optional, human, person, sport, surfer, surfing ;	jw 	# V6.0 (🏄) surfer
U+1F3C7 ;	emoji ;	620 ;	fitz-optional, horse, human, jockey, person, racing, sport, travel ;	x 	# V6.0 (🏇) horse racing
U+1F3CA ;	emoji ;	621 ;	fitz-optional, human, person, sport, swim, swimmer, swimming, travel ;	jw 	# V6.0 (🏊) swimmer
U+26F9 ;	emoji ;	622 ;	ball, human, person, sport, travel ;	a 	# V5.2 (⛹) person with ball
U+1F3CB ;	text ;	623 ;	human, lifter, person, sport, weight ;	w 	# V7.0 (🏋) weight lifter
U+1F3C5 ;	emoji ;	624 ;	medal, sport ;	x 	# V7.0 (🏅) sports medal
U+1F3C6 ;	emoji ;	625 ;	prize, sport, trophy ;	jw 	# V6.0 (🏆) trophy
U+1F507 ;	emoji ;	626 ;	mute, quiet, sound, speaker ;	x 	# V6.0 (🔇) speaker with cancellation stroke
U+1F508 ;	emoji ;	627 ;	sound, speaker ;	w 	# V6.0 (🔈) speaker
U+1F509 ;	emoji ;	628 ;	low, sound, speaker, volume, wave ;	x 	# V6.0 (🔉) speaker with one sound wave
U+1F50A ;	emoji ;	629 ;	3, high, loud, sound, speaker, three, volume, waves ;	j 	# V6.0 (🔊) speaker with three sound waves
U+1F4E2 ;	emoji ;	630 ;	address, communication, hand, loud, loudspeaker, public, sound ;	j 	# V6.0 (📢) public address loudspeaker
U+1F4E3 ;	emoji ;	631 ;	cheering, communication, mega, megaphone, sound ;	j 	# V6.0 (📣) cheering megaphone
U+1F4EF ;	emoji ;	632 ;	communication, horn, object, postal, sound ;	x 	# V6.0 (📯) postal horn
U+1F514 ;	emoji ;	633 ;	bell, sound ;	j 	# V6.0 (🔔) bell
U+1F515 ;	emoji ;	634 ;	bell, forbidden, no, not, prohibited, sound ;	x 	# V6.0 (🔕) bell with cancellation stroke
U+1F500 ;	emoji ;	635 ;	arrow, crossed ;	x 	# V6.0 (🔀) twisted rightwards arrows
U+1F501 ;	emoji ;	636 ;	arrow, clockwise, repeat ;	x 	# V6.0 (🔁) clockwise rightwards and leftwards open circle arrows
U+1F502 ;	emoji ;	637 ;	arrow, clockwise, once ;	x 	# V6.0 (🔂) clockwise rightwards and leftwards open circle arrows with circled one overlay
U+25B6 ;	text ;	638 ;	arrow, play, right, sound, triangle ;	ajw 	# V1.1 (▶) black right-pointing triangle
U+23E9 ;	emoji ;	639 ;	arrow, double, fast, forward, sound ;	jw 	# V6.0 (⏩) black right-pointing double triangle
U+23ED ;	text ;	640 ;	arrow, next scene, next track, sound, triangle ;	w 	# V6.0 (⏭) black right-pointing double triangle with vertical bar
U+23EF ;	text ;	641 ;	arrow, pause, play, right, sound, triangle ;	x 	# V6.0 (⏯) black right-pointing triangle with double vertical bar
U+25C0 ;	text ;	642 ;	arrow, left, reverse, sound, triangle ;	ajw 	# V1.1 (◀) black left-pointing triangle
U+23EA ;	emoji ;	643 ;	arrow, double, rewind, sound ;	jw 	# V6.0 (⏪) black left-pointing double triangle
U+23EE ;	text ;	644 ;	arrow, previous scene, previous track, sound, triangle ;	w 	# V6.0 (⏮) black left-pointing double triangle with vertical bar
U+1F53C ;	emoji ;	645 ;	arrow, button, red ;	j 	# V6.0 (🔼) up-pointing small red triangle
U+23EB ;	emoji ;	646 ;	arrow, double, sound ;	j 	# V6.0 (⏫) black up-pointing double triangle
U+1F53D ;	emoji ;	647 ;	arrow, button, down, red ;	j 	# V6.0 (🔽) down-pointing small red triangle
U+23EC ;	emoji ;	648 ;	arrow, double, down, sound ;	j 	# V6.0 (⏬) black down-pointing double triangle
U+23F8 ;	text ;	649 ;	bar, double, pause, sound, vertical ;	w 	# V7.0 (⏸) double vertical bar
U+23F9 ;	text ;	650 ;	sound, square, stop ;	w 	# V7.0 (⏹) black square for stop
U+23FA ;	text ;	651 ;	circle, record, sound ;	w 	# V7.0 (⏺) black circle for record
U+23CF ;	text ;	652 ;	eject, sound ;	x 	# V4.0 (⏏) eject symbol
U+1F3BC ;	emoji ;	653 ;	activity, music, score, sound ;	j 	# V6.0 (🎼) musical score
U+1F3B5 ;	emoji ;	654 ;	activity, music, note, sound ;	j 	# V6.0 (🎵) musical note
U+1F3B6 ;	emoji ;	655 ;	activity, music, note, notes, sound ;	j 	# V6.0 (🎶) multiple musical notes
U+1F399 ;	text ;	656 ;	mic, microphone, music, object, sound, studio ;	w 	# V7.0 (🎙) studio microphone
U+1F39A ;	text ;	657 ;	level, music, object, slider, sound ;	w 	# V7.0 (🎚) level slider
U+1F39B ;	text ;	658 ;	control, knobs, music, object, sound ;	w 	# V7.0 (🎛) control knobs
U+1F3A4 ;	emoji ;	659 ;	activity, entertainment, karaoke, mic, microphone, sound ;	j 	# V6.0 (🎤) microphone
U+1F3A7 ;	emoji ;	660 ;	activity, entertainment, headphone, headphones, sound ;	jw 	# V6.0 (🎧) headphone
U+1F3B7 ;	emoji ;	661 ;	activity, instrument, music, sax, saxophone, sound ;	j 	# V6.0 (🎷) saxophone
U+1F3B8 ;	emoji ;	662 ;	activity, guitar, instrument, music, sound ;	j 	# V6.0 (🎸) guitar
U+1F3B9 ;	emoji ;	663 ;	activity, instrument, keyboard, music, piano, sound ;	j 	# V6.0 (🎹) musical keyboard
U+1F3BA ;	emoji ;	664 ;	activity, instrument, music, sound, trumpet ;	j 	# V6.0 (🎺) trumpet
U+1F3BB ;	emoji ;	665 ;	activity, instrument, music, sound, violin ;	j 	# V6.0 (🎻) violin
U+1F4FB ;	emoji ;	666 ;	object, radio, video ;	jw 	# V6.0 (📻) radio
U+1F4F1 ;	emoji ;	667 ;	cell, communication, iphone, mobile, object, phone ;	j 	# V6.0 (📱) mobile phone
U+1F4F3 ;	emoji ;	668 ;	cell, communication, mobile, mode, object, phone, vibration ;	j 	# V6.0 (📳) vibration mode
U+1F4F4 ;	emoji ;	669 ;	cell, communication, mobile, object, off, phone ;	j 	# V6.0 (📴) mobile phone off
U+1F4F2 ;	emoji ;	670 ;	arrow, call, calling, cell, communication, finish, mobile, object, phone, receive ;	j 	# V6.0 (📲) mobile phone with rightwards arrow at left
U+1F4F5 ;	emoji ;	671 ;	cell, communication, forbidden, mobile, no, not, object, phone, prohibited ;	x 	# V6.0 (📵) no mobile phones
U+260E ;	text ;	672 ;	office, phone, sound, telephone ;	zaj 	# V1.1 (☎) black telephone
U+1F4DE ;	emoji ;	673 ;	communication, phone, receiver, sound, telephone ;	j 	# V6.0 (📞) telephone receiver
U+0023 U+20E3 ;	text ;	674 ;	hash, keycap, pound, word ;	j 	# V3.0 (#⃣) keycap number sign
U+002A U+20E3 ;	text ;	675 ;	asterisk, keycap, star ;	x 	# V3.0 (*⃣) keycap asterisk
U+0030 U+20E3 ;	text ;	676 ;	0, keycap, word, zero ;	j 	# V3.0 (0⃣) keycap digit zero
U+0031 U+20E3 ;	text ;	677 ;	1, keycap, one, word ;	j 	# V3.0 (1⃣) keycap digit one
U+0032 U+20E3 ;	text ;	678 ;	2, keycap, two, word ;	j 	# V3.0 (2⃣) keycap digit two
U+0033 U+20E3 ;	text ;	679 ;	3, keycap, three, word ;	j 	# V3.0 (3⃣) keycap digit three
U+0034 U+20E3 ;	text ;	680 ;	4, four, keycap, word ;	j 	# V3.0 (4⃣) keycap digit four
U+0035 U+20E3 ;	text ;	681 ;	5, five, keycap, word ;	j 	# V3.0 (5⃣) keycap digit five
U+0036 U+20E3 ;	text ;	682 ;	6, keycap, six, word ;	j 	# V3.0 (6⃣) keycap digit six
U+0037 U+20E3 ;	text ;	683 ;	7, keycap, seven, word ;	j 	# V3.0 (7⃣) keycap digit seven
U+0038 U+20E3 ;	text ;	684 ;	8, eight, keycap, word ;	j 	# V3.0 (8⃣) keycap digit eight
U+0039 U+20E3 ;	text ;	685 ;	9, keycap, nine, word ;	j 	# V3.0 (9⃣) keycap digit nine
U+1F51F ;	emoji ;	686 ;	10, keycap, ten, word ;	j 	# V6.0 (🔟) keycap ten
U+1F4F6 ;	emoji ;	687 ;	antenna, bars, communication, mobile, object, phone, signal ;	j 	# V6.0 (📶) antenna with bars
U+1F4DF ;	emoji ;	688 ;	communication, office, pager ;	jw 	# V6.0 (📟) pager
U+1F4E0 ;	emoji ;	689 ;	communication, fax, office ;	j 	# V6.0 (📠) fax machine
U+1F3A5 ;	emoji ;	690 ;	activity, camera, cinema, entertainment, movie, object ;	j 	# V6.0 (🎥) movie camera
U+1F3A6 ;	emoji ;	691 ;	activity, camera, cinema, entertainment, film, movie, object ;	j 	# V6.0 (🎦) cinema
U+1F3AC ;	emoji ;	692 ;	activity, clapper, entertainment, movie, object ;	jw 	# V6.0 (🎬) clapper board
U+1F4FD ;	text ;	693 ;	cinema, film, movie, object, projector, video ;	w 	# V7.0 (📽) film projector
U+1F4FA ;	emoji ;	694 ;	object, television, tv, video ;	jw 	# V6.0 (📺) television
U+1F4F7 ;	emoji ;	695 ;	camera, object, video ;	jw 	# V6.0 (📷) camera
U+1F4F8 ;	emoji ;	696 ;	camera, flash, object, video ;	x 	# V7.0 (📸) camera with flash
U+1F4F9 ;	emoji ;	697 ;	camera, object, video ;	jw 	# V6.0 (📹) video camera
U+1F4FC ;	emoji ;	698 ;	object, tape, vhs, video, videocassette ;	j 	# V6.0 (📼) videocassette
U+1F505 ;	emoji ;	699 ;	brightness, dim, low, sign ;	x 	# V6.0 (🔅) low brightness symbol
U+1F506 ;	emoji ;	700 ;	bright, brightness, sign ;	x 	# V6.0 (🔆) high brightness symbol
U+1F50D ;	emoji ;	701 ;	glass, magnifying, object, search ;	jw 	# V6.0 (🔍) left-pointing magnifying glass
U+1F50E ;	emoji ;	702 ;	glass, magnifying, object, search ;	j 	# V6.0 (🔎) right-pointing magnifying glass
U+1F52C ;	emoji ;	703 ;	microscope, object, tool ;	x 	# V6.0 (🔬) microscope
U+1F52D ;	emoji ;	704 ;	object, telescope, tool ;	x 	# V6.0 (🔭) telescope
U+1F525 ;	emoji ;	705 ;	fire, flame, object, tool ;	j 	# V6.0 (🔥) fire
U+1F56F ;	text ;	706 ;	candle, object ;	w 	# V7.0 (🕯) candle
U+1F4A1 ;	emoji ;	707 ;	bulb, comic, electric, idea, light, object ;	j 	# V6.0 (💡) electric light bulb
U+1F526 ;	emoji ;	708 ;	electric, flashlight, light, object, tool, torch ;	j 	# V6.0 (🔦) electric torch
U+1F3EE ;	emoji ;	709 ;	bar, japanese, lantern, place, red, restaurant ;	j 	# V6.0 (🏮) izakaya lantern
U+1F383 ;	emoji ;	710 ;	activity, celebration, halloween, jack, lantern, object ;	j 	# V6.0 (🎃) jack-o-lantern
U+1F384 ;	emoji ;	711 ;	activity, celebration, christmas, object, tree ;	j 	# V6.0 (🎄) christmas tree
U+1F386 ;	emoji ;	712 ;	activity, celebration, firework, fireworks, object ;	j 	# V6.0 (🎆) fireworks
U+1F387 ;	emoji ;	713 ;	activity, celebration, firework, object, sparkle, sparkler ;	j 	# V6.0 (🎇) firework sparkler
