# File: MathClassEx.txt
# Revision: 16.0
# Date: 2025-07-01
#
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr25/
#
# ------------------------------------------------
# This file is a classification of characters based on their usage in
# mathematical notation and providing a mapping to standard entity
# sets commonly used for SGML and MathML documents.
#
# While the contents of this file represent the best information
# available to the authors and the Unicode Technical Committee as
# of the date referenced above, it is likely that the information
# in this file will change from time to time.
#
# This file is *NOT* formally part of the Unicode Character Database
# at this time.
#
# The character encoding of this plain-text file is UTF-8.
#
# The data consists of 8 fields. The number and type of fields may change
# in future versions of this file.
#
# 1: code point or range
#
# 2: class, one of:
#
#	N - Normal - includes all digits and symbols requiring only one form
#	A - Alphabetic
#	B - Binary
#	C - Closing - usually paired with opening delimiter
#	D - Diacritic
#	F - Fence - unpaired delimiter (often used as opening or closing)
#	G - Glyph_Part - piece of large operator
#	L - Large - n-ary or large operator, often takes limits
#	O - Opening - usually paired with closing delimiter
#	P - Punctuation
#	R - Relation - includes arrows
#	S - Space
#	U - Unary - operators that are only unary
#	V - Vary - operators that can be unary or binary depending on context
#	X - Special - characters not covered by other classes
#
# The C, O, and F operators are stretchy. In addition, some binary operators such
# as U+002F are stretchy as noted in the descriptive comments. The classes are
# also useful in determining extra spacing around the operators as discussed
# in UTR #25.
#
# 3: entity name
#
# 4: entity set
#
# 5: descriptive comments (of various types)
# The descriptive comments provide more information about a character,
# or its specific appearance. Some descriptions contain common macro
# names (with slash) but in the majority of cases, the description is
# simply the description of the entity in the published entity set, if
# different from the formal Unicode character name. Minor differences
# in word order, punctuation and verb forms have been ignored, but not
# systematic differences in terminology, such as filled vs. black.
# In principle this allows location of entities by their description.
#
# 6: Comment with Unicode General Category, character (UTf-8)
#    and Unicode character name or names
#    Character names are provided for ease of reference only.
#
# Fields are delimited by ';'.
# Spaces adjacent to the delimiter or the '#' are not significant
# Future versions of this file may use different amounts of whitespace.
#
# Some character positions in the Mathematical Alphanumeric Symbols block are
# reserved and have been mapped to the Letterlike Symbols block in Unicode.
# This is indicated in 24 special purpose comments.
#
# The character repertoire of this revision is the repertoire of Unicode
# Version 17.0. For more information see Revision 16 or later of UTR #25.
# ------------------------------------------------

#code point;class;entity;set;note/description # comment/Unicode name
1D426;A;;; # Ll (𝐦) MATHEMATICAL BOLD SMALL M
1D427;A;;; # Ll (𝐧) MATHEMATICAL BOLD SMALL N
1D428;A;;; # Ll (𝐨) MATHEMATICAL BOLD SMALL O
1D429;A;;; # Ll (𝐩) MATHEMATICAL BOLD SMALL P
1D42A;A;;; # Ll (𝐪) MATHEMATICAL BOLD SMALL Q
1D42B;A;;; # Ll (𝐫) MATHEMATICAL BOLD SMALL R
1D42C;A;;; # Ll (𝐬) MATHEMATICAL BOLD SMALL S
1D42D;A;;; # Ll (𝐭) MATHEMATICAL BOLD SMALL T
1D42E;A;;; # Ll (𝐮) MATHEMATICAL BOLD SMALL U
1D42F;A;;; # Ll (𝐯) MATHEMATICAL BOLD SMALL V
1D430;A;;; # Ll (𝐰) MATHEMATICAL BOLD SMALL W
1D431;A;;; # Ll (𝐱) MATHEMATICAL BOLD SMALL X
1D432;A;;; # Ll (𝐲) MATHEMATICAL BOLD SMALL Y
1D433;A;;; # Ll (𝐳) MATHEMATICAL BOLD SMALL Z
1D434;A;;; # Lu (𝐴) MATHEMATICAL ITALIC CAPITAL A
1D435;A;;; # Lu (𝐵) MATHEMATICAL ITALIC CAPITAL B
1D436;A;;; # Lu (𝐶) MATHEMATICAL ITALIC CAPITAL C
1D437;A;;; # Lu (𝐷) MATHEMATICAL ITALIC CAPITAL D
1D438;A;;; # Lu (𝐸) MATHEMATICAL ITALIC CAPITAL E
1D439;A;;; # Lu (𝐹) MATHEMATICAL ITALIC CAPITAL F
1D43A;A;;; # Lu (𝐺) MATHEMATICAL ITALIC CAPITAL G
1D43B;A;;; # Lu (𝐻) MATHEMATICAL ITALIC CAPITAL H
1D43C;A;;; # Lu (𝐼) MATHEMATICAL ITALIC CAPITAL I
1D43D;A;;; # Lu (𝐽) MATHEMATICAL ITALIC CAPITAL J
1D43E;A;;; # Lu (𝐾) MATHEMATICAL ITALIC CAPITAL K
1D43F;A;;; # Lu (𝐿) MATHEMATICAL ITALIC CAPITAL L
1D440;A;;; # Lu (𝑀) MATHEMATICAL ITALIC CAPITAL M
1D441;A;;; # Lu (𝑁) MATHEMATICAL ITALIC CAPITAL N
1D442;A;;; # Lu (𝑂) MATHEMATICAL ITALIC CAPITAL O
1D443;A;;; # Lu (𝑃) MATHEMATICAL ITALIC CAPITAL P
1D444;A;;; # Lu (𝑄) MATHEMATICAL ITALIC CAPITAL Q
1D445;A;;; # Lu (𝑅) MATHEMATICAL ITALIC CAPITAL R
1D446;A;;; # Lu (𝑆) MATHEMATICAL ITALIC CAPITAL S
1D447;A;;; # Lu (𝑇) MATHEMATICAL ITALIC CAPITAL T
1D448;A;;; # Lu (𝑈) MATHEMATICAL ITALIC CAPITAL U
1D449;A;;; # Lu (𝑉) MATHEMATICAL ITALIC CAPITAL V
1D44A;A;;; # Lu (𝑊) MATHEMATICAL ITALIC CAPITAL W
1D44B;A;;; # Lu (𝑋) MATHEMATICAL ITALIC CAPITAL X
1D44C;A;;; # Lu (𝑌) MATHEMATICAL ITALIC CAPITAL Y
1D44D;A;;; # Lu (𝑍) MATHEMATICAL ITALIC CAPITAL Z
1D44E;A;;; # Ll (𝑎) MATHEMATICAL ITALIC SMALL A
1D44F;A;;; # Ll (𝑏) MATHEMATICAL ITALIC SMALL B
1D450;A;;; # Ll (𝑐) MATHEMATICAL ITALIC SMALL C
1D451;A;;; # Ll (𝑑) MATHEMATICAL ITALIC SMALL D
1D452;A;;; # Ll (𝑒) MATHEMATICAL ITALIC SMALL E
1D453;A;;; # Ll (𝑓) MATHEMATICAL ITALIC SMALL F
1D454;A;;; # Ll (𝑔) MATHEMATICAL ITALIC SMALL G
#1D455=210E;N;;; # 
1D456;A;;; # Ll (𝑖) MATHEMATICAL ITALIC SMALL I
1D457;A;;; # Ll (𝑗) MATHEMATICAL ITALIC SMALL J
1D458;A;;; # Ll (𝑘) MATHEMATICAL ITALIC SMALL K
1D459;A;;; # Ll (𝑙) MATHEMATICAL ITALIC SMALL L
1D45A;A;;; # Ll (𝑚) MATHEMATICAL ITALIC SMALL M
1D45B;A;;; # Ll (𝑛) MATHEMATICAL ITALIC SMALL N
1D45C;A;;; # Ll (𝑜) MATHEMATICAL ITALIC SMALL O
1D45D;A;;; # Ll (𝑝) MATHEMATICAL ITALIC SMALL P
1D45E;A;;; # Ll (𝑞) MATHEMATICAL ITALIC SMALL Q
1D45F;A;;; # Ll (𝑟) MATHEMATICAL ITALIC SMALL R
1D460;A;;; # Ll (𝑠) MATHEMATICAL ITALIC SMALL S
1D461;A;;; # Ll (𝑡) MATHEMATICAL ITALIC SMALL T
1D462;A;;; # Ll (𝑢) MATHEMATICAL ITALIC SMALL U
1D463;A;;; # Ll (𝑣) MATHEMATICAL ITALIC SMALL V
1D464;A;;; # Ll (𝑤) MATHEMATICAL ITALIC SMALL W
1D465;A;;; # Ll (𝑥) MATHEMATICAL ITALIC SMALL X
1D466;A;;; # Ll (𝑦) MATHEMATICAL ITALIC SMALL Y
1D467;A;;; # Ll (𝑧) MATHEMATICAL ITALIC SMALL Z
1D468;A;;; # Lu (𝑨) MATHEMATICAL BOLD ITALIC CAPITAL A
1D469;A;;; # Lu (𝑩) MATHEMATICAL BOLD ITALIC CAPITAL B
1D46A;A;;; # Lu (𝑪) MATHEMATICAL BOLD ITALIC CAPITAL C
1D46B;A;;; # Lu (𝑫) MATHEMATICAL BOLD ITALIC CAPITAL D
1D46C;A;;; # Lu (𝑬) MATHEMATICAL BOLD ITALIC CAPITAL E
1D46D;A;;; # Lu (𝑭) MATHEMATICAL BOLD ITALIC CAPITAL F
1D46E;A;;; # Lu (𝑮) MATHEMATICAL BOLD ITALIC CAPITAL G
1D46F;A;;; # Lu (𝑯) MATHEMATICAL BOLD ITALIC CAPITAL H
1D470;A;;; # Lu (𝑰) MATHEMATICAL BOLD ITALIC CAPITAL I
1D471;A;;; # Lu (𝑱) MATHEMATICAL BOLD ITALIC CAPITAL J
1D472;A;;; # Lu (𝑲) MATHEMATICAL BOLD ITALIC CAPITAL K
1D473;A;;; # Lu (𝑳) MATHEMATICAL BOLD ITALIC CAPITAL L
1D474;A;;; # Lu (𝑴) MATHEMATICAL BOLD ITALIC CAPITAL M
1D475;A;;; # Lu (𝑵) MATHEMATICAL BOLD ITALIC CAPITAL N
1D476;A;;; # Lu (𝑶) MATHEMATICAL BOLD ITALIC CAPITAL O
1D477;A;;; # Lu (𝑷) MATHEMATICAL BOLD ITALIC CAPITAL P
1D478;A;;; # Lu (𝑸) MATHEMATICAL BOLD ITALIC CAPITAL Q
1D479;A;;; # Lu (𝑹) MATHEMATICAL BOLD ITALIC CAPITAL R
1D47A;A;;; # Lu (𝑺) MATHEMATICAL BOLD ITALIC CAPITAL S
1D47B;A;;; # Lu (𝑻) MATHEMATICAL BOLD ITALIC CAPITAL T
1D47C;A;;; # Lu (𝑼) MATHEMATICAL BOLD ITALIC CAPITAL U
1D47D;A;;; # Lu (𝑽) MATHEMATICAL BOLD ITALIC CAPITAL V
1D47E;A;;; # Lu (𝑾) MATHEMATICAL BOLD ITALIC CAPITAL W
1D47F;A;;; # Lu (𝑿) MATHEMATICAL BOLD ITALIC CAPITAL X
1D480;A;;; # Lu (𝒀) MATHEMATICAL BOLD ITALIC CAPITAL Y
1D481;A;;; # Lu (𝒁) MATHEMATICAL BOLD ITALIC CAPITAL Z
1D482;A;;; # Ll (𝒂) MATHEMATICAL BOLD ITALIC SMALL A
1D483;A;;; # Ll (𝒃) MATHEMATICAL BOLD ITALIC SMALL B
1D484;A;;; # Ll (𝒄) MATHEMATICAL BOLD ITALIC SMALL C
1D485;A;;; # Ll (𝒅) MATHEMATICAL BOLD ITALIC SMALL D
1D486;A;;; # Ll (𝒆) MATHEMATICAL BOLD ITALIC SMALL E
1D487;A;;; # Ll (𝒇) MATHEMATICAL BOLD ITALIC SMALL F
1D488;A;;; # Ll (𝒈) MATHEMATICAL BOLD ITALIC SMALL G
1D489;A;;; # Ll (𝒉) MATHEMATICAL BOLD ITALIC SMALL H
1D48A;A;;; # Ll (𝒊) MATHEMATICAL BOLD ITALIC SMALL I
1D48B;A;;; # Ll (𝒋) MATHEMATICAL BOLD ITALIC SMALL J
1D48C;A;;; # Ll (𝒌) MATHEMATICAL BOLD ITALIC SMALL K
1D48D;A;;; # Ll (𝒍) MATHEMATICAL BOLD ITALIC SMALL L
1D48E;A;;; # Ll (𝒎) MATHEMATICAL BOLD ITALIC SMALL M
1D48F;A;;; # Ll (𝒏) MATHEMATICAL BOLD ITALIC SMALL N
1D490;A;;; # Ll (𝒐) MATHEMATICAL BOLD ITALIC SMALL O
1D491;A;;; # Ll (𝒑) MATHEMATICAL BOLD ITALIC SMALL P
1D492;A;;; # Ll (𝒒) MATHEMATICAL BOLD ITALIC SMALL Q
1D493;A;;; # Ll (𝒓) MATHEMATICAL BOLD ITALIC SMALL R
1D494;A;;; # Ll (𝒔) MATHEMATICAL BOLD ITALIC SMALL S
1D495;A;;; # Ll (𝒕) MATHEMATICAL BOLD ITALIC SMALL T
1D496;A;;; # Ll (𝒖) MATHEMATICAL BOLD ITALIC SMALL U
1D497;A;;; # Ll (𝒗) MATHEMATICAL BOLD ITALIC SMALL V
1D498;A;;; # Ll (𝒘) MATHEMATICAL BOLD ITALIC SMALL W
1D499;A;;; # Ll (𝒙) MATHEMATICAL BOLD ITALIC SMALL X
1D49A;A;;; # Ll (𝒚) MATHEMATICAL BOLD ITALIC SMALL Y
1D49B;A;;; # Ll (𝒛) MATHEMATICAL BOLD ITALIC SMALL Z
1D49C;A;Ascr;HTML-MathML; # Lu (𝒜) MATHEMATICAL SCRIPT CAPITAL A
#1D49D=212C;A;;; # 
1D49E;A;Cscr;HTML-MathML; # Lu (𝒞) MATHEMATICAL SCRIPT CAPITAL C
1D49F;A;Dscr;HTML-MathML; # Lu (𝒟) MATHEMATICAL SCRIPT CAPITAL D
#1D4A0=2130;A;;; # 
#1D4A1=2131;A;;; # 
1D4A2;A;Gscr;HTML-MathML; # Lu (𝒢) MATHEMATICAL SCRIPT CAPITAL G
#1D4A3=210B;A;;; # 
#1D4A4=2110;A;;; # 
1D4A5;A;Jscr;HTML-MathML; # Lu (𝒥) MATHEMATICAL SCRIPT CAPITAL J
1D4A6;A;Kscr;HTML-MathML; # Lu (𝒦) MATHEMATICAL SCRIPT CAPITAL K
#1D4A7=2112;A;;; # 
#1D4A8=2133;A;;; # 
1D4A9;A;Nscr;HTML-MathML; # Lu (𝒩) MATHEMATICAL SCRIPT CAPITAL N
1D4AA;A;Oscr;HTML-MathML; # Lu (𝒪) MATHEMATICAL SCRIPT CAPITAL O
1D4AB;A;Pscr;HTML-MathML; # Lu (𝒫) MATHEMATICAL SCRIPT CAPITAL P
1D4AC;A;Qscr;HTML-MathML; # Lu (𝒬) MATHEMATICAL SCRIPT CAPITAL Q
#1D4AD=211B;A;;; # 
1D4AE;A;Sscr;HTML-MathML; # Lu (𝒮) MATHEMATICAL SCRIPT CAPITAL S
1D4AF;A;Tscr;HTML-MathML; # Lu (𝒯) MATHEMATICAL SCRIPT CAPITAL T
1D4B0;A;Uscr;HTML-MathML; # Lu (𝒰) MATHEMATICAL SCRIPT CAPITAL U
1D4B1;A;Vscr;HTML-MathML; # Lu (𝒱) MATHEMATICAL SCRIPT CAPITAL V
1D4B2;A;Wscr;HTML-MathML; # Lu (𝒲) MATHEMATICAL SCRIPT CAPITAL W
1D4B3;A;Xscr;HTML-MathML; # Lu (𝒳) MATHEMATICAL SCRIPT CAPITAL X
1D4B4;A;Yscr;HTML-MathML; # Lu (𝒴) MATHEMATICAL SCRIPT CAPITAL Y
1D4B5;A;Zscr;HTML-MathML; # Lu (𝒵) MATHEMATICAL SCRIPT CAPITAL Z
1D4B6;A;ascr;HTML-MathML; # Ll (𝒶) MATHEMATICAL SCRIPT SMALL A
1D4B7;A;bscr;HTML-MathML; # Ll (𝒷) MATHEMATICAL SCRIPT SMALL B
1D4B8;A;cscr;HTML-MathML; # Ll (𝒸) MATHEMATICAL SCRIPT SMALL C
1D4B9;A;dscr;HTML-MathML; # Ll (𝒹) MATHEMATICAL SCRIPT SMALL D
#1D4BA=212F;A;;; # 
1D4BB;A;fscr;HTML-MathML; # Ll (𝒻) MATHEMATICAL SCRIPT SMALL F
#1D4BC=210A;A;;; # 
1D4BD;A;hscr;HTML-MathML; # Ll (𝒽) MATHEMATICAL SCRIPT SMALL H
1D4BE;A;iscr;HTML-MathML; # Ll (𝒾) MATHEMATICAL SCRIPT SMALL I
1D4BF;A;jscr;HTML-MathML; # Ll (𝒿) MATHEMATICAL SCRIPT SMALL J
1D4C0;A;kscr;HTML-MathML; # Ll (𝓀) MATHEMATICAL SCRIPT SMALL K
1D4C1;A;lscr;HTML-MathML; # Ll (𝓁) MATHEMATICAL SCRIPT SMALL L
1D4C2;A;mscr;HTML-MathML; # Ll (𝓂) MATHEMATICAL SCRIPT SMALL M
1D4C3;A;nscr;HTML-MathML; # Ll (𝓃) MATHEMATICAL SCRIPT SMALL N
#1D4C4=2134;A;;; # 
1D4C5;A;pscr;HTML-MathML; # Ll (𝓅) MATHEMATICAL SCRIPT SMALL P
1D4C6;A;qscr;HTML-MathML; # Ll (𝓆) MATHEMATICAL SCRIPT SMALL Q
1D4C7;A;rscr;HTML-MathML; # Ll (𝓇) MATHEMATICAL SCRIPT SMALL R
1D4C8;A;sscr;HTML-MathML; # Ll (𝓈) MATHEMATICAL SCRIPT SMALL S
1D4C9;A;tscr;HTML-MathML; # Ll (𝓉) MATHEMATICAL SCRIPT SMALL T
1D4CA;A;uscr;HTML-MathML; # Ll (𝓊) MATHEMATICAL SCRIPT SMALL U
1D4CB;A;vscr;HTML-MathML; # Ll (𝓋) MATHEMATICAL SCRIPT SMALL V
1D4CC;A;wscr;HTML-MathML; # Ll (𝓌) MATHEMATICAL SCRIPT SMALL W
1D4CD;A;xscr;HTML-MathML; # Ll (𝓍) MATHEMATICAL SCRIPT SMALL X
1D4CE;A;yscr;HTML-MathML; # Ll (𝓎) MATHEMATICAL SCRIPT SMALL Y
1D4CF;A;zscr;HTML-MathML; # Ll (𝓏) MATHEMATICAL SCRIPT SMALL Z
1D4D0;A;;; # Lu (𝓐) MATHEMATICAL BOLD SCRIPT CAPITAL A
1D4D1;A;;; # Lu (𝓑) MATHEMATICAL BOLD SCRIPT CAPITAL B
1D4D2;A;;; # Lu (𝓒) MATHEMATICAL BOLD SCRIPT CAPITAL C
1D4D3;A;;; # Lu (𝓓) MATHEMATICAL BOLD SCRIPT CAPITAL D
1D4D4;A;;; # Lu (𝓔) MATHEMATICAL BOLD SCRIPT CAPITAL E
1D4D5;A;;; # Lu (𝓕) MATHEMATICAL BOLD SCRIPT CAPITAL F
1D4D6;A;;; # Lu (𝓖) MATHEMATICAL BOLD SCRIPT CAPITAL G
1D4D7;A;;; # Lu (𝓗) MATHEMATICAL BOLD SCRIPT CAPITAL H
1D4D8;A;;; # Lu (𝓘) MATHEMATICAL BOLD SCRIPT CAPITAL I
1D4D9;A;;; # Lu (𝓙) MATHEMATICAL BOLD SCRIPT CAPITAL J
1D4DA;A;;; # Lu (𝓚) MATHEMATICAL BOLD SCRIPT CAPITAL K
1D4DB;A;;; # Lu (𝓛) MATHEMATICAL BOLD SCRIPT CAPITAL L
1D4DC;A;;; # Lu (𝓜) MATHEMATICAL BOLD SCRIPT CAPITAL M
1D4DD;A;;; # Lu (𝓝) MATHEMATICAL BOLD SCRIPT CAPITAL N
1D4DE;A;;; # Lu (𝓞) MATHEMATICAL BOLD SCRIPT CAPITAL O
1D4DF;A;;; # Lu (𝓟) MATHEMATICAL BOLD SCRIPT CAPITAL P
1D4E0;A;;; # Lu (𝓠) MATHEMATICAL BOLD SCRIPT CAPITAL Q
1D4E1;A;;; # Lu (𝓡) MATHEMATICAL BOLD SCRIPT CAPITAL R
1D4E2;A;;; # Lu (𝓢) MATHEMATICAL BOLD SCRIPT CAPITAL S
1D4E3;A;;; # Lu (𝓣) MATHEMATICAL BOLD SCRIPT CAPITAL T
1D4E4;A;;; # Lu (𝓤) MATHEMATICAL BOLD SCRIPT CAPITAL U
1D4E5;A;;; # Lu (𝓥) MATHEMATICAL BOLD SCRIPT CAPITAL V
1D4E6;A;;; # Lu (𝓦) MATHEMATICAL BOLD SCRIPT CAPITAL W
1D4E7;A;;; # Lu (𝓧) MATHEMATICAL BOLD SCRIPT CAPITAL X
1D4E8;A;;; # Lu (𝓨) MATHEMATICAL BOLD SCRIPT CAPITAL Y
1D4E9;A;;; # Lu (𝓩) MATHEMATICAL BOLD SCRIPT CAPITAL Z
1D4EA;A;;; # Ll (𝓪) MATHEMATICAL BOLD SCRIPT SMALL A
1D4EB;A;;; # Ll (𝓫) MATHEMATICAL BOLD SCRIPT SMALL B
1D4EC;A;;; # Ll (𝓬) MATHEMATICAL BOLD SCRIPT SMALL C
1D4ED;A;;; # Ll (𝓭) MATHEMATICAL BOLD SCRIPT SMALL D
1D4EE;A;;; # Ll (𝓮) MATHEMATICAL BOLD SCRIPT SMALL E
1D4EF;A;;; # Ll (𝓯) MATHEMATICAL BOLD SCRIPT SMALL F
1D4F0;A;;; # Ll (𝓰) MATHEMATICAL BOLD SCRIPT SMALL G
1D4F1;A;;; # Ll (𝓱) MATHEMATICAL BOLD SCRIPT SMALL H
1D4F2;A;;; # Ll (𝓲) MATHEMATICAL BOLD SCRIPT SMALL I
1D4F3;A;;; # Ll (𝓳) MATHEMATICAL BOLD SCRIPT SMALL J
1D4F4;A;;; # Ll (𝓴) MATHEMATICAL BOLD SCRIPT SMALL K
1D4F5;A;;; # Ll (𝓵) MATHEMATICAL BOLD SCRIPT SMALL L
1D4F6;A;;; # Ll (𝓶) MATHEMATICAL BOLD SCRIPT SMALL M
1D4F7;A;;; # Ll (𝓷) MATHEMATICAL BOLD SCRIPT SMALL N
1D4F8;A;;; # Ll (𝓸) MATHEMATICAL BOLD SCRIPT SMALL O
1D4F9;A;;; # Ll (𝓹) MATHEMATICAL BOLD SCRIPT SMALL P
1D4FA;A;;; # Ll (𝓺) MATHEMATICAL BOLD SCRIPT SMALL Q
1D4FB;A;;; # Ll (𝓻) MATHEMATICAL BOLD SCRIPT SMALL R
1D4FC;A;;; # Ll (𝓼) MATHEMATICAL BOLD SCRIPT SMALL S
1D4FD;A;;; # Ll (𝓽) MATHEMATICAL BOLD SCRIPT SMALL T
1D4FE;A;;; # Ll (𝓾) MATHEMATICAL BOLD SCRIPT SMALL U
1D4FF;A;;; # Ll (𝓿) MATHEMATICAL BOLD SCRIPT SMALL V
1D500;A;;; # Ll (𝔀) MATHEMATICAL BOLD SCRIPT SMALL W
1D501;A;;; # Ll (𝔁) MATHEMATICAL BOLD SCRIPT SMALL X
1D502;A;;; # Ll (𝔂) MATHEMATICAL BOLD SCRIPT SMALL Y
1D503;A;;; # Ll (𝔃) MATHEMATICAL BOLD SCRIPT SMALL Z
1D504;A;Afr;HTML-MathML; # Lu (𝔄) MATHEMATICAL FRAKTUR CAPITAL A
1D505;A;Bfr;HTML-MathML; # Lu (𝔅) MATHEMATICAL FRAKTUR CAPITAL B
#1D506=212D;A;;; # 
1D507;A;Dfr;HTML-MathML; # Lu (𝔇) MATHEMATICAL FRAKTUR CAPITAL D
1D508;A;Efr;HTML-MathML; # Lu (𝔈) MATHEMATICAL FRAKTUR CAPITAL E
1D509;A;Ffr;HTML-MathML; # Lu (𝔉) MATHEMATICAL FRAKTUR CAPITAL F
1D50A;A;Gfr;HTML-MathML; # Lu (𝔊) MATHEMATICAL FRAKTUR CAPITAL G
#1D50B=210C;A;;; # 
#1D50C=2111;A;;; # 
1D50D;A;Jfr;HTML-MathML; # Lu (𝔍) MATHEMATICAL FRAKTUR CAPITAL J
1D50E;A;Kfr;HTML-MathML; # Lu (𝔎) MATHEMATICAL FRAKTUR CAPITAL K
1D50F;A;Lfr;HTML-MathML; # Lu (𝔏) MATHEMATICAL FRAKTUR CAPITAL L
1D510;A;Mfr;HTML-MathML; # Lu (𝔐) MATHEMATICAL FRAKTUR CAPITAL M
1D511;A;Nfr;HTML-MathML; # Lu (𝔑) MATHEMATICAL FRAKTUR CAPITAL N
1D512;A;Ofr;HTML-MathML; # Lu (𝔒) MATHEMATICAL FRAKTUR CAPITAL O
1D513;A;Pfr;HTML-MathML; # Lu (𝔓) MATHEMATICAL FRAKTUR CAPITAL P
1D514;A;Qfr;HTML-MathML; # Lu (𝔔) MATHEMATICAL FRAKTUR CAPITAL Q
#1D515=211C;A;;; # 
1D516;A;Sfr;HTML-MathML; # Lu (𝔖) MATHEMATICAL FRAKTUR CAPITAL S
1D517;A;Tfr;HTML-MathML; # Lu (𝔗) MATHEMATICAL FRAKTUR CAPITAL T
1D518;A;Ufr;HTML-MathML; # Lu (𝔘) MATHEMATICAL FRAKTUR CAPITAL U
1D519;A;Vfr;HTML-MathML; # Lu (𝔙) MATHEMATICAL FRAKTUR CAPITAL V
1D51A;A;Wfr;HTML-MathML; # Lu (𝔚) MATHEMATICAL FRAKTUR CAPITAL W
1D51B;A;Xfr;HTML-MathML; # Lu (𝔛) MATHEMATICAL FRAKTUR CAPITAL X
1D51C;A;Yfr;HTML-MathML; # Lu (𝔜) MATHEMATICAL FRAKTUR CAPITAL Y
#1D51D=2128;A;;; # 
1D51E;A;afr;HTML-MathML; # Ll (𝔞) MATHEMATICAL FRAKTUR SMALL A
1D51F;A;bfr;HTML-MathML; # Ll (𝔟) MATHEMATICAL FRAKTUR SMALL B
1D520;A;cfr;HTML-MathML; # Ll (𝔠) MATHEMATICAL FRAKTUR SMALL C
1D521;A;dfr;HTML-MathML; # Ll (𝔡) MATHEMATICAL FRAKTUR SMALL D
1D522;A;efr;HTML-MathML; # Ll (𝔢) MATHEMATICAL FRAKTUR SMALL E
1D523;A;ffr;HTML-MathML; # Ll (𝔣) MATHEMATICAL FRAKTUR SMALL F
1D524;A;gfr;HTML-MathML; # Ll (𝔤) MATHEMATICAL FRAKTUR SMALL G
1D525;A;hfr;HTML-MathML; # Ll (𝔥) MATHEMATICAL FRAKTUR SMALL H
1D526;A;ifr;HTML-MathML; # Ll (𝔦) MATHEMATICAL FRAKTUR SMALL I
1D527;A;jfr;HTML-MathML; # Ll (𝔧) MATHEMATICAL FRAKTUR SMALL J
1D528;A;kfr;HTML-MathML; # Ll (𝔨) MATHEMATICAL FRAKTUR SMALL K
1D529;A;lfr;HTML-MathML; # Ll (𝔩) MATHEMATICAL FRAKTUR SMALL L
1D52A;A;mfr;HTML-MathML; # Ll (𝔪) MATHEMATICAL FRAKTUR SMALL M
1D52B;A;nfr;HTML-MathML; # Ll (𝔫) MATHEMATICAL FRAKTUR SMALL N
1D52C;A;ofr;HTML-MathML; # Ll (𝔬) MATHEMATICAL FRAKTUR SMALL O
1D52D;A;pfr;HTML-MathML; # Ll (𝔭) MATHEMATICAL FRAKTUR SMALL P
1D52E;A;qfr;HTML-MathML; # Ll (𝔮) MATHEMATICAL FRAKTUR SMALL Q
1D52F;A;rfr;HTML-MathML; # Ll (𝔯) MATHEMATICAL FRAKTUR SMALL R
1D530;A;sfr;HTML-MathML; # Ll (𝔰) MATHEMATICAL FRAKTUR SMALL S
1D531;A;tfr;HTML-MathML; # Ll (𝔱) MATHEMATICAL FRAKTUR SMALL T
1D532;A;ufr;HTML-MathML; # Ll (𝔲) MATHEMATICAL FRAKTUR SMALL U
1D533;A;vfr;HTML-MathML; # Ll (𝔳) MATHEMATICAL FRAKTUR SMALL V
1D534;A;wfr;HTML-MathML; # Ll (𝔴) MATHEMATICAL FRAKTUR SMALL W
1D535;A;xfr;HTML-MathML; # Ll (𝔵) MATHEMATICAL FRAKTUR SMALL X
1D536;A;yfr;HTML-MathML; # Ll (𝔶) MATHEMATICAL FRAKTUR SMALL Y
1D537;A;zfr;HTML-MathML; # Ll (𝔷) MATHEMATICAL FRAKTUR SMALL Z
1D538;A;Aopf;HTML-MathML; # Lu (𝔸) MATHEMATICAL DOUBLE-STRUCK CAPITAL A
1D539;A;Bopf;HTML-MathML; # Lu (𝔹) MATHEMATICAL DOUBLE-STRUCK CAPITAL B
#1D53A=2102;A;;; # 
1D53B;A;Dopf;HTML-MathML; # Lu (𝔻) MATHEMATICAL DOUBLE-STRUCK CAPITAL D
1D53C;A;Eopf;HTML-MathML; # Lu (𝔼) MATHEMATICAL DOUBLE-STRUCK CAPITAL E
1D53D;A;Fopf;HTML-MathML; # Lu (𝔽) MATHEMATICAL DOUBLE-STRUCK CAPITAL F
1D53E;A;Gopf;HTML-MathML; # Lu (𝔾) MATHEMATICAL DOUBLE-STRUCK CAPITAL G
#1D53F=210D;A;;; # 
1D540;A;Iopf;HTML-MathML; # Lu (𝕀) MATHEMATICAL DOUBLE-STRUCK CAPITAL I
1D541;A;Jopf;HTML-MathML; # Lu (𝕁) MATHEMATICAL DOUBLE-STRUCK CAPITAL J
1D542;A;Kopf;HTML-MathML; # Lu (𝕂) MATHEMATICAL DOUBLE-STRUCK CAPITAL K
1D543;A;Lopf;HTML-MathML; # Lu (𝕃) MATHEMATICAL DOUBLE-STRUCK CAPITAL L
1D544;A;Mopf;HTML-MathML; # Lu (𝕄) MATHEMATICAL DOUBLE-STRUCK CAPITAL M
#1D545=2115;A;;; # 
