# Emoji Data for UTR #52
#
# File:    emoji-tags.txt
# Version: 3.0
# Date:    2016-02-07
#
# Copyright (c) 2015 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation and usage, see http://www.unicode.org/reports/tr52/

# Format: 
# codepoint(s) ; property # version (character(s)) name 

# ================================================
# All omitted code points have Emoji_Flag_Base=No
# @missing: 0000..10FFFF  ; Emoji_Flag_Base ; No

1F3F3 ;	Emoji_Flag_Base	# 7.0 (🏳) WAVING WHITE FLAG
1F646 ;	Emoji_Gender_Base	# 6.0 (🙆) FACE WITH OK GESTURE
1F647 ;	Emoji_Gender_Base	# 6.0 (🙇) PERSON BOWING DEEPLY
1F64B ;	Emoji_Gender_Base	# 6.0 (🙋) HAPPY PERSON RAISING ONE HAND
1F64D ;	Emoji_Gender_Base	# 6.0 (🙍) PERSON FROWNING
1F64E ;	Emoji_Gender_Base	# 6.0 (🙎) PERSON WITH POUTING FACE
1F6A3 ;	Emoji_Gender_Base	# 6.0 (🚣) ROWBOAT
1F6B4 ;	Emoji_Gender_Base	# 6.0 (🚴) BICYCLIST
1F6B5 ;	Emoji_Gender_Base	# 6.0 (🚵) MOUNTAIN BICYCLIST
1F6B6 ;	Emoji_Gender_Base	# 6.0 (🚶) PEDESTRIAN
1F6C0 ;	Emoji_Gender_Base	# 6.0 (🛀) BATH
1F926 ;	Emoji_Gender_Base	# 9.0 (🤦) FACE PALM
1F935 ;	Emoji_Gender_Base	# 9.0 (🤵) MAN IN TUXEDO
1F937 ;	Emoji_Gender_Base	# 9.0 (🤷) SHRUG
1F938 ;	Emoji_Gender_Base	# 9.0 (🤸) PERSON DOING CARTWHEEL
1F93B ;	Emoji_Gender_Base	# 9.0 (🤻) MODERN PENTATHLON
1F93C ;	Emoji_Gender_Base	# 9.0 (🤼) WRESTLERS
1F93D ;	Emoji_Gender_Base	# 9.0 (🤽) WATER POLO
1F93E ;	Emoji_Gender_Base	# 9.0 (🤾) HANDBALL
# total:	39
# uset: 	[⛹🏃🏄🏊🏋👤👥👮-👳💁💂💆💇🕴🕵🗣🙅-🙇🙋🙍🙎🚣🚴-🚶🛀🤦🤵🤷🤸🤻-🤾]

# All omitted code points have Emoji_Hair_Base=No
# @missing: 0000..10FFFF  ; Emoji_Hair_Base ; No

26F9 ;	Emoji_Hair_Base	# 5.2 (⛹) PERSON WITH BALL
1F3C3 ;	Emoji_Hair_Base	# 6.0 (🏃) RUNNER
1F3C4 ;	Emoji_Hair_Base	# 6.0 (🏄) SURFER
1F3CA ;	Emoji_Hair_Base	# 6.0 (🏊) SWIMMER
1F3CB ;	Emoji_Hair_Base	# 7.0 (🏋) WEIGHT LIFTER
1F466 ;	Emoji_Hair_Base	# 6.0 (👦) BOY
1F467 ;	Emoji_Hair_Base	# 6.0 (👧) GIRL
1F469 ;	Emoji_Hair_Base	# 6.0 (👩) WOMAN
1F46E ;	Emoji_Hair_Base	# 6.0 (👮) POLICE OFFICER
1F470 ;	Emoji_Hair_Base	# 6.0 (👰) BRIDE WITH VEIL
1F472 ;	Emoji_Hair_Base	# 6.0 (👲) MAN WITH GUA PI MAO
1F473 ;	Emoji_Hair_Base	# 6.0 (👳) MAN WITH TURBAN
1F474 ;	Emoji_Hair_Base	# 6.0 (👴) OLDER MAN
1F475 ;	Emoji_Hair_Base	# 6.0 (👵) OLDER WOMAN
1F476 ;	Emoji_Hair_Base	# 6.0 (👶) BABY
1F478 ;	Emoji_Hair_Base	# 6.0 (👸) PRINCESS
1F47C ;	Emoji_Hair_Base	# 6.0 (👼) BABY ANGEL
1F481 ;	Emoji_Hair_Base	# 6.0 (💁) INFORMATION DESK PERSON
1F483 ;	Emoji_Hair_Base	# 6.0 (💃) DANCER
1F486 ;	Emoji_Hair_Base	# 6.0 (💆) FACE MASSAGE
1F487 ;	Emoji_Hair_Base	# 6.0 (💇) HAIRCUT
1F575 ;	Emoji_Hair_Base	# 7.0 (🕵) SLEUTH OR SPY
1F57A ;	Emoji_Hair_Base	# 9.0 (🕺) MAN DANCING
1F645 ;	Emoji_Hair_Base	# 6.0 (🙅) FACE WITH NO GOOD GESTURE
1F646 ;	Emoji_Hair_Base	# 6.0 (🙆) FACE WITH OK GESTURE
1F647 ;	Emoji_Hair_Base	# 6.0 (🙇) PERSON BOWING DEEPLY
1F64B ;	Emoji_Hair_Base	# 6.0 (🙋) HAPPY PERSON RAISING ONE HAND
1F64D ;	Emoji_Hair_Base	# 6.0 (🙍) PERSON FROWNING
1F64E ;	Emoji_Hair_Base	# 6.0 (🙎) PERSON WITH POUTING FACE
1F6A3 ;	Emoji_Hair_Base	# 6.0 (🚣) ROWBOAT
1F6B6 ;	Emoji_Hair_Base	# 6.0 (🚶) PEDESTRIAN
1F926 ;	Emoji_Hair_Base	# 9.0 (🤦) FACE PALM
1F930 ;	Emoji_Hair_Base	# 9.0 (🤰) PREGNANT WOMAN
1F934 ;	Emoji_Hair_Base	# 9.0 (🤴) PRINCE
1F935 ;	Emoji_Hair_Base	# 9.0 (🤵) MAN IN TUXEDO
1F936 ;	Emoji_Hair_Base	# 9.0 (🤶) MOTHER CHRISTMAS
1F937 ;	Emoji_Hair_Base	# 9.0 (🤷) SHRUG
1F938 ;	Emoji_Hair_Base	# 9.0 (🤸) PERSON DOING CARTWHEEL
1F93B ;	Emoji_Hair_Base	# 9.0 (🤻) MODERN PENTATHLON
1F93C ;	Emoji_Hair_Base	# 9.0 (🤼) WRESTLERS
1F93D ;	Emoji_Hair_Base	# 9.0 (🤽) WATER POLO
1F93E ;	Emoji_Hair_Base	# 9.0 (🤾) HANDBALL
# total:	42
# uset: 	[⛹🏃🏄🏊🏋👦👧👩👮👰👲-👶👸👼💁💃💆💇🕵🕺🙅-🙇🙋🙍🙎🚣🚶🤦🤰🤴-🤸🤻-🤾]

# All omitted code points have Emoji_Direction_Base=No
# @missing: 0000..10FFFF  ; Emoji_Direction_Base ; No

26CF ;	Emoji_Direction_Base	# 5.2 (⛏) PICK
2708 ;	Emoji_Direction_Base	# 1.1 (✈) AIRPLANE
270B ;	Emoji_Direction_Base	# 6.0 (✋) RAISED HAND
270C ;	Emoji_Direction_Base	# 1.1 (✌) VICTORY HAND
1F3B7 ;	Emoji_Direction_Base	# 6.0 (🎷) SAXOPHONE
1F3BA ;	Emoji_Direction_Base	# 6.0 (🎺) TRUMPET
1F3C3 ;	Emoji_Direction_Base	# 6.0 (🏃) RUNNER
1F440 ;	Emoji_Direction_Base	# 6.0 (👀) EYES
1F44B ;	Emoji_Direction_Base	# 6.0 (👋) WAVING HAND SIGN
1F44C ;	Emoji_Direction_Base	# 6.0 (👌) OK HAND SIGN
1F44D ;	Emoji_Direction_Base	# 6.0 (👍) THUMBS UP SIGN
1F44F ;	Emoji_Direction_Base	# 6.0 (👏) CLAPPING HANDS SIGN
1F4A8 ;	Emoji_Direction_Base	# 6.0 (💨) DASH SYMBOL
1F4AA ;	Emoji_Direction_Base	# 6.0 (💪) FLEXED BICEPS
1F528 ;	Emoji_Direction_Base	# 6.0 (🔨) HAMMER
1F52B ;	Emoji_Direction_Base	# 6.0 (🔫) PISTOL
1F5E1 ;	Emoji_Direction_Base	# 7.0 (🗡) DAGGER KNIFE
1F618 ;	Emoji_Direction_Base	# 6.0 (😘) FACE THROWING A KISS
1F6AC ;	Emoji_Direction_Base	# 6.0 (🚬) SMOKING SYMBOL
1F6B6 ;	Emoji_Direction_Base	# 6.0 (🚶) PEDESTRIAN
1F918 ;	Emoji_Direction_Base	# 8.0 (🤘) SIGN OF THE HORNS
1F93A ;	Emoji_Direction_Base	# 9.0 (🤺) FENCER
1F93D ;	Emoji_Direction_Base	# 9.0 (🤽) WATER POLO
1F93E ;	Emoji_Direction_Base	# 9.0 (🤾) HANDBALL
1F946 ;	Emoji_Direction_Base	# 9.0 (🥆) RIFLE
# total:	25
# uset: 	[⛏✈✋✌🎷🎺🏃👀👋-👍👏💨💪🔨🔫🗡😘🚬🚶🤘🤺🤽🤾🥆]
# EOF
